Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380131898,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyreek Hill (15820054),Josh Reynolds (15820140),Robert Woods (15820084),Jordan Reed (15820376),Kareem Hunt (15819860) (LOCKED),Bills (15820549) (LOCKED),,TE,Mark Andrews (15847581),Mark Andrews,15847581,TE/FLEX,5200,Postponed,BAL,11.94
2380131899,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Denzel Mims (15820174) (LOCKED),Jonnu Smith (15820368) (LOCKED),Nick Chubb (15819832) (LOCKED),Broncos (15820559),,QB,Sam Darnold (15819791) (LOCKED),Sam Darnold,15819791,QB,5100,In Progress,NYJ,11.27
2380131900,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Nick Chubb (15819832) (LOCKED),Dalvin Cook (15819822) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Jonnu Smith (15820368) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,RB,Salvon Ahmed (15819874) (LOCKED),Salvon Ahmed,15819874,RB/FLEX,5100,In Progress,MIA,10.73
2380131901,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Kenyan Drake (15819866) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Stefon Diggs (15820056) (LOCKED),Rob Gronkowski (15820362),Brian Hill (15819990) (LOCKED),Colts (15820545) (LOCKED),,WR,Sterling Shepard (15820104) (LOCKED),Sterling Shepard,15820104,WR/FLEX,5100,In Progress,NYG,11.98
2380131902,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),A.J. Brown (15820064) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Derrick Henry (15819828) (LOCKED),Vikings (15820556) (LOCKED),,QB,Tyrod Taylor (15819790) (LOCKED),Tyrod Taylor,15819790,QB,5100,In Progress,LAC,4.51
2380131903,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Russell Gage (15820126) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Darius Slayton (15820114) (LOCKED),Darren Waller (15820354) (LOCKED),Alvin Kamara (15819826),Jaguars (15820561) (LOCKED),,WR,Curtis Samuel (15820102) (LOCKED),Curtis Samuel,15820102,WR/FLEX,5100,In Progress,CAR,13.77
2380131904,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Gabriel Davis (15820258) (LOCKED),Darren Waller (15820354) (LOCKED),Matt Breida (15820000) (LOCKED),Chiefs (15820548),,QB,Drew Lock (15819789),Drew Lock,15819789,QB,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,13.81
2380131905,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Keenan Allen (15820052) (LOCKED),Robert Woods (15820084),Hayden Hurst (15820370) (LOCKED),Josh Jacobs (15819830) (LOCKED),Cardinals (15820546) (LOCKED),,WR,Jerry Jeudy (15820106),Jerry Jeudy,15820106,WR/FLEX,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,11.09
2380131906,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Dawson Knox (15820388) (LOCKED),Alvin Kamara (15819826),Buccaneers (15820547),,RB,Darrell Henderson Jr. (15819872),Darrell Henderson Jr.,15819872,RB/FLEX,5100,SF@LAR 11/29/2020 04:05PM ET,LAR,10.8
2380131907,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Derrick Henry (15819828) (LOCKED),Tyler Boyd (15820108) (LOCKED),Sterling Shepard (15820104) (LOCKED),Golden Tate (15820168) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Patriots (15820553) (LOCKED),,WR,Michael Pittman Jr. (15820120) (LOCKED),Michael Pittman Jr.,15820120,WR/FLEX,5000,In Progress,IND,9.33
2380131908,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Mike Evans (15820074),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Dolphins (15820540) (LOCKED),,QB,Chris Streveler (15819793) (LOCKED),Chris Streveler,15819793,QB,5000,In Progress,ARI,0.3
2380131909,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),Gabriel Davis (15820258) (LOCKED),Jalen Guyton (15820188) (LOCKED),Mike Williams (15820110) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Colts (15820545) (LOCKED),,QB,Joe Flacco (15819794) (LOCKED),Joe Flacco,15819794,QB,5000,In Progress,NYJ,11.55
2380131910,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Keenan Allen (15820052) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Jarvis Landry (15820100) (LOCKED),Austin Hooper (15820372) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,RB,Wayne Gallman Jr. (15819876) (LOCKED),Wayne Gallman Jr.,15819876,RB/FLEX,5000,In Progress,NYG,9.75
2380131911,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Cooper Kupp (15820068),Josh Reynolds (15820140),Jordan Reed (15820376),Nyheim Hines (15819886) (LOCKED),Dolphins (15820540) (LOCKED),,WR,Tyler Boyd (15820108) (LOCKED),Tyler Boyd,15820108,WR/FLEX,5000,In Progress,CIN,16.84
2380131912,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Matt Breida (15820000) (LOCKED),Dalvin Cook (15819822) (LOCKED),Corey Davis (15820118) (LOCKED),Gabriel Davis (15820258) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Derrick Henry (15819828) (LOCKED),Bills (15820549) (LOCKED),,WR,Mike Williams (15820110) (LOCKED),Mike Williams,15820110,WR/FLEX,5000,In Progress,LAC,11.82
2380131913,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886) (LOCKED),Kareem Hunt (15819860) (LOCKED),Chris Godwin (15820078),Mecole Hardman (15820144),Tyreek Hill (15820054),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,QB,C.J. Beathard (15819792),C.J. Beathard,15819792,QB,5000,SF@LAR 11/29/2020 04:05PM ET,SF,4.09
2380131914,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769) (LOCKED),Nick Chubb (15819832) (LOCKED),Nyheim Hines (15819886) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Curtis Samuel (15820102) (LOCKED),Hunter Henry (15820358) (LOCKED),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,WR,Corey Davis (15820118) (LOCKED),Corey Davis,15820118,WR/FLEX,4900,In Progress,TEN,15.11
2380131915,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Nyheim Hines (15819886) (LOCKED),Colts (15820545) (LOCKED),,WR,Nelson Agholor (15820116) (LOCKED),Nelson Agholor,15820116,WR/FLEX,4900,In Progress,LV,10.73
2380131916,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Mike Williams (15820110) (LOCKED),Robert Woods (15820084),Travis Kelce (15820352),Devin Singletary (15819900) (LOCKED),Giants (15820543) (LOCKED),,QB,Ryan Finley (15819795) (LOCKED),Ryan Finley,15819795,QB,4900,In Progress,CIN,1.05
2380131917,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Derrick Henry (15819828) (LOCKED),James Robinson (15819838) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Curtis Samuel (15820102) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Cardinals (15820546) (LOCKED),,WR,Darius Slayton (15820114) (LOCKED),Darius Slayton,15820114,WR/FLEX,4900,In Progress,NYG,11.93
2380131918,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Stefon Diggs (15820056) (LOCKED),Tyreek Hill (15820054),Henry Ruggs III (15820138) (LOCKED),Darren Waller (15820354) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Rams (15820542),,WR,Tim Patrick (15820122),Tim Patrick,15820122,WR/FLEX,4900,NO@DEN 11/29/2020 04:05PM ET,DEN,13.26
2380131919,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Robert Woods (15820084),Hunter Henry (15820358) (LOCKED),Nyheim Hines (15819886) (LOCKED),Panthers (15820551) (LOCKED),,RB,Leonard Fournette (15819878),Leonard Fournette,15819878,RB/FLEX,4900,KC@TB 11/29/2020 04:25PM ET,TB,11.02
2380131920,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyler Boyd (15820108) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Colts (15820545) (LOCKED),,QB,Case Keenum (15819796) (LOCKED),Case Keenum,15819796,QB,4800,In Progress,CLE,1.84
2380131921,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Russell Gage (15820126) (LOCKED),Calvin Ridley (15820060) (LOCKED),Robert Woods (15820084),Darren Waller (15820354) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Giants (15820543) (LOCKED),,WR,Russell Gage (15820126) (LOCKED),Russell Gage,15820126,WR/FLEX,4800,In Progress,ATL,9.45
2380131922,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Andy Isabella (15820324) (LOCKED),Hayden Hurst (15820370) (LOCKED),Devin Singletary (15819900) (LOCKED),Bengals (15820552) (LOCKED),,QB,Brandon Allen (15832549) (LOCKED),Brandon Allen,15832549,QB,4800,In Progress,CIN,0
2380131923,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Hunter Henry (15820358) (LOCKED),Nyheim Hines (15819886) (LOCKED),Chiefs (15820548),,RB,Zack Moss (15819880) (LOCKED),Zack Moss,15819880,RB/FLEX,4800,In Progress,BUF,8.89
2380131924,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774) (LOCKED),Mike Davis (15819834) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Nelson Agholor (15820116) (LOCKED),Cooper Kupp (15820068),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Bills (15820549) (LOCKED),,WR,John Brown (15820112) (LOCKED),John Brown,15820112,WR/FLEX,4800,In Progress,BUF,9.95
2380131925,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Travis Kelce (15820352),Frank Gore (15819898) (LOCKED),Rams (15820542),,TE,Hunter Henry (15820358) (LOCKED),Hunter Henry,15820358,TE/FLEX,4800,In Progress,LAC,10.25
2380131926,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769) (LOCKED),Nyheim Hines (15819886) (LOCKED),Kareem Hunt (15819860) (LOCKED),Tee Higgins (15820128) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Mike Davis (15819834) (LOCKED),Chargers (15820555) (LOCKED),,QB,Brett Rypien (15819797),Brett Rypien,15819797,QB,4800,NO@DEN 11/29/2020 04:05PM ET,DEN,7.65
2380131927,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769) (LOCKED),Nyheim Hines (15819886) (LOCKED),James Robinson (15819838) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Curtis Samuel (15820102) (LOCKED),Rob Gronkowski (15820362),Alvin Kamara (15819826),Bills (15820549) (LOCKED),,WR,Emmanuel Sanders (15820124),Emmanuel Sanders,15820124,WR/FLEX,4800,NO@DEN 11/29/2020 04:05PM ET,NO,12.16
2380131928,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Tyreek Hill (15820054),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Frank Gore (15819898) (LOCKED),Raiders (15820557) (LOCKED),,QB,Jarrett Stidham (15819799) (LOCKED),Jarrett Stidham,15819799,QB,4700,In Progress,NE,3.28
2380131929,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyreek Hill (15820054),Jarvis Landry (15820100) (LOCKED),Laviska Shenault Jr. (15820178) (LOCKED),Darren Waller (15820354) (LOCKED),Nick Chubb (15819832) (LOCKED),Rams (15820542),,WR,Rashard Higgins (15820130) (LOCKED),Rashard Higgins,15820130,WR/FLEX,4700,In Progress,CLE,8.86
2380131930,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Josh Jacobs (15819830) (LOCKED),James Robinson (15819838) (LOCKED),Robby Anderson (15820076) (LOCKED),Mike Evans (15820074),Justin Jefferson (15820070) (LOCKED),Kyle Rudolph (15820396) (LOCKED),Kenyan Drake (15819866) (LOCKED),Rams (15820542),,QB,Matt Schaub (15819798) (LOCKED),Matt Schaub,15819798,QB,4700,In Progress,ATL,0
2380131931,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),A.J. Brown (15820064) (LOCKED),Stefon Diggs (15820056) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Anthony Firkser (15820408) (LOCKED),Brian Hill (15819990) (LOCKED),Rams (15820542),,WR,Tee Higgins (15820128) (LOCKED),Tee Higgins,15820128,WR/FLEX,4700,In Progress,CIN,15.3
2380131932,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Philip Rivers (15819771) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Darren Waller (15820354) (LOCKED),Nyheim Hines (15819886) (LOCKED),Panthers (15820551) (LOCKED),,RB,Jerick McKinnon (15819882),Jerick McKinnon,15819882,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,SF,10.9
2380131933,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Cooper Kupp (15820068),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Jaguars (15820561) (LOCKED),,RB,Malcolm Brown (15819884),Malcolm Brown,15819884,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,LAR,9.42
2380131934,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Mike Evans (15820074),Mecole Hardman (15820144),Tyreek Hill (15820054),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),49ers (15820550),,WR,Sammy Watkins (15820132),Sammy Watkins,15820132,WR/FLEX,4700,KC@TB 11/29/2020 04:25PM ET,KC,10.9
2380131935,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Austin Ekeler (15819844) (LOCKED),Jaguars (15820561) (LOCKED),,WR,Marquise Brown (15847559),Marquise Brown,15847559,WR/FLEX,4700,Postponed,BAL,9.02
2380131936,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Damiere Byrd (15820148) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Andy Isabella (15820324) (LOCKED),Darren Waller (15820354) (LOCKED),Kareem Hunt (15819860) (LOCKED),Giants (15820543) (LOCKED),,RB,Nyheim Hines (15819886) (LOCKED),Nyheim Hines,15819886,RB/FLEX,4600,In Progress,IND,12.15
2380131937,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Fitzpatrick (15819780) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Jamison Crowder (15820092) (LOCKED),DeVante Parker (15820080) (LOCKED),Mike Gesicki (15820364) (LOCKED),Nyheim Hines (15819886) (LOCKED),Colts (15820545) (LOCKED),,QB,Mike Glennon (15819800) (LOCKED),Mike Glennon,15819800,QB,4600,In Progress,JAX,0
2380131938,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Chris Godwin (15820078),Sammy Watkins (15820132),Darren Waller (15820354) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Rams (15820542),,RB,Devonta Freeman (15819888) (LOCKED),Devonta Freeman,15819888,RB/FLEX,4600,In Progress,NYG,7.2
2380131939,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Nyheim Hines (15819886) (LOCKED),Kareem Hunt (15819860) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Hunter Henry (15820358) (LOCKED),Ronald Jones II (15819842),49ers (15820550),,QB,Will Grier (15819801) (LOCKED),Will Grier,15819801,QB,4600,In Progress,CAR,0
2380131940,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Gabriel Davis (15820258) (LOCKED),Chris Godwin (15820078),Tyreek Hill (15820054),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Colts (15820545) (LOCKED),,RB,James White (15819892) (LOCKED),James White,15819892,RB/FLEX,4500,In Progress,NE,8.34
2380131941,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Mike Williams (15820110) (LOCKED),Rob Gronkowski (15820362),Brian Hill (15819990) (LOCKED),49ers (15820550),,WR,Julian Edelman (15820134) (LOCKED),Julian Edelman,15820134,WR/FLEX,4500,In Progress,NE,9.87
2380131942,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Stefon Diggs (15820056) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Darren Waller (15820354) (LOCKED),Alvin Kamara (15819826),Giants (15820543) (LOCKED),,TE,Evan Engram (15820360) (LOCKED),Evan Engram,15820360,TE/FLEX,4500,In Progress,NYG,8.68
2380131943,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Chris Godwin (15820078),Mecole Hardman (15820144),Tee Higgins (15820128) (LOCKED),Travis Kelce (15820352),Nyheim Hines (15819886) (LOCKED),Broncos (15820559),,RB,Tevin Coleman (15819894),Tevin Coleman,15819894,RB/FLEX,4500,SF@LAR 11/29/2020 04:05PM ET,SF,3.8
2380131944,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Mike Davis (15819834) (LOCKED),Josh Jacobs (15819830) (LOCKED),Richie James (15820172),Josh Reynolds (15820140),Robert Woods (15820084),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Colts (15820545) (LOCKED),,RB,Le'Veon Bell (15819890),Le'Veon Bell,15819890,RB/FLEX,4500,KC@TB 11/29/2020 04:25PM ET,KC,6.15
