Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1769832918,Straight Cash Free Contest Series presented by Straight Talk Wireless,82064595,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,1. Column A lists all of your contest entries for this draftgroup
1769832919,AutoNation Free Football Challenge,82064632,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,2. Your current lineup is listed next to each entry (blank for reservations)
1769832940,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1769832941,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1769832942,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,5. For faster processing only include entries you are changing in the file you upload
1769832943,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,
1769832944,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1769824074,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Marquise Brown (13888296),Marquise Brown,13888296,WR/FLEX,4700,BAL@BUF 12/08/2019 01:00PM ET,BAL,12.7
1769824075,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Garrett Gilbert (13887953),Garrett Gilbert,13887953,QB,4700,CIN@CLE 12/08/2019 01:00PM ET,CLE,-0.05
1769824076,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Teddy Bridgewater (13887952),Teddy Bridgewater,13887952,QB,4700,SF@NO 12/08/2019 01:00PM ET,NO,13.64
1769824077,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Jonathan Williams (13888042),Jonathan Williams,13888042,RB/FLEX,4700,IND@TB 12/08/2019 01:00PM ET,IND,9.28
1769824078,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Larry Fitzgerald (13888298),Larry Fitzgerald,13888298,WR/FLEX,4700,PIT@ARI 12/08/2019 04:25PM ET,ARI,12.41
1769824079,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Mike Glennon (13887951),Mike Glennon,13887951,QB,4700,TEN@OAK 12/08/2019 04:25PM ET,OAK,2.62
1769824080,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Dwayne Haskins Jr. (13887954),Dwayne Haskins Jr.,13887954,QB,4600,WAS@GB 12/08/2019 01:00PM ET,WAS,7.11
1769824081,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Matt Breida (13888044),Matt Breida,13888044,RB/FLEX,4600,SF@NO 12/08/2019 01:00PM ET,SF,11.02
1769824082,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Raheem Mostert (13888046),Raheem Mostert,13888046,RB/FLEX,4600,SF@NO 12/08/2019 01:00PM ET,SF,8.48
1769824083,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Jack Doyle (13888530),Jack Doyle,13888530,TE/FLEX,4600,IND@TB 12/08/2019 01:00PM ET,IND,8.14
1769824084,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Sammy Watkins (13888300),Sammy Watkins,13888300,WR/FLEX,4600,KC@NE 12/08/2019 04:25PM ET,KC,11.7
1769824085,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Matt Schaub (13887961),Matt Schaub,13887961,QB,4500,CAR@ATL 12/08/2019 01:00PM ET,ATL,7.6
1769824086,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Ryan Finley (13887960),Ryan Finley,13887960,QB,4500,CIN@CLE 12/08/2019 01:00PM ET,CIN,9.89
1769824087,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Brandon Allen (13887959),Brandon Allen,13887959,QB,4500,DEN@HOU 12/08/2019 01:00PM ET,DEN,11.5
1769824088,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Carlos Hyde (13888052),Carlos Hyde,13888052,RB/FLEX,4500,DEN@HOU 12/08/2019 01:00PM ET,HOU,10.25
1769824089,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Alexander Mattison (13888050),Alexander Mattison,13888050,RB/FLEX,4500,DET@MIN 12/08/2019 01:00PM ET,MIN,5.08
1769824090,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Bo Scarbrough (13888056),Bo Scarbrough,13888056,RB/FLEX,4500,DET@MIN 12/08/2019 01:00PM ET,DET,9.53
1769824091,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Nick Mullens (13887958),Nick Mullens,13887958,QB,4500,SF@NO 12/08/2019 01:00PM ET,SF,-0.3
1769824092,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Latavius Murray (13888048),Latavius Murray,13888048,RB/FLEX,4500,SF@NO 12/08/2019 01:00PM ET,NO,10.99
1769824093,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Josh Rosen (13887957),Josh Rosen,13887957,QB,4500,MIA@NYJ 12/08/2019 01:00PM ET,MIA,3.83
1769824094,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Ryan Griffin (13887956),Ryan Griffin,13887956,QB,4500,IND@TB 12/08/2019 01:00PM ET,TB,0
1769824095,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Mike Williams (13888302),Mike Williams,13888302,WR/FLEX,4500,LAC@JAX 12/08/2019 04:05PM ET,LAC,11.09
1769824096,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Jarrett Stidham (13887955),Jarrett Stidham,13887955,QB,4500,KC@NE 12/08/2019 04:25PM ET,NE,-0.21
1769824097,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Damien Williams (13888054),Damien Williams,13888054,RB/FLEX,4500,KC@NE 12/08/2019 04:25PM ET,KC,10.61
1769824098,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Will Grier (13887963),Will Grier,13887963,QB,4400,CAR@ATL 12/08/2019 01:00PM ET,CAR,0
1769824099,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,John Ross III (13896317),John Ross III,13896317,WR/FLEX,4400,CIN@CLE 12/08/2019 01:00PM ET,CIN,17.95
1769824100,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Colt McCoy (13887962),Colt McCoy,13887962,QB,4400,WAS@GB 12/08/2019 01:00PM ET,WAS,5.28
1769824101,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Kyle Rudolph (13888532),Kyle Rudolph,13888532,TE/FLEX,4400,DET@MIN 12/08/2019 01:00PM ET,MIN,8.42
1769824102,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Ronald Jones II (13888058),Ronald Jones II,13888058,RB/FLEX,4400,IND@TB 12/08/2019 01:00PM ET,TB,10
1769824103,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Matt Moore (13887964),Matt Moore,13887964,QB,4400,KC@NE 12/08/2019 04:25PM ET,KC,8.47
1769824104,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,LeSean McCoy (13888060),LeSean McCoy,13888060,RB/FLEX,4400,KC@NE 12/08/2019 04:25PM ET,KC,10.34
1769824105,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Phillip Dorsett II (13888304),Phillip Dorsett II,13888304,WR/FLEX,4400,KC@NE 12/08/2019 04:25PM ET,NE,9.48
1769824106,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Robert Griffin III (13887968),Robert Griffin III,13887968,QB,4300,BAL@BUF 12/08/2019 01:00PM ET,BAL,2.39
1769824107,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Matt Barkley (13887969),Matt Barkley,13887969,QB,4300,BAL@BUF 12/08/2019 01:00PM ET,BUF,4.08
1769824108,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Gus Edwards (13888066),Gus Edwards,13888066,RB/FLEX,4300,BAL@BUF 12/08/2019 01:00PM ET,BAL,5.8
1769824109,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Sean Mannion (13887967),Sean Mannion,13887967,QB,4300,DET@MIN 12/08/2019 01:00PM ET,MIN,-0.2
1769824110,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Nyheim Hines (13888064),Nyheim Hines,13888064,RB/FLEX,4300,IND@TB 12/08/2019 01:00PM ET,IND,7.33
1769824111,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Tyrod Taylor (13887966),Tyrod Taylor,13887966,QB,4300,LAC@JAX 12/08/2019 04:05PM ET,LAC,0.03
1769824112,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Ryquell Armstead (13888062),Ryquell Armstead,13888062,RB/FLEX,4300,LAC@JAX 12/08/2019 04:05PM ET,JAX,2.56
1769824113,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Brett Hundley (13887965),Brett Hundley,13887965,QB,4300,PIT@ARI 12/08/2019 04:25PM ET,ARI,0
1769824114,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Diontae Johnson (13888306),Diontae Johnson,13888306,WR/FLEX,4300,PIT@ARI 12/08/2019 04:25PM ET,PIT,8.15
1769824115,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Vance McDonald (13888534),Vance McDonald,13888534,TE/FLEX,4300,PIT@ARI 12/08/2019 04:25PM ET,PIT,6.76
1769824116,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Case Keenum (13887971),Case Keenum,13887971,QB,4200,WAS@GB 12/08/2019 01:00PM ET,WAS,11.23
1769824117,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Allen Lazard (13888308),Allen Lazard,13888308,WR/FLEX,4200,WAS@GB 12/08/2019 01:00PM ET,GB,6.01
1769824118,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Jared Cook (13888536),Jared Cook,13888536,TE/FLEX,4200,SF@NO 12/08/2019 01:00PM ET,NO,10.19
1769824119,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,David Fales (13887970),David Fales,13887970,QB,4200,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,0
1769824120,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Kalen Ballage (13888070),Kalen Ballage,13888070,RB/FLEX,4200,MIA@NYJ 12/08/2019 01:00PM ET,MIA,4.32
1769824121,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Peyton Barber (13888068),Peyton Barber,13888068,RB/FLEX,4200,IND@TB 12/08/2019 01:00PM ET,TB,8.2
1769824122,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,David Johnson (13888072),David Johnson,13888072,RB/FLEX,4200,PIT@ARI 12/08/2019 04:25PM ET,ARI,12.69
1769824123,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Tim Boyle (13887973),Tim Boyle,13887973,QB,4100,WAS@GB 12/08/2019 01:00PM ET,GB,-0.03
1769824124,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,AJ McCarron (13887972),AJ McCarron,13887972,QB,4100,DEN@HOU 12/08/2019 01:00PM ET,HOU,0
1769824125,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Patrick Laird (13888076),Patrick Laird,13888076,RB/FLEX,4100,MIA@NYJ 12/08/2019 01:00PM ET,MIA,3.14
1769824126,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Allen Hurns (13888310),Allen Hurns,13888310,WR/FLEX,4100,MIA@NYJ 12/08/2019 01:00PM ET,MIA,5.89
1769824127,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Ryan Griffin (13888538),Ryan Griffin,13888538,TE/FLEX,4100,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,8.27
