Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2365050503,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,1. Column A lists all of your contest entries for this draftgroup
2365050504,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2365050505,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Colts (15784050),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2365050506,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2365050507,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),CeeDee Lamb (15783618),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Giovani Bernard (15783390) (LOCKED),Broncos (15784060),,5. For faster processing only include entries you are changing in the file you upload
2365050508,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,
2365050509,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2365050601,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Lamar Jackson (15783277) (LOCKED),James Conner (15783356) (LOCKED),Duke Johnson (15783392) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),Willie Snead IV (15783640) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,QB,Jake Luton (15783306) (LOCKED),Jake Luton,15783306,QB,5000,In Progress,JAX,17.61
2365050602,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),James Conner (15783356) (LOCKED),Duke Johnson (15783392) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Curtis Samuel (15783630) (LOCKED),Robert Tonyan (15783898),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,QB,Joe Flacco (15783305),Joe Flacco,15783305,QB,5000,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,10.59
2365050603,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Quintez Cephus (15783856) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Curtis Samuel (15783630) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,WR,CeeDee Lamb (15783618),CeeDee Lamb,15783618,WR/FLEX,5000,DAL@MIN 11/22/2020 04:25PM ET,DAL,14.42
2365050604,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Amari Cooper (15783610),Michael Gallup (15783660),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Duke Johnson (15783392) (LOCKED),WAS Football Team (15784053) (LOCKED),,WR,Emmanuel Sanders (15783622) (LOCKED),Emmanuel Sanders,15783622,WR/FLEX,4900,In Progress,NO,12.39
2365050605,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ryan Tannehill (15783287) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),A.J. Brown (15783568) (LOCKED),Denzel Mims (15783690),Willie Snead IV (15783640) (LOCKED),Jonnu Smith (15783868) (LOCKED),Dalvin Cook (15783342),Browns (15784051) (LOCKED),,QB,Chase Daniel (15783307) (LOCKED),Chase Daniel,15783307,QB,4900,Final,DET,7.26
2365050606,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Jakeem Grant (15783682),Jerry Jeudy (15783612),Denzel Mims (15783690),Mike Gesicki (15783876),Dalvin Cook (15783342),Eagles (15784055) (LOCKED),,WR,Jakobi Meyers (15783620) (LOCKED),Jakobi Meyers,15783620,WR/FLEX,4900,In Progress,NE,14.69
2365050607,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),Giovani Bernard (15783390) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),Denzel Mims (15783690),Michael Pittman Jr. (15783636),Trey Burton (15783902),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,TE,Mark Andrews (15783866) (LOCKED),Mark Andrews,15783866,TE/FLEX,4900,In Progress,BAL,10.98
2365050608,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Travis Fulgham (15783602) (LOCKED),KJ Hamler (15783672),Jarvis Landry (15783608) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,QB,Dwayne Haskins Jr. (15783308) (LOCKED),Dwayne Haskins Jr.,15783308,QB,4900,In Progress,WAS,15.14
2365050609,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Alvin Kamara (15783340) (LOCKED),Adrian Peterson (15783538) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Hall (15783656) (LOCKED),KJ Hamler (15783672),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,QB,Taysom Hill (15783312) (LOCKED),Taysom Hill,15783312,QB,4800,In Progress,NO,5.05
2365050610,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),KJ Hamler (15783672),Jakobi Meyers (15783620) (LOCKED),DeVante Parker (15783598),Noah Fant (15783872),Dalvin Cook (15783342),Eagles (15784055) (LOCKED),,QB,P.J. Walker (15783309) (LOCKED),P.J. Walker,15783309,QB,4800,Final,CAR,0.3
2365050611,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Keenan Allen (15783564),Justin Jefferson (15783584),CeeDee Lamb (15783618),Irv Smith Jr. (15783894),Antonio Gibson (15783376) (LOCKED),Eagles (15784055) (LOCKED),,QB,Case Keenum (15783311) (LOCKED),Case Keenum,15783311,QB,4800,In Progress,CLE,1.84
2365050612,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Keenan Allen (15783564),Breshad Perriman (15783648),Mike Williams (15783616),Mark Andrews (15783866) (LOCKED),Duke Johnson (15783392) (LOCKED),Broncos (15784060),,QB,Jarrett Stidham (15783310) (LOCKED),Jarrett Stidham,15783310,QB,4800,In Progress,NE,3.28
2365050613,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ben Roethlisberger (15783280) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Chase Claypool (15783580) (LOCKED),Chris Conley (15783758) (LOCKED),Diontae Johnson (15783588) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Eagles (15784055) (LOCKED),,WR,Marquez Valdes-Scantling (15783626),Marquez Valdes-Scantling,15783626,WR/FLEX,4800,GB@IND 11/22/2020 04:25PM ET,GB,10.73
2365050614,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Aaron Rodgers (15783278),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Davante Adams (15783560),Allen Lazard (15783638),Denzel Mims (15783690),Mo Alie-Cox (15783906),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,WR,Corey Davis (15783624) (LOCKED),Corey Davis,15783624,WR/FLEX,4800,In Progress,TEN,14.51
2365050615,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Rashard Higgins (15783632) (LOCKED),Denzel Mims (15783690),Jalen Reagor (15783646) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Dolphins (15784047),,RB,Salvon Ahmed (15783406),Salvon Ahmed,15783406,RB/FLEX,4800,MIA@DEN 11/22/2020 04:05PM ET,MIA,9.9
2365050616,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Hall (15783656) (LOCKED),Curtis Samuel (15783630) (LOCKED),Tyler Eifert (15783912) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,WR,Tim Patrick (15783628),Tim Patrick,15783628,WR/FLEX,4800,MIA@DEN 11/22/2020 04:05PM ET,DEN,12.42
2365050617,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),T.Y. Hilton (15783650),Jakobi Meyers (15783620) (LOCKED),Mo Alie-Cox (15783906),Giovani Bernard (15783390) (LOCKED),Steelers (15784044) (LOCKED),,WR,Curtis Samuel (15783630) (LOCKED),Curtis Samuel,15783630,WR/FLEX,4700,Final,CAR,12.92
2365050618,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matt Ryan (15783284) (LOCKED),Giovani Bernard (15783390) (LOCKED),Duke Johnson (15783392) (LOCKED),Russell Gage (15783654) (LOCKED),Julio Jones (15783562) (LOCKED),Emmanuel Sanders (15783622) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,TE,Jonnu Smith (15783868) (LOCKED),Jonnu Smith,15783868,TE/FLEX,4700,In Progress,TEN,11.1
2365050619,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),A.J. Green (15783674) (LOCKED),Adam Thielen (15783576),Logan Thomas (15783896) (LOCKED),James Conner (15783356) (LOCKED),Browns (15784051) (LOCKED),,QB,Kyle Allen (15783313) (LOCKED),Kyle Allen,15783313,QB,4700,In Progress,WAS,11.75
2365050620,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ryan Tannehill (15783287) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),A.J. Brown (15783568) (LOCKED),Corey Davis (15783624) (LOCKED),Willie Snead IV (15783640) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Broncos (15784060),,QB,Will Grier (15783315) (LOCKED),Will Grier,15783315,QB,4600,Final,CAR,0
2365050621,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),Giovani Bernard (15783390) (LOCKED),James Conner (15783356) (LOCKED),Jarvis Landry (15783608) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jalen Reagor (15783646) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Lions (15784057) (LOCKED),,RB,Rex Burkhead (15783408) (LOCKED),Rex Burkhead,15783408,RB/FLEX,4600,In Progress,NE,11.6
2365050622,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Dalton Schultz (15783890),Giovani Bernard (15783390) (LOCKED),Lions (15784057) (LOCKED),,WR,Allen Lazard (15783638),Allen Lazard,15783638,WR/FLEX,4600,GB@IND 11/22/2020 04:25PM ET,GB,18.37
2365050623,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Aaron Rodgers (15783278),Giovani Bernard (15783390) (LOCKED),Mike Davis (15783352) (LOCKED),Davante Adams (15783560),KJ Hamler (15783672),T.Y. Hilton (15783650),Robert Tonyan (15783898),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,QB,Mike Glennon (15783314) (LOCKED),Mike Glennon,15783314,QB,4600,In Progress,JAX,0
2365050624,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Baker Mayfield (15783295) (LOCKED),Giovani Bernard (15783390) (LOCKED),Alvin Kamara (15783340) (LOCKED),Rashard Higgins (15783632) (LOCKED),Jarvis Landry (15783608) (LOCKED),Jalen Reagor (15783646) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Broncos (15784060),,DST,Steelers  (15784044) (LOCKED),Steelers ,15784044,DST,4600,In Progress,PIT,10.33
2365050625,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakeem Grant (15783682),DeVante Parker (15783598),Adam Thielen (15783576),Noah Fant (15783872),Duke Johnson (15783392) (LOCKED),Lions (15784057) (LOCKED),,TE,Hunter Henry (15783870),Hunter Henry,15783870,TE/FLEX,4600,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.74
2365050626,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),DJ Moore (15783604) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Browns (15784051) (LOCKED),,QB,Matt Schaub (15783318) (LOCKED),Matt Schaub,15783318,QB,4500,In Progress,ATL,0
2365050627,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Cam Newton (15783286) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Damiere Byrd (15783680) (LOCKED),Brandin Cooks (15783614) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Mark Andrews (15783866) (LOCKED),Miles Sanders (15783350) (LOCKED),Broncos (15784060),,WR,Rashard Higgins (15783632) (LOCKED),Rashard Higgins,15783632,WR/FLEX,4500,In Progress,CLE,8.75
2365050628,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),Antonio Gibson (15783376) (LOCKED),Alvin Kamara (15783340) (LOCKED),Damiere Byrd (15783680) (LOCKED),Randall Cobb (15783668) (LOCKED),Will Fuller V (15783578) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Jets (15784065),,QB,AJ McCarron (15783317) (LOCKED),AJ McCarron,15783317,QB,4500,In Progress,HOU,0
2365050629,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),CeeDee Lamb (15783618),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),Dalton Schultz (15783890),James Conner (15783356) (LOCKED),Bengals (15784061) (LOCKED),,WR,Michael Pittman Jr. (15783636),Michael Pittman Jr.,15783636,WR/FLEX,4500,GB@IND 11/22/2020 04:25PM ET,IND,8.28
2365050630,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Jerry Jeudy (15783612),Terry McLaurin (15783572) (LOCKED),DeVante Parker (15783598),Noah Fant (15783872),Giovani Bernard (15783390) (LOCKED),Patriots (15784052) (LOCKED),,RB,Gus Edwards (15783412) (LOCKED),Gus Edwards,15783412,RB/FLEX,4500,In Progress,BAL,6.8
2365050631,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Adrian Peterson (15783538) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Mark Andrews (15783866) (LOCKED),Aaron Jones (15783346),Steelers (15784044) (LOCKED),,WR,Willie Snead IV (15783640) (LOCKED),Willie Snead IV,15783640,WR/FLEX,4500,In Progress,BAL,9.07
2365050632,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),KJ Hamler (15783672),Tim Patrick (15783628),Mike Gesicki (15783876),Dalvin Cook (15783342),Chargers (15784045),,QB,Jeff Driskel (15783316),Jeff Driskel,15783316,QB,4500,MIA@DEN 11/22/2020 04:05PM ET,DEN,10.69
2365050633,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),James Conner (15783356) (LOCKED),Duke Johnson (15783392) (LOCKED),KJ Hamler (15783672),Breshad Perriman (15783648),Mike Williams (15783616),Hunter Henry (15783870),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,RB,Phillip Lindsay (15783410),Phillip Lindsay,15783410,RB/FLEX,4500,MIA@DEN 11/22/2020 04:05PM ET,DEN,7.27
2365050634,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matt Ryan (15783284) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Julio Jones (15783562) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Emmanuel Sanders (15783622) (LOCKED),Hayden Hurst (15783874) (LOCKED),Duke Johnson (15783392) (LOCKED),WAS Football Team (15784053) (LOCKED),,TE,Noah Fant (15783872),Noah Fant,15783872,TE/FLEX,4500,MIA@DEN 11/22/2020 04:05PM ET,DEN,10.71
2365050635,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Cam Newton (15783286) (LOCKED),Giovani Bernard (15783390) (LOCKED),Aaron Jones (15783346),Damiere Byrd (15783680) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Saints (15784049) (LOCKED),,TE,Hayden Hurst (15783874) (LOCKED),Hayden Hurst,15783874,TE/FLEX,4400,In Progress,ATL,10.68
2365050636,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Marvin Hall (15783656) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,WR,Zach Pascal (15783642),Zach Pascal,15783642,WR/FLEX,4400,GB@IND 11/22/2020 04:25PM ET,IND,8.11
2365050637,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Taysom Hill (15783312) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Julio Jones (15783562) (LOCKED),Emmanuel Sanders (15783622) (LOCKED),Michael Thomas (15783566) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Duke Johnson (15783392) (LOCKED),Bengals (15784061) (LOCKED),,QB,Robert Griffin III (15783320) (LOCKED),Robert Griffin III,15783320,QB,4400,In Progress,BAL,-0.18
2365050638,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),J.D. McKissic (15783396) (LOCKED),Brandin Cooks (15783614) (LOCKED),Terry McLaurin (15783572) (LOCKED),Adam Thielen (15783576),Drew Sample (15783914) (LOCKED),Aaron Jones (15783346),Steelers (15784044) (LOCKED),,WR,Preston Williams (15783634),Preston Williams,15783634,WR/FLEX,4400,MIA@DEN 11/22/2020 04:05PM ET,MIA,9.72
2365050639,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Jakeem Grant (15783682),KJ Hamler (15783672),DeVante Parker (15783598),Dallas Goedert (15783886) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,RB,La'Mical Perine (15783414),La'Mical Perine,15783414,RB/FLEX,4400,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,4.72
2365050640,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Lamar Jackson (15783277) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Marquise Brown (15783592) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Willie Snead IV (15783640) (LOCKED),Jonnu Smith (15783868) (LOCKED),Aaron Jones (15783346),Dolphins (15784047),,QB,Sean Mannion (15783319),Sean Mannion,15783319,QB,4400,DAL@MIN 11/22/2020 04:25PM ET,MIN,0
2365050641,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),James Conner (15783356) (LOCKED),Antonio Gibson (15783376) (LOCKED),Amari Cooper (15783610),CeeDee Lamb (15783618),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Aaron Jones (15783346),Steelers (15784044) (LOCKED),,WR,Jalen Reagor (15783646) (LOCKED),Jalen Reagor,15783646,WR/FLEX,4300,In Progress,PHI,9.12
2365050642,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),KJ Hamler (15783672),Jerry Jeudy (15783612),Terry McLaurin (15783572) (LOCKED),Mike Gesicki (15783876),Duke Johnson (15783392) (LOCKED),Browns (15784051) (LOCKED),,WR,Julian Edelman (15783644) (LOCKED),Julian Edelman,15783644,WR/FLEX,4300,In Progress,NE,9.87
2365050643,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matt Ryan (15783284) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Russell Gage (15783654) (LOCKED),Julio Jones (15783562) (LOCKED),Adam Thielen (15783576),Jared Cook (15783880) (LOCKED),Giovani Bernard (15783390) (LOCKED),Panthers (15784056) (LOCKED),,TE,Mike Gesicki (15783876),Mike Gesicki,15783876,TE/FLEX,4300,MIA@DEN 11/22/2020 04:05PM ET,MIA,8.46
2365050644,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Taysom Hill (15783312) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Calvin Ridley (15783570) (LOCKED),Emmanuel Sanders (15783622) (LOCKED),Adam Thielen (15783576),Jared Cook (15783880) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,RB,Justin Jackson (15783416),Justin Jackson,15783416,RB/FLEX,4300,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.32
2365050645,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Keenan Allen (15783564),Terry McLaurin (15783572) (LOCKED),Denzel Mims (15783690),Hunter Henry (15783870),Giovani Bernard (15783390) (LOCKED),Vikings (15784048),,WR,Breshad Perriman (15783648),Breshad Perriman,15783648,WR/FLEX,4300,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,10.58
2365050646,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ryan Tannehill (15783287) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),A.J. Brown (15783568) (LOCKED),Marquise Brown (15783592) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Jonnu Smith (15783868) (LOCKED),Giovani Bernard (15783390) (LOCKED),Falcons (15784062) (LOCKED),,QB,Ryan Finley (15783321) (LOCKED),Ryan Finley,15783321,QB,4300,In Progress,CIN,0
2365050647,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Davante Adams (15783560),KJ Hamler (15783672),T.Y. Hilton (15783650),Trey Burton (15783902),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,TE,T.J. Hockenson (15783878) (LOCKED),T.J. Hockenson,15783878,TE/FLEX,4200,Final,DET,11.7
2365050648,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Damiere Byrd (15783680) (LOCKED),Will Fuller V (15783578) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jordan Akins (15784012) (LOCKED),Giovani Bernard (15783390) (LOCKED),Eagles (15784055) (LOCKED),,RB,James White (15783418) (LOCKED),James White,15783418,RB/FLEX,4200,In Progress,NE,7.49
2365050649,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),DeVante Parker (15783598),Tim Patrick (15783628),Mike Gesicki (15783876),Aaron Jones (15783346),Ravens (15784046) (LOCKED),,WR,T.Y. Hilton (15783650),T.Y. Hilton,15783650,WR/FLEX,4200,GB@IND 11/22/2020 04:25PM ET,IND,6.89
