Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Irv Smith Jr. (15513213),Chris Carson (15512515),Bears (15513317),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),DJ Moore (15512789),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515),Texans (15513326),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),DeVante Parker (15512785),Tyler Eifert (15513135),Mike Davis (15512527),Vikings (15513322),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259681313,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435),Kenyan Drake (15512519),Ezekiel Elliott (15512495),A.J. Green (15512793),Tee Higgins (15512841),DK Metcalf (15512747),Tyler Eifert (15513135),David Montgomery (15512535),Ravens (15513305),,TE,Jonnu Smith (15513105),Jonnu Smith,15513105,TE/FLEX,4900,Postponed,TEN,16.37
2259681314,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439),Mike Davis (15512527),Ezekiel Elliott (15512495),Danny Amendola (15512875),Kenny Golladay (15512777),DeAndre Hopkins (15512739),Adam Trautman (15513295),Devin Singletary (15512521),Bills (15513308),,WR,Emmanuel Sanders (15512821),Emmanuel Sanders,15512821,WR/FLEX,4800,NO@DET 10/04/2020 01:00PM ET,NO,9.63
2259681315,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442),Mike Davis (15512527),Joe Mixon (15512525),Odell Beckham Jr. (15512783),Amari Cooper (15512755),Jarvis Landry (15512809),Mike Gesicki (15513103),Devin Singletary (15512521),Ravens (15513305),,TE,T.J. Hockenson (15513107),T.J. Hockenson,15513107,TE/FLEX,4800,NO@DET 10/04/2020 01:00PM ET,DET,12.03
2259681316,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426),Kenyan Drake (15512519),Joe Mixon (15512525),Tyler Lockett (15512743),DK Metcalf (15512747),Preston Williams (15512839),Austin Hooper (15513119),David Montgomery (15512535),Giants (15513325),,QB,Will Grier (15512459),Will Grier,15512459,QB,4800,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
2259681317,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Mike Davis (15512527),Devin Singletary (15512521),Odell Beckham Jr. (15512783),Michael Gallup (15512771),DK Metcalf (15512747),Dalton Schultz (15513113),David Montgomery (15512535),Giants (15513325),,WR,Curtis Samuel (15512829),Curtis Samuel,15512829,WR/FLEX,4800,ARI@CAR 10/04/2020 01:00PM ET,CAR,8.13
2259681318,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Chris Carson (15512515),Dalvin Cook (15512497),Tyler Boyd (15512773),DJ Chark Jr. (15512775),Chris Conley (15512889),Hunter Henry (15513109),Mike Davis (15512527),Ravens (15513305),,RB,J.K. Dobbins (15512547),J.K. Dobbins,15512547,RB/FLEX,4800,BAL@WAS 10/04/2020 01:00PM ET,BAL,9.9
2259681319,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Mike Davis (15512527),Joe Mixon (15512525),Amari Cooper (15512755),CeeDee Lamb (15512799),Jarvis Landry (15512809),Darren Waller (15513101),David Montgomery (15512535),Buccaneers (15513311),,QB,Mason Rudolph (15512458),Mason Rudolph,15512458,QB,4800,Postponed,PIT,0
2259681320,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Chris Carson (15512515),Kenyan Drake (15512519),Michael Gallup (15512771),CeeDee Lamb (15512799),Jarvis Landry (15512809),Darren Waller (15513101),Ronald Jones II (15512555),Rams (15513306),,WR,James Washington (15512827),James Washington,15512827,WR/FLEX,4800,Postponed,PIT,8.4
2259681321,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442),Dalvin Cook (15512497),Mike Davis (15512527),CeeDee Lamb (15512799),Jarvis Landry (15512809),Tyler Lockett (15512743),Austin Hooper (15513119),David Montgomery (15512535),Rams (15513306),,QB,AJ McCarron (15512457),AJ McCarron,15512457,QB,4800,MIN@HOU 10/04/2020 01:00PM ET,HOU,0
2259681322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439),Dalvin Cook (15512497),Mike Davis (15512527),Kenny Golladay (15512777),DK Metcalf (15512747),Emmanuel Sanders (15512821),T.J. Hockenson (15513107),Joe Mixon (15512525),Giants (15513325),,WR,Randall Cobb (15512823),Randall Cobb,15512823,WR/FLEX,4800,MIN@HOU 10/04/2020 01:00PM ET,HOU,11.57
2259681323,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Chris Carson (15512515),Mike Davis (15512527),DJ Chark Jr. (15512775),Amari Cooper (15512755),Allen Robinson II (15512753),Tyler Eifert (15513135),Joe Mixon (15512525),Buccaneers (15513311),,RB,Devonta Freeman (15512551),Devonta Freeman,15512551,RB/FLEX,4800,NYG@LAR 10/04/2020 04:05PM ET,NYG,1
2259681324,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Chris Carson (15512515),Mike Davis (15512527),Amari Cooper (15512755),KhaDarel Hodge (15512919),Allen Robinson II (15512753),Dalton Schultz (15513113),Devin Singletary (15512521),Ravens (15513305),,WR,Henry Ruggs III (15512825),Henry Ruggs III,15512825,WR/FLEX,4800,BUF@LV 10/04/2020 04:25PM ET,LV,5.5
2259681325,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),Amari Cooper (15512755),Michael Gallup (15512771),Logan Thomas (15513131),David Johnson (15512531),Jaguars (15513318),,QB,Jarrett Stidham (15512456),Jarrett Stidham,15512456,QB,4800,Postponed,NE,0
2259681326,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Chris Carson (15512515),Joe Mixon (15512525),Michael Gallup (15512771),CeeDee Lamb (15512799),DJ Moore (15512789),Austin Hooper (15513119),David Montgomery (15512535),Ravens (15513305),,RB,Rex Burkhead (15512549),Rex Burkhead,15512549,RB/FLEX,4800,Postponed,NE,15.63
2259681327,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Chris Carson (15512515),Mike Davis (15512527),DJ Chark Jr. (15512775),DeAndre Hopkins (15512739),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Devin Singletary (15512521),Colts (15513313),,QB,Jameis Winston (15512460),Jameis Winston,15512460,QB,4700,NO@DET 10/04/2020 01:00PM ET,NO,0
2259681328,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435),Chris Carson (15512515),Dalvin Cook (15512497),Tyler Boyd (15512773),Tee Higgins (15512841),Laviska Shenault Jr. (15512851),Darren Waller (15513101),Mike Davis (15512527),Rams (15513306),,QB,Chase Daniel (15512462),Chase Daniel,15512462,QB,4700,NO@DET 10/04/2020 01:00PM ET,DET,0
2259681329,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442),Chris Carson (15512515),Dalvin Cook (15512497),Amari Cooper (15512755),KhaDarel Hodge (15512919),Jarvis Landry (15512809),Darren Waller (15513101),Kenyan Drake (15512519),Ravens (15513305),,RB,Adrian Peterson (15512559),Adrian Peterson,15512559,RB/FLEX,4700,NO@DET 10/04/2020 01:00PM ET,DET,9.33
2259681330,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426),Kenyan Drake (15512519),Joe Mixon (15512525),Odell Beckham Jr. (15512783),Tyler Lockett (15512743),David Moore (15512903),Mike Gesicki (15513103),David Johnson (15512531),Buccaneers (15513311),,RB,Nyheim Hines (15512557),Nyheim Hines,15512557,RB/FLEX,4700,IND@CHI 10/04/2020 04:25PM ET,IND,12.93
2259681331,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),Stefon Diggs (15512749),Reece Fountain (15513077),Darren Waller (15513101),Devin Singletary (15512521),Ravens (15513305),,RB,Ronald Jones II (15512555),Ronald Jones II,15512555,RB/FLEX,4700,LAC@TB 10/04/2020 01:00PM ET,TB,10.07
2259681332,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Chris Carson (15512515),Joe Mixon (15512525),Odell Beckham Jr. (15512783),DJ Moore (15512789),Adam Thielen (15512759),Jordan Akins (15513143),Dalvin Cook (15512497),Buccaneers (15513311),,RB,Malcolm Brown (15512553),Malcolm Brown,15512553,RB/FLEX,4700,NYG@LAR 10/04/2020 04:05PM ET,LAR,10.87
2259681333,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439),Dalvin Cook (15512497),Mike Davis (15512527),Kenny Golladay (15512777),Marvin Jones Jr. (15512817),Tre'Quan Smith (15512815),Darren Waller (15513101),David Montgomery (15512535),Rams (15513306),,QB,Marcus Mariota (15512461),Marcus Mariota,15512461,QB,4700,BUF@LV 10/04/2020 04:25PM ET,LV,0
2259681334,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Kenyan Drake (15512519),David Johnson (15512531),Odell Beckham Jr. (15512783),Amari Cooper (15512755),CeeDee Lamb (15512799),T.J. Hockenson (15513107),Devin Singletary (15512521),Giants (15513325),,WR,Cole Beasley (15512831),Cole Beasley,15512831,WR/FLEX,4700,BUF@LV 10/04/2020 04:25PM ET,BUF,13.6
2259681335,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Mike Davis (15512527),Joe Mixon (15512525),DJ Chark Jr. (15512775),Tyler Lockett (15512743),Laviska Shenault Jr. (15512851),Darren Waller (15513101),David Montgomery (15512535),Rams (15513306),,TE,Hunter Henry (15513109),Hunter Henry,15513109,TE/FLEX,4600,LAC@TB 10/04/2020 01:00PM ET,LAC,12.2
2259681336,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439),Chris Carson (15512515),Dalvin Cook (15512497),Odell Beckham Jr. (15512783),Marvin Jones Jr. (15512817),Tre'Quan Smith (15512815),T.J. Hockenson (15513107),Kenyan Drake (15512519),Bills (15513308),,QB,Case Keenum (15512464),Case Keenum,15512464,QB,4600,CLE@DAL 10/04/2020 01:00PM ET,CLE,0
2259681337,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Mike Davis (15512527),Joe Mixon (15512525),Amari Cooper (15512755),Michael Gallup (15512771),DK Metcalf (15512747),Austin Hooper (15513119),Ronald Jones II (15512555),Bengals (15513320),,WR,Golden Tate (15512835),Golden Tate,15512835,WR/FLEX,4600,NYG@LAR 10/04/2020 04:05PM ET,NYG,9.15
2259681338,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442),Mike Davis (15512527),David Johnson (15512531),Odell Beckham Jr. (15512783),Michael Gallup (15512771),DK Metcalf (15512747),Austin Hooper (15513119),Jonathan Taylor (15512509),Saints (15513310),,QB,Matt Barkley (15512463),Matt Barkley,15512463,QB,4600,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259681339,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Chris Carson (15512515),Mike Davis (15512527),Kenny Golladay (15512777),Jarvis Landry (15512809),Adam Thielen (15512759),Darren Fells (15513147),Dalvin Cook (15512497),Rams (15513306),,WR,Hunter Renfrow (15512833),Hunter Renfrow,15512833,WR/FLEX,4600,BUF@LV 10/04/2020 04:25PM ET,LV,10.4
2259681340,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),KhaDarel Hodge (15512919),DeAndre Hopkins (15512739),Dalton Schultz (15513113),James Robinson (15512511),Rams (15513306),,RB,Sony Michel (15512561),Sony Michel,15512561,RB/FLEX,4600,Postponed,NE,10.2
2259681341,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429),Mike Davis (15512527),David Johnson (15512531),CeeDee Lamb (15512799),Jarvis Landry (15512809),DK Metcalf (15512747),Dalton Schultz (15513113),Jonathan Taylor (15512509),Colts (15513313),,QB,P.J. Walker (15512466),P.J. Walker,15512466,QB,4500,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
2259681342,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Dalvin Cook (15512497),Kenyan Drake (15512519),Keelan Cole (15512845),Kenny Golladay (15512777),DK Metcalf (15512747),Tyler Eifert (15513135),Joe Mixon (15512525),Rams (15513306),,WR,Andy Isabella (15512843),Andy Isabella,15512843,WR/FLEX,4500,ARI@CAR 10/04/2020 01:00PM ET,ARI,9.6
2259681343,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439),Chris Carson (15512515),Mike Davis (15512527),Deonte Harris (15512909),DeAndre Hopkins (15512739),Marvin Jones Jr. (15512817),T.J. Hockenson (15513107),Jonathan Taylor (15512509),Rams (15513306),,RB,Antonio Gibson (15512563),Antonio Gibson,15512563,RB/FLEX,4500,BAL@WAS 10/04/2020 01:00PM ET,WAS,10.87
2259681344,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Tom Brady (15512436),Chris Carson (15512515),Mike Davis (15512527),Keenan Allen (15512761),Odell Beckham Jr. (15512783),Mike Evans (15512765),O.J. Howard (15513145),Devin Singletary (15512521),Rams (15513306),,QB,Blaine Gabbert (15512465),Blaine Gabbert,15512465,QB,4500,LAC@TB 10/04/2020 01:00PM ET,TB,0
2259681345,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Chris Carson (15512515),Kenyan Drake (15512519),Odell Beckham Jr. (15512783),Tyler Boyd (15512773),Keelan Cole (15512845),Darren Waller (15513101),James Robinson (15512511),Buccaneers (15513311),,WR,Preston Williams (15512839),Preston Williams,15512839,WR/FLEX,4500,SEA@MIA 10/04/2020 01:00PM ET,MIA,6.8
2259681346,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426),Mike Davis (15512527),Myles Gaskin (15512543),Odell Beckham Jr. (15512783),Kenny Golladay (15512777),DK Metcalf (15512747),Greg Olsen (15513117),Devin Singletary (15512521),Bengals (15513320),,WR,Tee Higgins (15512841),Tee Higgins,15512841,WR/FLEX,4500,JAX@CIN 10/04/2020 01:00PM ET,CIN,9.17
2259681347,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Ryan Fitzpatrick (15512448),Dalvin Cook (15512497),Mike Davis (15512527),Odell Beckham Jr. (15512783),DK Metcalf (15512747),Preston Williams (15512839),Mike Gesicki (15513103),David Montgomery (15512535),Buccaneers (15513311),,WR,Keelan Cole (15512845),Keelan Cole,15512845,WR/FLEX,4500,JAX@CIN 10/04/2020 01:00PM ET,JAX,13.93
2259681348,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432),Chris Carson (15512515),Mike Davis (15512527),Brandin Cooks (15512837),Will Fuller V (15512779),DeAndre Hopkins (15512739),Kyle Rudolph (15513141),Joe Mixon (15512525),Buccaneers (15513311),,WR,Brandin Cooks (15512837),Brandin Cooks,15512837,WR/FLEX,4500,MIN@HOU 10/04/2020 01:00PM ET,HOU,7.93
2259681349,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426),Chris Carson (15512515),Mike Davis (15512527),Brandin Cooks (15512837),Tee Higgins (15512841),DK Metcalf (15512747),Mike Gesicki (15513103),Devin Singletary (15512521),Buccaneers (15513311),,RB,Wayne Gallman Jr. (15512565),Wayne Gallman Jr.,15512565,RB/FLEX,4500,NYG@LAR 10/04/2020 04:05PM ET,NYG,2.9
2252889700,Week 3 Free Reignmaker Contest,93171247,$0,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,WR,Zach Pascal (15512855),Zach Pascal,15512855,WR/FLEX,4400,IND@CHI 10/04/2020 04:25PM ET,IND,6.7
2252907612,Week 3 Free Reignmaker Contest,93171247,$0,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,WR,Larry Fitzgerald (15512847),Larry Fitzgerald,15512847,WR/FLEX,4400,ARI@CAR 10/04/2020 01:00PM ET,ARI,6.8
2252917396,Week 3 Free Reignmaker Contest,93171247,$0,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,WR,Christian Kirk (15512853),Christian Kirk,15512853,WR/FLEX,4400,ARI@CAR 10/04/2020 01:00PM ET,ARI,4.5
2259696622,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,QB,Alex Smith (15512471),Alex Smith,15512471,QB,4400,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
2259696623,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Irv Smith Jr. (15513213),Chris Carson (15512515),Bears (15513317),,QB,Geno Smith (15512470),Geno Smith,15512470,QB,4400,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
2259696624,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),DJ Moore (15512789),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515),Texans (15513326),,QB,Ryan Finley (15512469),Ryan Finley,15512469,QB,4400,JAX@CIN 10/04/2020 01:00PM ET,CIN,0
2259696625,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),DeVante Parker (15512785),Tyler Eifert (15513135),Mike Davis (15512527),Vikings (15513322),,RB,Giovani Bernard (15512569),Giovani Bernard,15512569,RB/FLEX,4400,JAX@CIN 10/04/2020 01:00PM ET,CIN,7.6
2259696626,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Marvin Jones Jr. (15512817),David Moore (15512903),DeVante Parker (15512785),Greg Olsen (15513117),Mike Davis (15512527),Giants (15513325),,WR,Laviska Shenault Jr. (15512851),Laviska Shenault Jr.,15512851,WR/FLEX,4400,JAX@CIN 10/04/2020 01:00PM ET,JAX,10.77
2259696627,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Chris Conley (15512889),A.J. Green (15512793),Tyler Lockett (15512743),Tyler Eifert (15513135),Kenyan Drake (15512519),Giants (15513325),,QB,John Wolford (15512468),John Wolford,15512468,QB,4400,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696628,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DK Metcalf (15512747),David Moore (15512903),Preston Williams (15512839),Jordan Akins (15513143),David Montgomery (15512535),Bengals (15513320),,RB,Dion Lewis (15512567),Dion Lewis,15512567,RB/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,5.9
2259696629,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),CeeDee Lamb (15512799),Jarvis Landry (15512809),Darren Waller (15513101),Mike Davis (15512527),Giants (15513325),,TE,Evan Engram (15513111),Evan Engram,15513111,TE/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,6.87
2259696630,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Nelson Agholor (15512895),Brandin Cooks (15512837),Stefon Diggs (15512749),Darren Waller (15513101),Kenyan Drake (15512519),Bengals (15513320),,QB,Jake Fromm (15512467),Jake Fromm,15512467,QB,4400,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259696631,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),Chris Conley (15512889),Marvin Jones Jr. (15512817),Drew Sample (15513137),Chris Carson (15512515),Rams (15513306),,WR,Sammy Watkins (15512849),Sammy Watkins,15512849,WR/FLEX,4400,Postponed,KC,12.27
2259696632,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),Justin Jefferson (15512803),Marvin Jones Jr. (15512817),Jordan Akins (15513143),Chris Carson (15512515),Buccaneers (15513311),,RB,D'Andre Swift (15512571),D'Andre Swift,15512571,RB/FLEX,4300,NO@DET 10/04/2020 01:00PM ET,DET,8.8
2259696633,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Chris Conley (15512889),Laviska Shenault Jr. (15512851),Darren Waller (15513101),David Montgomery (15512535),Seahawks (15513312),,QB,Robert Griffin III (15512474),Robert Griffin III,15512474,QB,4300,BAL@WAS 10/04/2020 01:00PM ET,BAL,0.26
2259696634,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Brandin Cooks (15512837),Michael Gallup (15512771),Austin Hooper (15513119),Kenyan Drake (15512519),Buccaneers (15513311),,QB,Mike Glennon (15512473),Mike Glennon,15512473,QB,4300,JAX@CIN 10/04/2020 01:00PM ET,JAX,0
2259696635,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),Justin Jefferson (15512803),DK Metcalf (15512747),Kyle Rudolph (15513141),Kenyan Drake (15512519),Giants (15513325),,TE,Dalton Schultz (15513113),Dalton Schultz,15513113,TE/FLEX,4300,CLE@DAL 10/04/2020 01:00PM ET,DAL,11.23
2259696636,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Isaiah Ford (15512891),Reece Fountain (15513077),DK Metcalf (15512747),Greg Olsen (15513117),Kenyan Drake (15512519),Vikings (15513322),,QB,Sean Mannion (15512472),Sean Mannion,15512472,QB,4300,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
2259696637,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Brandin Cooks (15512837),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Mike Davis (15512527),Bills (15513308),,RB,Zack Moss (15512573),Zack Moss,15512573,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,BUF,7.7
2259696638,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Alvin Kamara (15512493),Will Fuller V (15512779),Hunter Renfrow (15512833),Adam Thielen (15512759),Kyle Rudolph (15513141),Mike Davis (15512527),Ravens (15513305),,RB,Jalen Richard (15512575),Jalen Richard,15512575,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,LV,5.43
2259696639,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Chris Conley (15512889),A.J. Green (15512793),Tee Higgins (15512841),Darren Waller (15513101),Mike Davis (15512527),Colts (15513313),,WR,Mecole Hardman (15512857),Mecole Hardman,15512857,WR/FLEX,4300,Postponed,KC,9
