Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
3072163034,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Deebo Samuel (20851776),Cole Kmet (20852296),James Conner (20851468),Bengals (20852579),,1. Column A lists all of your contest entries for this draftgroup
3072178378,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Van Jefferson (20851834),Allen Robinson II (20851892),Deebo Samuel (20851776),George Kittle (20852270),James Conner (20851468),Bills (20852570),,2. Your current lineup is listed next to each entry (blank for reservations)
3072178379,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Van Jefferson (20851834),Cooper Kupp (20851772),Hunter Henry (20852286),James Conner (20851468),Texans (20852586),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
3072178380,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),Patrick Taylor (20851748),Christian Kirk (20851804),Tyler Lockett (20851796),DK Metcalf (20851792),Cole Kmet (20852296),Sony Michel (20851480),Colts (20852569),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
3072178381,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),Patrick Taylor (20851748),Mike Evans (20851788),DJ Moore (20851814),Allen Robinson II (20851892),Rob Gronkowski (20852272),James Conner (20851468),Bengals (20852579),,5. For faster processing only include entries you are changing in the file you upload
3072178382,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Hunter Henry (20852286),James Conner (20851468),Packers (20852572),,
3072178383,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Patrick Taylor (20851748),Robby Anderson (20851870),Justin Jefferson (20851780),DJ Moore (20851814),Rob Gronkowski (20852272),James Conner (20851468),WAS Football Team (20852576),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
3072178490,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Brandon Allen (20851378),Dalvin Cook (20851448),Najee Harris (20851452),Cooper Kupp (20851772),Jarvis Landry (20851824),Stanley Morgan (20852038),Drew Sample (20852394),Devin Singletary (20851476),Titans (20852574),,WR,Chase Claypool (20851836),Chase Claypool,20851836,WR/FLEX,5100,PIT@BAL 01/09/2022 01:00PM ET,PIT,10.83
3072178491,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),Devin Singletary (20851476),A.J. Green (20851826),Tyler Lockett (20851796),Darnell Mooney (20851808),Hunter Henry (20852286),Rashaad Penny (20851464),Jaguars (20852593),,QB,Brandon Allen (20851378),Brandon Allen,20851378,QB,5100,CIN@CLE 01/09/2022 01:00PM ET,CIN,0.82
3072178492,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),Najee Harris (20851452),Devin Singletary (20851476),Van Jefferson (20851834),Christian Kirk (20851804),Josh Reynolds (20851880),George Kittle (20852270),Eli Mitchell (20851478),WAS Football Team (20852576),,RB,Darrell Henderson Jr. (20851514),Darrell Henderson Jr.,20851514,RB/FLEX,5100,SF@LAR 01/09/2022 04:25PM ET,LAR,13.62
3072178493,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Sam Darnold (20851383),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),DJ Moore (20851814),Deebo Samuel (20851776),Cameron Brate (20852310),D'Onta Foreman (20851490),Titans (20852574),,WR,Van Jefferson (20851834),Van Jefferson,20851834,WR/FLEX,5100,SF@LAR 01/09/2022 04:25PM ET,LAR,10.19
3072178494,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jake Fromm (20851390),Najee Harris (20851452),David Montgomery (20851460),Kenny Golladay (20851832),Terry McLaurin (20851802),Amon-Ra St. Brown (20851794),Evan Engram (20852300),Sony Michel (20851480),Colts (20852569),,RB,Devontae Booker (20851526),Devontae Booker,20851526,RB/FLEX,5000,WAS@NYG 01/09/2022 01:00PM ET,NYG,9.3
3072178495,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),David Montgomery (20851460),Dare Ogunbowale (20851510),A.J. Green (20851826),Christian Kirk (20851804),Tyler Lockett (20851796),Hunter Henry (20852286),Devin Singletary (20851476),Falcons (20852582),,QB,Nick Foles (20851381),Nick Foles,20851381,QB,5000,CHI@MIN 01/09/2022 01:00PM ET,CHI,16.8
3072178496,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kirk Cousins (20851358),D'Onta Foreman (20851490),Rashaad Penny (20851464),Darnell Mooney (20851808),K.J. Osborn (20851822),Amon-Ra St. Brown (20851794),Tyler Conklin (20852284),Sony Michel (20851480),Titans (20852574),,QB,Sean Mannion (20851384),Sean Mannion,20851384,QB,5000,CHI@MIN 01/09/2022 01:00PM ET,MIN,12.96
3072178497,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),D'Onta Foreman (20851490),Najee Harris (20851452),A.J. Green (20851826),Tyler Lockett (20851796),Antoine Wesley (20851890),Hunter Henry (20852286),Eli Mitchell (20851478),Colts (20852569),,QB,Kellen Mond (20851386),Kellen Mond,20851386,QB,5000,CHI@MIN 01/09/2022 01:00PM ET,MIN,0.2
3072178498,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ben Roethlisberger (20851368),Dalvin Cook (20851448),D'Onta Foreman (20851490),Rashod Bateman (20851846),Chase Claypool (20851836),Amon-Ra St. Brown (20851794),Pat Freiermuth (20852282),Sony Michel (20851480),Bills (20852570),,QB,Sam Darnold (20851383),Sam Darnold,20851383,QB,5000,CAR@TB 01/09/2022 04:25PM ET,CAR,15.15
3072178499,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kirk Cousins (20851358),Najee Harris (20851452),Devin Singletary (20851476),A.J. Brown (20851790),K.J. Osborn (20851822),Allen Robinson II (20851892),Tyler Conklin (20852284),Eli Mitchell (20851478),Buccaneers (20852568),,RB,Le'Veon Bell (20851530),Le'Veon Bell,20851530,RB/FLEX,5000,CAR@TB 01/09/2022 04:25PM ET,TB,4.23
3072178500,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),David Montgomery (20851460),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Chase Claypool (20851836),Christian Kirk (20851804),Tyler Higbee (20852288),Eli Mitchell (20851478),Packers (20852572),,WR,Breshad Perriman (20851844),Breshad Perriman,20851844,WR/FLEX,5000,CAR@TB 01/09/2022 04:25PM ET,TB,4.8
3072178501,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Sony Michel (20851480),David Montgomery (20851460),Brandin Cooks (20851800),Julio Jones (20851838),Amon-Ra St. Brown (20851794),Anthony Firkser (20852308),Rashaad Penny (20851464),Saints (20852573),,RB,Duke Johnson (20851524),Duke Johnson,20851524,RB/FLEX,5000,NE@MIA 01/09/2022 04:25PM ET,MIA,10.72
3072178502,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),D'Onta Foreman (20851490),Najee Harris (20851452),Robby Anderson (20851870),Cyril Grayson (20851876),Justin Jefferson (20851780),Cameron Brate (20852310),Sony Michel (20851480),Saints (20852573),,WR,Kendrick Bourne (20851842),Kendrick Bourne,20851842,WR/FLEX,5000,NE@MIA 01/09/2022 04:25PM ET,NE,10.96
3072178503,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),Dalvin Cook (20851448),D'Onta Foreman (20851490),Kendrick Bourne (20851842),Jakobi Meyers (20851830),DeVante Parker (20851848),Rob Gronkowski (20852272),Sony Michel (20851480),Bills (20852570),,QB,Ian Book (20851380),Ian Book,20851380,QB,5000,NO@ATL 01/09/2022 04:25PM ET,NO,4
3072178504,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),D'Onta Foreman (20851490),Najee Harris (20851452),Danny Amendola (20852100),A.J. Brown (20851790),Van Jefferson (20851834),Rob Gronkowski (20852272),Devin Singletary (20851476),Patriots (20852571),,RB,Mike Davis (20851522),Mike Davis,20851522,RB/FLEX,5000,NO@ATL 01/09/2022 04:25PM ET,ATL,8.59
3072178505,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Sony Michel (20851480),Brandin Cooks (20851800),Justin Jefferson (20851780),DJ Moore (20851814),Cameron Brate (20852310),Chuba Hubbard (20851516),Bills (20852570),,WR,Marquez Callaway (20851840),Marquez Callaway,20851840,WR/FLEX,5000,NO@ATL 01/09/2022 04:25PM ET,NO,9.68
3072178506,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),Najee Harris (20851452),D'Andre Swift (20851484),A.J. Green (20851826),Van Jefferson (20851834),Christian Kirk (20851804),Gerald Everett (20852290),Devin Singletary (20851476),Titans (20852574),,WR,Julio Jones (20851838),Julio Jones,20851838,WR/FLEX,5000,TEN@HOU 01/09/2022 01:00PM ET,TEN,7.4
3072178507,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),Breshad Perriman (20851844),Amon-Ra St. Brown (20851794),Cameron Brate (20852310),Devin Singletary (20851476),WAS Football Team (20852576),,QB,Josh Johnson (20851379),Josh Johnson,20851379,QB,5000,PIT@BAL 01/09/2022 01:00PM ET,BAL,13.58
3072178508,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Davis Mills (20851372),Najee Harris (20851452),David Montgomery (20851460),Danny Amendola (20852100),A.J. Brown (20851790),Brandin Cooks (20851800),Dawson Knox (20852276),Sony Michel (20851480),Steelers (20852578),,QB,Mason Rudolph (20851385),Mason Rudolph,20851385,QB,5000,PIT@BAL 01/09/2022 01:00PM ET,PIT,9.69
3072178509,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Carson Wentz (20851360),Dalvin Cook (20851448),Najee Harris (20851452),DK Metcalf (20851792),Michael Pittman Jr. (20851806),Laquon Treadwell (20851874),Jack Doyle (20852336),Sony Michel (20851480),Titans (20852574),,QB,Mitchell Trubisky (20851382),Mitchell Trubisky,20851382,QB,5000,NYJ@BUF 01/09/2022 04:25PM ET,BUF,1.76
3072178510,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Brandon Allen (20851378),Najee Harris (20851452),David Montgomery (20851460),Christian Kirk (20851804),Cooper Kupp (20851772),Donovan Peoples-Jones (20851882),Drew Sample (20852394),Chris Evans (20851564),Buccaneers (20852568),,RB,Michael Carter (20851528),Michael Carter,20851528,RB/FLEX,5000,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,12.04
3072178511,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Case Keenum (20851395),Najee Harris (20851452),David Montgomery (20851460),Cooper Kupp (20851772),Jarvis Landry (20851824),Mike Thomas (20852040),David Njoku (20852304),Devin Singletary (20851476),Colts (20852569),,RB,Zack Moss (20851532),Zack Moss,20851532,RB/FLEX,5000,NYJ@BUF 01/09/2022 04:25PM ET,BUF,8.57
3072178512,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Andy Dalton (20851371),Najee Harris (20851452),Sony Michel (20851480),Justin Jefferson (20851780),Darnell Mooney (20851808),Allen Robinson II (20851892),Hunter Henry (20852286),Rashaad Penny (20851464),Steelers (20852578),,QB,Tim Boyle (20851389),Tim Boyle,20851389,QB,4900,GB@DET 01/09/2022 01:00PM ET,DET,7.61
3072178513,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ben Roethlisberger (20851368),Sony Michel (20851480),David Montgomery (20851460),Marquise Brown (20851810),Diontae Johnson (20851784),Ray-Ray McCloud III (20851908),Hunter Henry (20852286),Rashaad Penny (20851464),Buccaneers (20852568),,QB,Mike Glennon (20851387),Mike Glennon,20851387,QB,4900,WAS@NYG 01/09/2022 01:00PM ET,NYG,7.32
3072178514,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Sam Darnold (20851383),Najee Harris (20851452),Sony Michel (20851480),Christian Kirk (20851804),Darnell Mooney (20851808),DJ Moore (20851814),Rob Gronkowski (20852272),Ameer Abdullah (20851552),WAS Football Team (20852576),,WR,DeVante Parker (20851848),DeVante Parker,20851848,WR/FLEX,4900,NE@MIA 01/09/2022 04:25PM ET,MIA,11.14
3072178515,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Najee Harris (20851452),Allen Robinson II (20851892),Deebo Samuel (20851776),Amon-Ra St. Brown (20851794),Tyler Higbee (20852288),Eli Mitchell (20851478),Jets (20852592),,QB,Logan Woodside (20851388),Logan Woodside,20851388,QB,4900,TEN@HOU 01/09/2022 01:00PM ET,TEN,-0.12
3072178516,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Sony Michel (20851480),David Montgomery (20851460),Danny Amendola (20852100),A.J. Brown (20851790),Nick Westbrook-Ikhine (20851886),Mark Andrews (20852268),Rashaad Penny (20851464),WAS Football Team (20852576),,RB,Benny Snell Jr. (20851536),Benny Snell Jr.,20851536,RB/FLEX,4900,PIT@BAL 01/09/2022 01:00PM ET,PIT,0.68
3072178517,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),Devin Singletary (20851476),Mike Evans (20851788),Ray-Ray McCloud III (20851908),Darnell Mooney (20851808),Rob Gronkowski (20852272),Chuba Hubbard (20851516),Jaguars (20852593),,WR,Rashod Bateman (20851846),Rashod Bateman,20851846,WR/FLEX,4900,PIT@BAL 01/09/2022 01:00PM ET,BAL,9.3
3072178518,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tua Tagovailoa (20851373),D'Onta Foreman (20851490),Devin Singletary (20851476),Kendrick Bourne (20851842),Justin Jefferson (20851780),Jaylen Waddle (20851798),Mike Gesicki (20852280),Sony Michel (20851480),Seahawks (20852588),,RB,Ty Johnson (20851538),Ty Johnson,20851538,RB/FLEX,4900,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,7.87
3072178519,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Carson Wentz (20851360),D'Onta Foreman (20851490),Najee Harris (20851452),Marvin Jones Jr. (20851878),Michael Pittman Jr. (20851806),Deebo Samuel (20851776),Jack Doyle (20852336),Devin Singletary (20851476),Patriots (20852571),,WR,Gabriel Davis (20851850),Gabriel Davis,20851850,WR/FLEX,4900,NYJ@BUF 01/09/2022 04:25PM ET,BUF,8.13
3072178520,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Dalvin Cook (20851448),Sony Michel (20851480),DK Metcalf (20851792),DJ Moore (20851814),Antoine Wesley (20851890),Hunter Henry (20852286),Rashaad Penny (20851464),Browns (20852587),,WR,Braxton Berrios (20851852),Braxton Berrios,20851852,WR/FLEX,4900,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,7.63
3072178521,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),D'Onta Foreman (20851490),Sony Michel (20851480),Chase Claypool (20851836),Tyler Lockett (20851796),Antoine Wesley (20851890),Rob Gronkowski (20852272),Rashaad Penny (20851464),Patriots (20852571),,RB,Alex Collins (20851534),Alex Collins,20851534,RB/FLEX,4900,SEA@ARI 01/09/2022 04:25PM ET,SEA,6.62
3072178522,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Carson Wentz (20851360),Dalvin Cook (20851448),D'Onta Foreman (20851490),T.Y. Hilton (20851856),Marvin Jones Jr. (20851878),Michael Pittman Jr. (20851806),Rob Gronkowski (20852272),Sony Michel (20851480),Packers (20852572),,RB,Jamaal Williams (20851542),Jamaal Williams,20851542,RB/FLEX,4800,GB@DET 01/09/2022 01:00PM ET,DET,9.47
3072178523,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kirk Cousins (20851358),Dalvin Cook (20851448),Devin Singletary (20851476),Justin Jefferson (20851780),Josh Reynolds (20851880),Allen Robinson II (20851892),Hunter Henry (20852286),Sony Michel (20851480),Saints (20852573),,RB,Marlon Mack (20851540),Marlon Mack,20851540,RB/FLEX,4800,IND@JAX 01/09/2022 01:00PM ET,IND,2.15
3072178524,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Devin Singletary (20851476),Christian Kirk (20851804),Cooper Kupp (20851772),DJ Moore (20851814),Cameron Brate (20852310),Ameer Abdullah (20851552),Giants (20852583),,QB,Jake Fromm (20851390),Jake Fromm,20851390,QB,4800,WAS@NYG 01/09/2022 01:00PM ET,NYG,2.24
3072178525,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Ray-Ray McCloud III (20851908),Amon-Ra St. Brown (20851794),George Kittle (20852270),Eli Mitchell (20851478),Browns (20852587),,QB,Kyle Allen (20851394),Kyle Allen,20851394,QB,4800,WAS@NYG 01/09/2022 01:00PM ET,WAS,4.45
3072178526,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),D'Onta Foreman (20851490),Dare Ogunbowale (20851510),A.J. Green (20851826),DK Metcalf (20851792),Antoine Wesley (20851890),Rob Gronkowski (20852272),Sony Michel (20851480),Steelers (20852578),,QB,Jacoby Brissett (20851392),Jacoby Brissett,20851392,QB,4800,NE@MIA 01/09/2022 04:25PM ET,MIA,7.21
3072178669,AutoZone Get In The Zone Football Challenge,121881625,$0,Matthew Stafford (20851355),Najee Harris (20851452),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Deebo Samuel (20851776),Cole Kmet (20852296),James Conner (20851468),Bengals (20852579),,RB,Myles Gaskin (20851544),Myles Gaskin,20851544,RB/FLEX,4800,NE@MIA 01/09/2022 04:25PM ET,MIA,10.66
3072178670,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Van Jefferson (20851834),Allen Robinson II (20851892),Deebo Samuel (20851776),George Kittle (20852270),James Conner (20851468),Bills (20852570),,QB,Feleipe Franks (20851391),Feleipe Franks,20851391,QB,4800,NO@ATL 01/09/2022 04:25PM ET,ATL,-0.04
3072178671,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Van Jefferson (20851834),Cooper Kupp (20851772),Hunter Henry (20852286),James Conner (20851468),Texans (20852586),,WR,Cole Beasley (20851854),Cole Beasley,20851854,WR/FLEX,4800,NYJ@BUF 01/09/2022 04:25PM ET,BUF,10.35
3072178672,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Najee Harris (20851452),Patrick Taylor (20851748),Christian Kirk (20851804),Tyler Lockett (20851796),DK Metcalf (20851792),Cole Kmet (20852296),Sony Michel (20851480),Colts (20852569),,QB,Case Keenum (20851395),Case Keenum,20851395,QB,4800,CIN@CLE 01/09/2022 01:00PM ET,CLE,2.69
3072178673,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Sony Michel (20851480),Patrick Taylor (20851748),Mike Evans (20851788),DJ Moore (20851814),Allen Robinson II (20851892),Rob Gronkowski (20852272),James Conner (20851468),Bengals (20852579),,RB,D'Ernest Johnson (20851546),D'Ernest Johnson,20851546,RB/FLEX,4800,CIN@CLE 01/09/2022 01:00PM ET,CLE,5.42
3072178674,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),David Montgomery (20851460),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Hunter Henry (20852286),James Conner (20851468),Packers (20852572),,QB,Bryce Perkins (20851393),Bryce Perkins,20851393,QB,4800,SF@LAR 01/09/2022 04:25PM ET,LAR,0
3072178675,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Najee Harris (20851452),Patrick Taylor (20851748),Robby Anderson (20851870),Justin Jefferson (20851780),DJ Moore (20851814),Rob Gronkowski (20852272),James Conner (20851468),WAS Football Team (20852576),,QB,Sam Ehlinger (20851398),Sam Ehlinger,20851398,QB,4700,IND@JAX 01/09/2022 01:00PM ET,IND,0.3
3072178676,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),David Montgomery (20851460),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Equanimeous St. Brown (20852244),George Kittle (20852270),Devin Singletary (20851476),Patriots (20852571),,WR,T.Y. Hilton (20851856),T.Y. Hilton,20851856,WR/FLEX,4700,IND@JAX 01/09/2022 01:00PM ET,IND,7.58
3072178677,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Cooper Kupp (20851772),Ray-Ray McCloud III (20851908),George Kittle (20852270),James Conner (20851468),Cardinals (20852584),,RB,Kene Nwangwu (20851550),Kene Nwangwu,20851550,RB/FLEX,4700,CHI@MIN 01/09/2022 01:00PM ET,MIN,2.26
3072178678,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),Sony Michel (20851480),Patrick Taylor (20851748),Justin Jefferson (20851780),Darnell Mooney (20851808),K.J. Osborn (20851822),Hunter Henry (20852286),James Conner (20851468),Buccaneers (20852568),,QB,Blaine Gabbert (20851397),Blaine Gabbert,20851397,QB,4700,CAR@TB 01/09/2022 04:25PM ET,TB,0.42
3072178679,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Najee Harris (20851452),Brandon Aiyuk (20851816),Van Jefferson (20851834),Deebo Samuel (20851776),Zach Ertz (20852278),Patrick Taylor (20851748),WAS Football Team (20852576),,QB,Cam Newton (20851399),Cam Newton,20851399,QB,4700,CAR@TB 01/09/2022 04:25PM ET,CAR,13.19
3072178680,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Sony Michel (20851480),Patrick Taylor (20851748),A.J. Brown (20851790),Brandin Cooks (20851800),Diontae Johnson (20851784),Anthony Firkser (20852308),James Conner (20851468),Patriots (20852571),,RB,Ameer Abdullah (20851552),Ameer Abdullah,20851552,RB/FLEX,4700,CAR@TB 01/09/2022 04:25PM ET,CAR,4.52
3072178681,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),James Conner (20851468),Najee Harris (20851452),Brandon Aiyuk (20851816),Deebo Samuel (20851776),Equanimeous St. Brown (20852244),Tyler Higbee (20852288),Devin Singletary (20851476),Colts (20852569),,QB,Tyrod Taylor (20851396),Tyrod Taylor,20851396,QB,4700,TEN@HOU 01/09/2022 01:00PM ET,HOU,14.46
3072178682,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),James Conner (20851468),Patrick Taylor (20851748),Marvin Jones Jr. (20851878),Cooper Kupp (20851772),Deebo Samuel (20851776),Cole Kmet (20852296),Eli Mitchell (20851478),Jets (20852592),,WR,Elijah Moore (20851858),Elijah Moore,20851858,WR/FLEX,4700,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,12.84
3072178683,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),David Montgomery (20851460),Patrick Taylor (20851748),Van Jefferson (20851834),Tyler Lockett (20851796),DK Metcalf (20851792),Zach Ertz (20852278),Devin Singletary (20851476),Ravens (20852575),,RB,Cam Akers (20851548),Cam Akers,20851548,RB/FLEX,4700,SF@LAR 01/09/2022 04:25PM ET,LAR,0
3072178684,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Justin Jefferson (20851780),Tyler Higbee (20852288),James Conner (20851468),Colts (20852569),,QB,Geno Smith (20851400),Geno Smith,20851400,QB,4700,SEA@ARI 01/09/2022 04:25PM ET,SEA,14.07
3072178685,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),Najee Harris (20851452),Patrick Taylor (20851748),Brandin Cooks (20851800),Justin Jefferson (20851780),Allen Robinson II (20851892),Tyler Conklin (20852284),James Conner (20851468),Colts (20852569),,WR,Allen Lazard (20851862),Allen Lazard,20851862,WR/FLEX,4600,GB@DET 01/09/2022 01:00PM ET,GB,8.43
3072178686,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Patrick Taylor (20851748),Van Jefferson (20851834),Christian Kirk (20851804),Deebo Samuel (20851776),Tyler Higbee (20852288),Devin Singletary (20851476),Buccaneers (20852568),,QB,C.J. Beathard (20851402),C.J. Beathard,20851402,QB,4600,IND@JAX 01/09/2022 01:00PM ET,JAX,0.76
3072178687,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),A.J. Brown (20851790),Deebo Samuel (20851776),Cole Kmet (20852296),Sony Michel (20851480),Buccaneers (20852568),,RB,Nathan Cottrell (20851554),Nathan Cottrell,20851554,RB/FLEX,4600,IND@JAX 01/09/2022 01:00PM ET,JAX,0.1
3072178688,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),Sony Michel (20851480),Patrick Taylor (20851748),Chase Claypool (20851836),Diontae Johnson (20851784),Allen Robinson II (20851892),Mark Andrews (20852268),James Conner (20851468),Buccaneers (20852568),,QB,Trevor Siemian (20851401),Trevor Siemian,20851401,QB,4600,NO@ATL 01/09/2022 04:25PM ET,NO,16.68
