Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Broncos (15356402) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Parris Campbell (15355930) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Thielen (15355836) (LOCKED),Tyler Eifert (15356248) (LOCKED),Derrick Henry (15355598) (LOCKED),Panthers (15356407) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Sammy Watkins (15355910),Mike Williams (15355946),Hunter Henry (15356190),Aaron Jones (15355604) (LOCKED),Rams (15356398) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Diontae Johnson (15355932) (LOCKED),Tyler Higbee (15356194) (LOCKED),Aaron Jones (15355604) (LOCKED),Bears (15356389) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222899585,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Derrick Henry (15355598) (LOCKED),Nyheim Hines (15355628) (LOCKED),DeSean Jackson (15355896) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Robert Woods (15355852) (LOCKED),Dallas Goedert (15356192) (LOCKED),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,WR,Robby Anderson (15355892) (LOCKED),Robby Anderson,15355892,WR/FLEX,5200,In Progress,CAR,28.4
2222899586,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Austin Ekeler (15355608),Derrick Henry (15355598) (LOCKED),Michael Gallup (15355882) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Calvin Ridley (15355840) (LOCKED),Chris Herndon (15356226) (LOCKED),David Johnson (15355618),Broncos (15356402) (LOCKED),,RB,Melvin Gordon III (15355634) (LOCKED),Melvin Gordon III,15355634,RB/FLEX,5200,In Progress,DEN,16.6
2222899587,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Kenyan Drake (15355616),Derrick Henry (15355598) (LOCKED),Davante Adams (15355828) (LOCKED),Braxton Berrios (15356168) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),T.J. Hockenson (15356188) (LOCKED),David Johnson (15355618),Panthers (15356407) (LOCKED),,QB,Ryan Fitzpatrick (15355547) (LOCKED),Ryan Fitzpatrick,15355547,QB,5200,In Progress,MIA,8.44
2222899588,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Michael Gallup (15355882) (LOCKED),DeSean Jackson (15355896) (LOCKED),Greg Ward (15355950) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Titans (15356391) (LOCKED),,QB,Tua Tagovailoa (15355548) (LOCKED),Tua Tagovailoa,15355548,QB,5200,In Progress,MIA,0
2222899589,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Devin Singletary (15355630) (LOCKED),Diontae Johnson (15355932) (LOCKED),Julio Jones (15355834) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Dalton Schultz (15356216) (LOCKED),Austin Ekeler (15355608),Packers (15356393) (LOCKED),,RB,Devin Singletary (15355630) (LOCKED),Devin Singletary,15355630,RB/FLEX,5200,In Progress,BUF,10.3
2222899590,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Diontae Johnson (15355932) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Miles Sanders (15355614) (LOCKED),Buccaneers (15356397) (LOCKED),,QB,Sam Darnold (15355550) (LOCKED),Sam Darnold,15355550,QB,5100,In Progress,NYJ,12.2
2222899591,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Diontae Johnson (15355932) (LOCKED),Cooper Kupp (15355842) (LOCKED),Jalen Reagor (15355956) (LOCKED),Zach Ertz (15356184) (LOCKED),Kenyan Drake (15355616),Panthers (15356407) (LOCKED),,WR,DeSean Jackson (15355896) (LOCKED),DeSean Jackson,15355896,WR/FLEX,5100,In Progress,PHI,6.6
2222899592,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Laviska Shenault Jr. (15355948) (LOCKED),Adam Thielen (15355836) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),49ers (15356386) (LOCKED),,RB,Phillip Lindsay (15355638) (LOCKED),Phillip Lindsay,15355638,RB/FLEX,5100,In Progress,DEN,4.5
2222899593,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Mitchell Trubisky (15355544) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Diontae Johnson (15355932) (LOCKED),Allen Robinson II (15355850) (LOCKED),Golden Tate (15355904) (LOCKED),Jimmy Graham (15356212) (LOCKED),Kenyan Drake (15355616),49ers (15356386) (LOCKED),,QB,Dwayne Haskins Jr. (15355549),Dwayne Haskins Jr.,15355549,QB,5100,WAS@ARI 09/20/2020 04:05PM ET,WAS,12.82
2222899594,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Allen Robinson II (15355850) (LOCKED),Robert Woods (15355852) (LOCKED),Dallas Goedert (15356192) (LOCKED),Kenyan Drake (15355616),Colts (15356403) (LOCKED),,QB,Justin Herbert (15355551),Justin Herbert,15355551,QB,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,0
2222899595,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Allen Lazard (15355890) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),T.J. Hockenson (15356188) (LOCKED),Miles Sanders (15355614) (LOCKED),Titans (15356391) (LOCKED),,TE,Hunter Henry (15356190),Hunter Henry,15356190,TE/FLEX,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,12.3
2222899596,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Kenyan Drake (15355616),Derrick Henry (15355598) (LOCKED),Amari Cooper (15355854) (LOCKED),Diontae Johnson (15355932) (LOCKED),Greg Ward (15355950) (LOCKED),Tyler Higbee (15356194) (LOCKED),Cooper Kupp (15355842) (LOCKED),49ers (15356386) (LOCKED),,RB,J.K. Dobbins (15355640),J.K. Dobbins,15355640,RB/FLEX,5100,BAL@HOU 09/20/2020 04:25PM ET,BAL,14.2
2222899597,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Davante Adams (15355828) (LOCKED),Diontae Johnson (15355932) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Chris Herndon (15356226) (LOCKED),Jamaal Williams (15355690) (LOCKED),WAS Football Team (15356395),,QB,Chase Daniel (15355554) (LOCKED),Chase Daniel,15355554,QB,5000,In Progress,DET,0
2222899598,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Malcolm Brown (15355622) (LOCKED),Derrick Henry (15355598) (LOCKED),Amari Cooper (15355854) (LOCKED),DeSean Jackson (15355896) (LOCKED),Robert Woods (15355852) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Titans (15356391) (LOCKED),,WR,Deebo Samuel (15355898) (LOCKED),Deebo Samuel,15355898,WR/FLEX,5000,In Progress,SF,0
2222899599,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Robby Anderson (15355892) (LOCKED),Parris Campbell (15355930) (LOCKED),Mike Evans (15355848) (LOCKED),Rob Gronkowski (15356206) (LOCKED),Kenyan Drake (15355616),Chiefs (15356392),,QB,Nick Foles (15355553) (LOCKED),Nick Foles,15355553,QB,5000,In Progress,CHI,0
2222899600,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Diontae Johnson (15355932) (LOCKED),Robert Woods (15355852) (LOCKED),Zach Ertz (15356184) (LOCKED),Ronald Jones II (15355636) (LOCKED),Vikings (15356394) (LOCKED),,WR,Darius Slayton (15355900) (LOCKED),Darius Slayton,15355900,WR/FLEX,5000,In Progress,NYG,31.2
2222899601,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Derrick Henry (15355598) (LOCKED),Ronald Jones II (15355636) (LOCKED),Michael Gallup (15355882) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Adam Thielen (15355836) (LOCKED),Mo Alie-Cox (15356244) (LOCKED),Kenyan Drake (15355616),Ravens (15356390),,RB,Boston Scott (15355644) (LOCKED),Boston Scott,15355644,RB/FLEX,5000,In Progress,PHI,7.4
2222899602,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Miles Boykin (15355952),Parris Campbell (15355930) (LOCKED),Randall Cobb (15355936),Mark Andrews (15356182),Kenyan Drake (15355616),Eagles (15356400) (LOCKED),,TE,Dallas Goedert (15356192) (LOCKED),Dallas Goedert,15356192,TE/FLEX,5000,In Progress,PHI,27.1
2222899603,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Tyreek Hill (15355832),Mike Williams (15355946),Hunter Henry (15356190),Miles Sanders (15355614) (LOCKED),Packers (15356393) (LOCKED),,QB,Andy Dalton (15355552) (LOCKED),Andy Dalton,15355552,QB,5000,In Progress,DAL,0
2222899604,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Nyheim Hines (15355628) (LOCKED),Michael Gallup (15355882) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Robert Woods (15355852) (LOCKED),Hayden Hurst (15356196) (LOCKED),Melvin Gordon III (15355634) (LOCKED),Titans (15356391) (LOCKED),,QB,Jacoby Brissett (15355555) (LOCKED),Jacoby Brissett,15355555,QB,5000,In Progress,IND,0
2222899605,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Davante Adams (15355828) (LOCKED),Quintez Cephus (15355974) (LOCKED),Diontae Johnson (15355932) (LOCKED),T.J. Hockenson (15356188) (LOCKED),Nyheim Hines (15355628) (LOCKED),Rams (15356398) (LOCKED),,RB,Marlon Mack (15355642) (LOCKED),Marlon Mack,15355642,RB/FLEX,5000,In Progress,IND,8.6
2222899606,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Braxton Berrios (15356168) (LOCKED),Amari Cooper (15355854) (LOCKED),Julio Jones (15355834) (LOCKED),Dalton Schultz (15356216) (LOCKED),Ronald Jones II (15355636) (LOCKED),Colts (15356403) (LOCKED),,RB,D'Andre Swift (15355646) (LOCKED),D'Andre Swift,15355646,RB/FLEX,4900,In Progress,DET,11.3
2222899607,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Cooper Kupp (15355842) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Jalen Reagor (15355956) (LOCKED),Tyler Higbee (15356194) (LOCKED),Ronald Jones II (15355636) (LOCKED),Steelers (15356388) (LOCKED),,WR,Kendrick Bourne (15355906) (LOCKED),Kendrick Bourne,15355906,WR/FLEX,4900,In Progress,SF,5.4
2222899608,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Keenan Allen (15355878),Diontae Johnson (15355932) (LOCKED),Mike Williams (15355946),Travis Kelce (15356178),David Johnson (15355618),Titans (15356391) (LOCKED),,WR,Golden Tate (15355904) (LOCKED),Golden Tate,15355904,WR/FLEX,4900,In Progress,NYG,0
2222899609,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Russell Gage (15355912) (LOCKED),Michael Gallup (15355882) (LOCKED),Diontae Johnson (15355932) (LOCKED),Dalton Schultz (15356216) (LOCKED),Miles Sanders (15355614) (LOCKED),Titans (15356391) (LOCKED),,QB,Jalen Hurts (15355559) (LOCKED),Jalen Hurts,15355559,QB,4900,In Progress,PHI,0
2222899610,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Miles Sanders (15355614) (LOCKED),Amari Cooper (15355854) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Mike Williams (15355946),Hayden Hurst (15356196) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,QB,Mason Rudolph (15355558) (LOCKED),Mason Rudolph,15355558,QB,4900,In Progress,PIT,0
2222899611,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Kenyan Drake (15355616),Nyheim Hines (15355628) (LOCKED),Davante Adams (15355828) (LOCKED),Diontae Johnson (15355932) (LOCKED),Allen Lazard (15355890) (LOCKED),T.J. Hockenson (15356188) (LOCKED),David Johnson (15355618),Cardinals (15356396),,WR,Jerry Jeudy (15355908) (LOCKED),Jerry Jeudy,15355908,WR/FLEX,4900,In Progress,DEN,9.6
2222899612,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Kenyan Drake (15355616),Todd Gurley II (15355612) (LOCKED),Marquise Brown (15355862),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Mark Andrews (15356182),David Johnson (15355618),Cardinals (15356396),,RB,Tony Pollard (15355648) (LOCKED),Tony Pollard,15355648,RB/FLEX,4900,In Progress,DAL,5.2
2222899613,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536) (LOCKED),Kenyan Drake (15355616),Todd Gurley II (15355612) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Diontae Johnson (15355932) (LOCKED),Adam Thielen (15355836) (LOCKED),Kyle Rudolph (15356222) (LOCKED),Clyde Edwards-Helaire (15355602),Steelers (15356388) (LOCKED),,QB,Alex Smith (15355556),Alex Smith,15355556,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
2222899614,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Aaron Jones (15355604) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Michael Gallup (15355882) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Julio Jones (15355834) (LOCKED),Irv Smith Jr. (15356252) (LOCKED),Kenyan Drake (15355616),Steelers (15356388) (LOCKED),,QB,Brett Hundley (15355557),Brett Hundley,15355557,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
2222899615,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Kenyan Drake (15355616),Todd Gurley II (15355612) (LOCKED),Davante Adams (15355828) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Kalif Raymond (15356136) (LOCKED),Jonnu Smith (15356204) (LOCKED),Clyde Edwards-Helaire (15355602),Chiefs (15356392),,WR,Brandin Cooks (15355902),Brandin Cooks,15355902,WR/FLEX,4900,BAL@HOU 09/20/2020 04:25PM ET,HOU,4
2222899616,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Todd Gurley II (15355612) (LOCKED),Jonathan Taylor (15355620) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Adam Thielen (15355836) (LOCKED),Robert Woods (15355852) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,WR,Danny Amendola (15355914) (LOCKED),Danny Amendola,15355914,WR/FLEX,4800,In Progress,DET,13.1
2222899617,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Todd Gurley II (15355612) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Diontae Johnson (15355932) (LOCKED),Sammy Watkins (15355910),Mike Williams (15355946),Travis Kelce (15356178),Kenyan Drake (15355616),49ers (15356386) (LOCKED),,RB,Tarik Cohen (15355650) (LOCKED),Tarik Cohen,15355650,RB/FLEX,4800,In Progress,CHI,6.7
2222899618,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matt Ryan (15355529) (LOCKED),Nyheim Hines (15355628) (LOCKED),Aaron Jones (15355604) (LOCKED),Diontae Johnson (15355932) (LOCKED),Julio Jones (15355834) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Hayden Hurst (15356196) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,QB,Blaine Gabbert (15355561) (LOCKED),Blaine Gabbert,15355561,QB,4800,In Progress,TB,0
2222899619,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Dalvin Cook (15355600) (LOCKED),Chris Thompson (15355774) (LOCKED),Davante Adams (15355828) (LOCKED),Corey Davis (15355960) (LOCKED),Julio Jones (15355834) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Buccaneers (15356397) (LOCKED),,RB,Leonard Fournette (15355654) (LOCKED),Leonard Fournette,15355654,RB/FLEX,4800,In Progress,TB,2.9
2222899620,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Saquon Barkley (15355594) (LOCKED),Aaron Jones (15355604) (LOCKED),Keelan Cole (15355942) (LOCKED),Julio Jones (15355834) (LOCKED),Kalif Raymond (15356136) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Steelers (15356388) (LOCKED),,QB,Matt Schaub (15355560) (LOCKED),Matt Schaub,15355560,QB,4800,In Progress,ATL,0
2222899621,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Aaron Jones (15355604) (LOCKED),Christian McCaffrey (15355592) (LOCKED),Corey Davis (15355960) (LOCKED),Julio Jones (15355834) (LOCKED),Kalif Raymond (15356136) (LOCKED),Tyler Eifert (15356248) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Bills (15356387) (LOCKED),,WR,Russell Gage (15355912) (LOCKED),Russell Gage,15355912,WR/FLEX,4800,In Progress,ATL,23.4
2222899622,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Kenyan Drake (15355616),Austin Ekeler (15355608),Amari Cooper (15355854) (LOCKED),Diontae Johnson (15355932) (LOCKED),Calvin Ridley (15355840) (LOCKED),Dalton Schultz (15356216) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,RB,Zack Moss (15355652) (LOCKED),Zack Moss,15355652,RB/FLEX,4800,In Progress,BUF,11.7
2222899623,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Mike Evans (15355848) (LOCKED),Diontae Johnson (15355932) (LOCKED),DJ Moore (15355856) (LOCKED),O.J. Howard (15356210) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Titans (15356391) (LOCKED),,WR,Preston Williams (15355916) (LOCKED),Preston Williams,15355916,WR/FLEX,4800,In Progress,MIA,6.1
2222899624,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536) (LOCKED),Kenyan Drake (15355616),Todd Gurley II (15355612) (LOCKED),Davante Adams (15355828) (LOCKED),Parris Campbell (15355930) (LOCKED),Adam Thielen (15355836) (LOCKED),Irv Smith Jr. (15356252) (LOCKED),David Johnson (15355618),Titans (15356391) (LOCKED),,WR,Sammy Watkins (15355910),Sammy Watkins,15355910,WR/FLEX,4800,KC@LAC 09/20/2020 04:25PM ET,KC,21.5
2222899625,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Kenyan Drake (15355616),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),Julio Jones (15355834) (LOCKED),Mike Williams (15355946),Hunter Henry (15356190),Clyde Edwards-Helaire (15355602),Ravens (15356390),,RB,Adrian Peterson (15355658) (LOCKED),Adrian Peterson,15355658,RB/FLEX,4700,In Progress,DET,14.4
2222899626,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Aaron Jones (15355604) (LOCKED),Ronald Jones II (15355636) (LOCKED),Amari Cooper (15355854) (LOCKED),Michael Gallup (15355882) (LOCKED),Calvin Ridley (15355840) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),Steelers (15356388) (LOCKED),,TE,Tyler Higbee (15356194) (LOCKED),Tyler Higbee,15356194,TE/FLEX,4700,In Progress,LAR,7
2222899627,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Kenyan Drake (15355616),Todd Gurley II (15355612) (LOCKED),Parris Campbell (15355930) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Zach Ertz (15356184) (LOCKED),Clyde Edwards-Helaire (15355602),49ers (15356386) (LOCKED),,QB,Will Grier (15355563) (LOCKED),Will Grier,15355563,QB,4700,In Progress,CAR,0
2222899628,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Adam Thielen (15355836) (LOCKED),Chris Herndon (15356226) (LOCKED),Dalvin Cook (15355600) (LOCKED),Cardinals (15356396),,WR,Curtis Samuel (15355922) (LOCKED),Curtis Samuel,15355922,WR/FLEX,4700,In Progress,CAR,9.3
2222899629,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),DeSean Jackson (15355896) (LOCKED),Cooper Kupp (15355842) (LOCKED),Zach Ertz (15356184) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Bears (15356389) (LOCKED),,WR,CeeDee Lamb (15355924) (LOCKED),CeeDee Lamb,15355924,WR/FLEX,4700,In Progress,DAL,10.9
