Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1786163954,Straight Cash Free Contest Series presented by Straight Talk Wireless,82492998,$0,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,1. Column A lists all of your contest entries for this draftgroup
1786163955,AutoNation Free Football Challenge,82493011,$0,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,2. Your current lineup is listed next to each entry (blank for reservations)
1786092077,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1786092078,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1786092079,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,5. For faster processing only include entries you are changing in the file you upload
1786092080,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,
1786092081,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1786092189,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Darius Slayton (13932492),Darius Slayton,13932492,WR/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,NYG,14.17
1786092190,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Allen Hurns (13932494),Allen Hurns,13932494,WR/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,MIA,6.38
1786092191,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Marcus Mariota (13932156),Marcus Mariota,13932156,QB,4700,HOU@TEN 12/15/2019 01:00PM ET,TEN,14.84
1786092192,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Mike Glennon (13932157),Mike Glennon,13932157,QB,4700,JAX@OAK 12/15/2019 04:05PM ET,OAK,2.62
1786092193,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,DeAndre Washington (13932242),DeAndre Washington,13932242,RB/FLEX,4700,JAX@OAK 12/15/2019 04:05PM ET,OAK,5.99
1786092194,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Ronald Jones II (13932248),Ronald Jones II,13932248,RB/FLEX,4600,TB@DET 12/15/2019 01:00PM ET,TB,9.99
1786092195,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Dwayne Haskins Jr. (13932160),Dwayne Haskins Jr.,13932160,QB,4600,PHI@WAS 12/15/2019 01:00PM ET,WAS,7.48
1786092196,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Derrius Guice (13932250),Derrius Guice,13932250,RB/FLEX,4600,PHI@WAS 12/15/2019 01:00PM ET,WAS,12.08
1786092197,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Dede Westbrook (13932498),Dede Westbrook,13932498,WR/FLEX,4600,JAX@OAK 12/15/2019 04:05PM ET,JAX,10.91
1786092198,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Nick Mullens (13932159),Nick Mullens,13932159,QB,4600,ATL@SF 12/15/2019 04:25PM ET,SF,-0.3
1786092199,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Mike Williams (13932496),Mike Williams,13932496,WR/FLEX,4600,MIN@LAC 12/15/2019 04:05PM ET,LAC,11.36
1786092200,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Jarrett Stidham (13932162),Jarrett Stidham,13932162,QB,4500,NE@CIN 12/15/2019 01:00PM ET,NE,-0.21
1786092201,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Breshad Perriman (13932502),Breshad Perriman,13932502,WR/FLEX,4500,TB@DET 12/15/2019 01:00PM ET,TB,5.63
1786092202,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Brandon Allen (13932161),Brandon Allen,13932161,QB,4500,DEN@KC 12/15/2019 01:00PM ET,DEN,11.5
1786092203,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Patrick Laird (13932258),Patrick Laird,13932258,RB/FLEX,4500,MIA@NYG 12/15/2019 01:00PM ET,MIA,3.92
1786092204,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Carlos Hyde (13932252),Carlos Hyde,13932252,RB/FLEX,4500,HOU@TEN 12/15/2019 01:00PM ET,HOU,10.22
1786092205,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,David Johnson (13932256),David Johnson,13932256,RB/FLEX,4500,CLE@ARI 12/15/2019 04:05PM ET,ARI,12.74
1786092206,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Brandin Cooks (13932500),Brandin Cooks,13932500,WR/FLEX,4500,LAR@DAL 12/15/2019 04:25PM ET,LAR,8.27
1786092207,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Alexander Mattison (13932254),Alexander Mattison,13932254,RB/FLEX,4500,MIN@LAC 12/15/2019 04:05PM ET,MIN,5.34
1786092208,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Curtis Samuel (13932504),Curtis Samuel,13932504,WR/FLEX,4400,SEA@CAR 12/15/2019 01:00PM ET,CAR,11.38
1786092209,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Peyton Barber (13932260),Peyton Barber,13932260,RB/FLEX,4400,TB@DET 12/15/2019 01:00PM ET,TB,8.13
1786092210,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Matt Moore (13932164),Matt Moore,13932164,QB,4400,DEN@KC 12/15/2019 01:00PM ET,KC,8.47
1786092211,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,LeSean McCoy (13932264),LeSean McCoy,13932264,RB/FLEX,4400,DEN@KC 12/15/2019 01:00PM ET,KC,9.92
1786092212,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Colt McCoy (13932166),Colt McCoy,13932166,QB,4400,PHI@WAS 12/15/2019 01:00PM ET,WAS,5.28
1786092213,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Adrian Peterson (13932262),Adrian Peterson,13932262,RB/FLEX,4400,PHI@WAS 12/15/2019 01:00PM ET,WAS,9.63
1786092214,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Brett Hundley (13932165),Brett Hundley,13932165,QB,4400,CLE@ARI 12/15/2019 04:05PM ET,ARI,0
1786092215,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Cooper Rush (13932163),Cooper Rush,13932163,QB,4400,LAR@DAL 12/15/2019 04:25PM ET,DAL,0
1786092216,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Randall Cobb (13932506),Randall Cobb,13932506,WR/FLEX,4400,LAR@DAL 12/15/2019 04:25PM ET,DAL,11.32
1786092217,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Will Grier (13932172),Will Grier,13932172,QB,4300,SEA@CAR 12/15/2019 01:00PM ET,CAR,0
1786092218,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Ryan Finley (13932168),Ryan Finley,13932168,QB,4300,NE@CIN 12/15/2019 01:00PM ET,CIN,9.89
1786092219,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Mohamed Sanu (13932508),Mohamed Sanu,13932508,WR/FLEX,4300,NE@CIN 12/15/2019 01:00PM ET,NE,9.08
1786092220,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Ryan Griffin (13932170),Ryan Griffin,13932170,QB,4300,TB@DET 12/15/2019 01:00PM ET,TB,0.72
1786092221,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,AJ McCarron (13932167),AJ McCarron,13932167,QB,4300,HOU@TEN 12/15/2019 01:00PM ET,HOU,0
1786092222,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Case Keenum (13932171),Case Keenum,13932171,QB,4300,PHI@WAS 12/15/2019 01:00PM ET,WAS,11.23
1786092223,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Dallas Goedert (13932736),Dallas Goedert,13932736,TE/FLEX,4300,PHI@WAS 12/15/2019 01:00PM ET,PHI,8.47
1786092224,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Larry Fitzgerald (13932510),Larry Fitzgerald,13932510,WR/FLEX,4300,CLE@ARI 12/15/2019 04:05PM ET,ARI,11.84
1786092225,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Tony Pollard (13932266),Tony Pollard,13932266,RB/FLEX,4300,LAR@DAL 12/15/2019 04:25PM ET,DAL,5.37
1786092226,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Sean Mannion (13932169),Sean Mannion,13932169,QB,4300,MIN@LAC 12/15/2019 04:05PM ET,MIN,-0.2
1786092227,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Geno Smith (13932175),Geno Smith,13932175,QB,4200,SEA@CAR 12/15/2019 01:00PM ET,SEA,0
1786092228,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Jamaal Williams (13932270),Jamaal Williams,13932270,RB/FLEX,4200,CHI@GB 12/15/2019 01:00PM ET,GB,11.48
1786092229,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Taylor Gabriel (13932512),Taylor Gabriel,13932512,WR/FLEX,4200,CHI@GB 12/15/2019 01:00PM ET,CHI,10.03
1786092230,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Garrett Gilbert (13932173),Garrett Gilbert,13932173,QB,4200,CLE@ARI 12/15/2019 04:05PM ET,CLE,-0.06
1786092231,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,David Njoku (13932738),David Njoku,13932738,TE/FLEX,4200,CLE@ARI 12/15/2019 04:05PM ET,CLE,5.03
1786092232,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Malcolm Brown (13932272),Malcolm Brown,13932272,RB/FLEX,4200,LAR@DAL 12/15/2019 04:25PM ET,LAR,4.46
1786092233,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Tyrod Taylor (13932174),Tyrod Taylor,13932174,QB,4200,MIN@LAC 12/15/2019 04:05PM ET,LAC,0.89
1786092234,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Danny Amendola (13932514),Danny Amendola,13932514,WR/FLEX,4100,TB@DET 12/15/2019 01:00PM ET,DET,9.66
1786092235,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Tim Boyle (13932177),Tim Boyle,13932177,QB,4100,CHI@GB 12/15/2019 01:00PM ET,GB,-0.03
1786092236,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Darwin Thompson (13932276),Darwin Thompson,13932276,RB/FLEX,4100,DEN@KC 12/15/2019 01:00PM ET,KC,2.61
1786092237,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Noah Fant (13932740),Noah Fant,13932740,TE/FLEX,4100,DEN@KC 12/15/2019 01:00PM ET,DEN,8.15
1786092238,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Duke Johnson (13932278),Duke Johnson,13932278,RB/FLEX,4100,HOU@TEN 12/15/2019 01:00PM ET,HOU,10.18
1786092239,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Kenny Stills (13932516),Kenny Stills,13932516,WR/FLEX,4100,HOU@TEN 12/15/2019 01:00PM ET,HOU,8.54
1786092240,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,DeShone Kizer (13932178),DeShone Kizer,13932178,QB,4100,JAX@OAK 12/15/2019 04:05PM ET,OAK,0
1786092241,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Blake Bortles (13932179),Blake Bortles,13932179,QB,4100,LAR@DAL 12/15/2019 04:25PM ET,LAR,-0.26
1786092242,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Matt Schaub (13932176),Matt Schaub,13932176,QB,4100,ATL@SF 12/15/2019 04:25PM ET,ATL,6.32
1786092243,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Matt Breida (13932274),Matt Breida,13932274,RB/FLEX,4100,ATL@SF 12/15/2019 04:25PM ET,SF,10.6
1786092244,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Jake Dolegala (13932180),Jake Dolegala,13932180,QB,4000,NE@CIN 12/15/2019 01:00PM ET,CIN,0
1786092245,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Cody Kessler (13932183),Cody Kessler,13932183,QB,4000,NE@CIN 12/15/2019 01:00PM ET,NE,0
