Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1679230073,JAMESON $20K NFL FREE Contest Series ,78775214,$0,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,1. Column A lists all of your contest entries for this draftgroup
1679230245,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,2. Your current lineup is listed next to each entry (blank for reservations)
1679230246,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1679230247,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1679230248,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,5. For faster processing only include entries you are changing in the file you upload
1679230249,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,
1679230250,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1679229849,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Devin Singletary (13605730),Devin Singletary,13605730,RB/FLEX,4400,PHI@BUF 10/27/2019 01:00PM ET,BUF,9.7
1679229850,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,David Montgomery (13605728),David Montgomery,13605728,RB/FLEX,4400,LAC@CHI 10/27/2019 01:00PM ET,CHI,8.93
1679229851,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Blake Bortles (13605637),Blake Bortles,13605637,QB,4400,CIN@LAR 10/27/2019 01:00PM ET,LAR,0
1679229852,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Taysom Hill (13605638),Taysom Hill,13605638,QB,4400,ARI@NO 10/27/2019 01:00PM ET,NO,4.17
1679229853,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Corey Davis (13605956),Corey Davis,13605956,WR/FLEX,4400,TB@TEN 10/27/2019 01:00PM ET,TEN,9.39
1679229854,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,David Blough (13605640),David Blough,13605640,QB,4300,NYG@DET 10/27/2019 01:00PM ET,DET,0
1679229855,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Jeff Driskel (13605641),Jeff Driskel,13605641,QB,4300,NYG@DET 10/27/2019 01:00PM ET,DET,0
1679229856,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,AJ McCarron (13605639),AJ McCarron,13605639,QB,4300,OAK@HOU 10/27/2019 04:25PM ET,HOU,0
1679229857,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,David Fales (13605643),David Fales,13605643,QB,4300,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,0
1679229858,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Gerald Everett (13606178),Gerald Everett,13606178,TE/FLEX,4300,CIN@LAR 10/27/2019 01:00PM ET,LAR,9.6
1679229859,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Ronald Jones II (13605736),Ronald Jones II,13605736,RB/FLEX,4300,TB@TEN 10/27/2019 01:00PM ET,TB,9.02
1679229860,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Zach Pascal (13605958),Zach Pascal,13605958,WR/FLEX,4300,DEN@IND 10/27/2019 01:00PM ET,IND,9.85
1679229861,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Jarrett Stidham (13605642),Jarrett Stidham,13605642,QB,4300,CLE@NE 10/27/2019 04:25PM ET,NE,-0.21
1679229862,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Dontrell Hilliard (13605732),Dontrell Hilliard,13605732,RB/FLEX,4300,CLE@NE 10/27/2019 04:25PM ET,CLE,5.18
1679229863,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Rex Burkhead (13605734),Rex Burkhead,13605734,RB/FLEX,4300,CLE@NE 10/27/2019 04:25PM ET,NE,10.72
1679229864,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,Patriots  (13606344),Patriots ,13606344,DST,4300,CLE@NE 10/27/2019 04:25PM ET,NE,21.29
1679229865,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Rashaad Penny (13605742),Rashaad Penny,13605742,RB/FLEX,4200,SEA@ATL 10/27/2019 01:00PM ET,SEA,5.55
1679229866,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Miles Sanders (13605740),Miles Sanders,13605740,RB/FLEX,4200,PHI@BUF 10/27/2019 01:00PM ET,PHI,9.43
1679229867,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Cole Beasley (13605964),Cole Beasley,13605964,WR/FLEX,4200,PHI@BUF 10/27/2019 01:00PM ET,BUF,11.05
1679229868,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Tyrod Taylor (13605646),Tyrod Taylor,13605646,QB,4200,LAC@CHI 10/27/2019 01:00PM ET,LAC,0.04
1679229869,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Mike Glennon (13605644),Mike Glennon,13605644,QB,4200,OAK@HOU 10/27/2019 04:25PM ET,OAK,5.44
1679229870,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Josh Dobbs (13605647),Josh Dobbs,13605647,QB,4200,NYJ@JAX 10/27/2019 01:00PM ET,JAX,0
1679229871,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Auden Tate (13605966),Auden Tate,13605966,WR/FLEX,4200,CIN@LAR 10/27/2019 01:00PM ET,CIN,9.93
1679229872,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Brett Hundley (13605645),Brett Hundley,13605645,QB,4200,ARI@NO 10/27/2019 01:00PM ET,ARI,0
1679229873,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Nyheim Hines (13605738),Nyheim Hines,13605738,RB/FLEX,4200,DEN@IND 10/27/2019 01:00PM ET,IND,5.93
1679229874,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Phillip Dorsett II (13605962),Phillip Dorsett II,13605962,WR/FLEX,4200,CLE@NE 10/27/2019 04:25PM ET,NE,11.4
1679229875,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Ito Smith (13605744),Ito Smith,13605744,RB/FLEX,4100,SEA@ATL 10/27/2019 01:00PM ET,ATL,5.19
1679229876,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Danny Amendola (13605972),Danny Amendola,13605972,WR/FLEX,4100,NYG@DET 10/27/2019 01:00PM ET,DET,11.44
1679229877,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Keke Coutee (13605968),Keke Coutee,13605968,WR/FLEX,4100,OAK@HOU 10/27/2019 04:25PM ET,HOU,5.97
1679229878,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Ryan Finley (13605648),Ryan Finley,13605648,QB,4100,CIN@LAR 10/27/2019 01:00PM ET,CIN,0
1679229879,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Giovani Bernard (13605746),Giovani Bernard,13605746,RB/FLEX,4100,CIN@LAR 10/27/2019 01:00PM ET,CIN,4.59
1679229880,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,A.J. Brown (13605970),A.J. Brown,13605970,WR/FLEX,4100,TB@TEN 10/27/2019 01:00PM ET,TEN,9.79
1679229881,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Nick Mullens (13605652),Nick Mullens,13605652,QB,4100,CAR@SF 10/27/2019 04:05PM ET,SF,0
1679229882,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Brandon Allen (13605650),Brandon Allen,13605650,QB,4100,DEN@IND 10/27/2019 01:00PM ET,DEN,0
1679229883,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Brian Hoyer (13605651),Brian Hoyer,13605651,QB,4100,DEN@IND 10/27/2019 01:00PM ET,IND,0
1679229884,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Garrett Gilbert (13605649),Garrett Gilbert,13605649,QB,4100,CLE@NE 10/27/2019 04:25PM ET,CLE,0
1679229885,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Jaron Brown (13605980),Jaron Brown,13605980,WR/FLEX,4000,SEA@ATL 10/27/2019 01:00PM ET,SEA,6.5
1679229886,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Nate Sudfeld (13605658),Nate Sudfeld,13605658,QB,4000,PHI@BUF 10/27/2019 01:00PM ET,PHI,0
1679229887,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Frank Gore (13605748),Frank Gore,13605748,RB/FLEX,4000,PHI@BUF 10/27/2019 01:00PM ET,BUF,10.93
1679229888,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Easton Stick (13605659),Easton Stick,13605659,QB,4000,LAC@CHI 10/27/2019 01:00PM ET,LAC,0
1679229889,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Mike Williams (13605976),Mike Williams,13605976,WR/FLEX,4000,LAC@CHI 10/27/2019 01:00PM ET,LAC,9.67
1679229890,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Alex Tanney (13605657),Alex Tanney,13605657,QB,4000,NYG@DET 10/27/2019 01:00PM ET,NYG,0
1679229891,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,DeShone Kizer (13605656),DeShone Kizer,13605656,QB,4000,OAK@HOU 10/27/2019 04:25PM ET,OAK,0
1679229892,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Jalen Richard (13605750),Jalen Richard,13605750,RB/FLEX,4000,OAK@HOU 10/27/2019 04:25PM ET,OAK,3.07
1679229893,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Ty Montgomery (13605754),Ty Montgomery,13605754,RB/FLEX,4000,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,2.2
1679229894,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Jake Dolegala (13605653),Jake Dolegala,13605653,QB,4000,CIN@LAR 10/27/2019 01:00PM ET,CIN,0
1679229895,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Darrell Henderson Jr. (13605752),Darrell Henderson Jr.,13605752,RB/FLEX,4000,CIN@LAR 10/27/2019 01:00PM ET,LAR,2.14
1679229896,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Jared Cook (13606180),Jared Cook,13606180,TE/FLEX,4000,ARI@NO 10/27/2019 01:00PM ET,NO,7.3
1679229897,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Ryan Griffin (13605661),Ryan Griffin,13605661,QB,4000,TB@TEN 10/27/2019 01:00PM ET,TB,0
1679229898,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Blaine Gabbert (13605662),Blaine Gabbert,13605662,QB,4000,TB@TEN 10/27/2019 01:00PM ET,TB,0
1679229899,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Peyton Barber (13605756),Peyton Barber,13605756,RB/FLEX,4000,TB@TEN 10/27/2019 01:00PM ET,TB,8.45
1679229900,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,C.J. Beathard (13605660),C.J. Beathard,13605660,QB,4000,CAR@SF 10/27/2019 04:05PM ET,SF,0
1679229901,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Will Grier (13605663),Will Grier,13605663,QB,4000,CAR@SF 10/27/2019 04:05PM ET,CAR,0
1679229902,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Jordan Scarlett (13605758),Jordan Scarlett,13605758,RB/FLEX,4000,CAR@SF 10/27/2019 04:05PM ET,CAR,0
1679229903,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Deebo Samuel (13605978),Deebo Samuel,13605978,WR/FLEX,4000,CAR@SF 10/27/2019 04:05PM ET,SF,7.92
1679229904,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Chad Kelly (13605654),Chad Kelly,13605654,QB,4000,DEN@IND 10/27/2019 01:00PM ET,IND,0
1679229905,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Andrew Luck (13605655),Andrew Luck,13605655,QB,4000,DEN@IND 10/27/2019 01:00PM ET,IND,0
1679229906,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Mohamed Sanu (13605974),Mohamed Sanu,13605974,WR/FLEX,4000,CLE@NE 10/27/2019 04:25PM ET,NE,10.09
1679229907,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,J.D. McKissic (13605760),J.D. McKissic,13605760,RB/FLEX,3900,NYG@DET 10/27/2019 01:00PM ET,DET,4.2
