Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380131920,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Kenyan Drake (15819866),Nyheim Hines (15819886),Keenan Allen (15820052),Stefon Diggs (15820056),Denzel Mims (15820174),Darren Waller (15820354),Zack Moss (15819880),Bengals (15820552),,QB,Case Keenum (15819796),Case Keenum,15819796,QB,4800,CLE@JAX 11/29/2020 01:00PM ET,CLE,1.84
2380131921,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Mike Davis (15819834),James Robinson (15819838),A.J. Brown (15820064),T.Y. Hilton (15820154),Denzel Mims (15820174),Travis Kelce (15820352),Derrick Henry (15819828),Jaguars (15820561),,WR,Russell Gage (15820126),Russell Gage,15820126,WR/FLEX,4800,LV@ATL 11/29/2020 01:00PM ET,ATL,9.45
2380131922,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Mike Davis (15819834),Derrick Henry (15819828),Nelson Agholor (15820116),Hunter Renfrow (15820152),Robert Woods (15820084),Travis Kelce (15820352),Brian Hill (15819990),Saints (15820541),,QB,Brandon Allen (15832549),Brandon Allen,15832549,QB,4800,NYG@CIN 11/29/2020 01:00PM ET,CIN,0
2380131923,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Josh Jacobs (15819830),James Robinson (15819838),Stefon Diggs (15820056),Denzel Mims (15820174),Mike Williams (15820110),Hunter Henry (15820358),Nyheim Hines (15819886),Saints (15820541),,RB,Zack Moss (15819880),Zack Moss,15819880,RB/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,BUF,8.89
2380131924,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Mike Davis (15819834),Nyheim Hines (15819886),Keenan Allen (15820052),Russell Gage (15820126),Denzel Mims (15820174),Darren Waller (15820354),Josh Jacobs (15819830),Browns (15820544),,WR,John Brown (15820112),John Brown,15820112,WR/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,BUF,9.95
2380131925,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Mike Davis (15819834),Wayne Gallman Jr. (15819876),Chris Godwin (15820078),Calvin Ridley (15820060),Henry Ruggs III (15820138),Travis Kelce (15820352),Brian Hill (15819990),Saints (15820541),,TE,Hunter Henry (15820358),Hunter Henry,15820358,TE/FLEX,4800,LAC@BUF 11/29/2020 01:00PM ET,LAC,10.25
2380131926,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),Hunter Renfrow (15820152),Olamide Zaccheaus (15820158),Darren Waller (15820354),Kenyan Drake (15819866),Saints (15820541),,QB,Brett Rypien (15819797),Brett Rypien,15819797,QB,4800,NO@DEN 11/29/2020 04:05PM ET,DEN,7.65
2380131927,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),Tyler Boyd (15820108),Sterling Shepard (15820104),Evan Engram (15820360),Nyheim Hines (15819886),Saints (15820541),,WR,Emmanuel Sanders (15820124),Emmanuel Sanders,15820124,WR/FLEX,4800,NO@DEN 11/29/2020 04:05PM ET,NO,12.16
2380131928,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Mike Davis (15819834),Nyheim Hines (15819886),Cooper Kupp (15820068),Deebo Samuel (15820094),Robert Woods (15820084),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Saints (15820541),,QB,Jarrett Stidham (15819799),Jarrett Stidham,15819799,QB,4700,ARI@NE 11/29/2020 01:00PM ET,NE,3.28
2380131929,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Mike Davis (15819834),Kenyan Drake (15819866),Julio Jones (15820066),Hunter Renfrow (15820152),Calvin Ridley (15820060),Travis Kelce (15820352),Frank Gore (15819898),Cardinals (15820546),,WR,Rashard Higgins (15820130),Rashard Higgins,15820130,WR/FLEX,4700,CLE@JAX 11/29/2020 01:00PM ET,CLE,8.86
2380131930,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Mike Davis (15819834),Nyheim Hines (15819886),Nelson Agholor (15820116),DeAndre Hopkins (15820050),Hunter Renfrow (15820152),Hayden Hurst (15820370),Alvin Kamara (15819826),Rams (15820542),,QB,Matt Schaub (15819798),Matt Schaub,15819798,QB,4700,LV@ATL 11/29/2020 01:00PM ET,ATL,0
2380131931,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Kenyan Drake (15819866),Nyheim Hines (15819886),Julio Jones (15820066),DJ Moore (15820072),Henry Ruggs III (15820138),Travis Kelce (15820352),Josh Jacobs (15819830),Browns (15820544),,WR,Tee Higgins (15820128),Tee Higgins,15820128,WR/FLEX,4700,NYG@CIN 11/29/2020 01:00PM ET,CIN,15.3
2380131932,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Mike Davis (15819834),Derrick Henry (15819828),Tee Higgins (15820128),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Devin Singletary (15819900),Saints (15820541),,RB,Jerick McKinnon (15819882),Jerick McKinnon,15819882,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,SF,10.9
2380131933,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Nick Chubb (15819832),Nyheim Hines (15819886),Chris Godwin (15820078),Tyreek Hill (15820054),Denzel Mims (15820174),Darren Waller (15820354),Mike Evans (15820074),Vikings (15820556),,RB,Malcolm Brown (15819884),Malcolm Brown,15819884,RB/FLEX,4700,SF@LAR 11/29/2020 04:05PM ET,LAR,9.42
2380131934,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Brian Hill (15819990),Nyheim Hines (15819886),Chris Godwin (15820078),Tyreek Hill (15820054),DJ Moore (15820072),Hunter Henry (15820358),Antonio Brown (15820086),Dolphins (15820540),,WR,Sammy Watkins (15820132),Sammy Watkins,15820132,WR/FLEX,4700,KC@TB 11/29/2020 04:25PM ET,KC,10.9
2380131935,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Mike Davis (15819834),James Robinson (15819838),Gabriel Davis (15820258),Stefon Diggs (15820056),Denzel Mims (15820174),Travis Kelce (15820352),Kalen Ballage (15819854),Raiders (15820557),,WR,Marquise Brown (15847559),Marquise Brown,15847559,WR/FLEX,4700,Postponed,BAL,9.02
2380131936,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Kenyan Drake (15819866),James Robinson (15819838),Keenan Allen (15820052),Cole Beasley (15820090),Gabriel Davis (15820258),Travis Kelce (15820352),Brian Hill (15819990),Colts (15820545),,RB,Nyheim Hines (15819886),Nyheim Hines,15819886,RB/FLEX,4600,TEN@IND 11/29/2020 01:00PM ET,IND,12.15
2380131937,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Nick Chubb (15819832),Josh Jacobs (15819830),Tyreek Hill (15820054),Justin Jefferson (15820070),Curtis Samuel (15820102),Kyle Rudolph (15820396),Nyheim Hines (15819886),Cardinals (15820546),,QB,Mike Glennon (15819800),Mike Glennon,15819800,QB,4600,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
2380131938,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769),Nyheim Hines (15819886),Josh Jacobs (15819830),Justin Jefferson (15820070),Denzel Mims (15820174),DJ Moore (15820072),Travis Kelce (15820352),Curtis Samuel (15820102),Rams (15820542),,RB,Devonta Freeman (15819888),Devonta Freeman,15819888,RB/FLEX,4600,NYG@CIN 11/29/2020 01:00PM ET,NYG,7.2
2380131939,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Nyheim Hines (15819886),James Robinson (15819838),Keenan Allen (15820052),Darius Slayton (15820114),Robert Woods (15820084),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,QB,Will Grier (15819801),Will Grier,15819801,QB,4600,CAR@MIN 11/29/2020 01:00PM ET,CAR,0
2380131940,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Mike Davis (15819834),Josh Jacobs (15819830),Tyler Boyd (15820108),Darius Slayton (15820114),Golden Tate (15820168),Travis Kelce (15820352),James Robinson (15819838),Rams (15820542),,RB,James White (15819892),James White,15819892,RB/FLEX,4500,ARI@NE 11/29/2020 01:00PM ET,NE,8.34
2380131941,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Wayne Gallman Jr. (15819876),Brian Hill (15819990),Corey Davis (15820118),DJ Moore (15820072),Michael Pittman Jr. (15820120),Travis Kelce (15820352),Derrick Henry (15819828),Dolphins (15820540),,WR,Julian Edelman (15820134),Julian Edelman,15820134,WR/FLEX,4500,ARI@NE 11/29/2020 01:00PM ET,NE,9.87
2380131942,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Brian Hill (15819990),Kareem Hunt (15819860),Cole Beasley (15820090),Tyreek Hill (15820054),Justin Jefferson (15820070),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,TE,Evan Engram (15820360),Evan Engram,15820360,TE/FLEX,4500,NYG@CIN 11/29/2020 01:00PM ET,NYG,8.68
2380131943,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Justin Jefferson (15820070),Calvin Ridley (15820060),Demarcus Robinson (15820160),Rob Gronkowski (15820362),Travis Kelce (15820352),49ers (15820550),,RB,Tevin Coleman (15819894),Tevin Coleman,15819894,RB/FLEX,4500,SF@LAR 11/29/2020 04:05PM ET,SF,3.8
2380131944,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Derrick Henry (15819828),Brian Hill (15819990),Justin Jefferson (15820070),Denzel Mims (15820174),Adam Thielen (15820062),Hunter Henry (15820358),Mike Davis (15819834),Rams (15820542),,RB,Le'Veon Bell (15819890),Le'Veon Bell,15819890,RB/FLEX,4500,KC@TB 11/29/2020 04:25PM ET,KC,6.15
2380131945,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Nelson Agholor (15820116),Tyreek Hill (15820054),Denzel Mims (15820174),Hayden Hurst (15820370),Josh Jacobs (15819830),Colts (15820545),,QB,Jacoby Brissett (15819802),Jacoby Brissett,15819802,QB,4400,TEN@IND 11/29/2020 01:00PM ET,IND,1.56
2380131946,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Nick Chubb (15819832),Mike Davis (15819834),Gabriel Davis (15820258),Tyreek Hill (15820054),Mike Williams (15820110),Hunter Henry (15820358),Brian Hill (15819990),Dolphins (15820540),,RB,Phillip Lindsay (15819896),Phillip Lindsay,15819896,RB/FLEX,4400,NO@DEN 11/29/2020 04:05PM ET,DEN,7.4
2380131947,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Kenyan Drake (15819866),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Cole Beasley (15820090),Tyreek Hill (15820054),Hunter Henry (15820358),Brian Hill (15819990),Vikings (15820556),,TE,Rob Gronkowski (15820362),Rob Gronkowski,15820362,TE/FLEX,4400,KC@TB 11/29/2020 04:25PM ET,TB,8.63
2380131948,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763),Brian Hill (15819990),Kareem Hunt (15819860),DeAndre Hopkins (15820050),Jakobi Meyers (15820096),Denzel Mims (15820174),Travis Kelce (15820352),Chase Edmonds (15819868),Colts (15820545),,RB,Mark Ingram II (15847535),Mark Ingram II,15847535,RB/FLEX,4400,Postponed,BAL,5.64
2380131949,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Wayne Gallman Jr. (15819876),James Robinson (15819838),Keenan Allen (15820052),Stefon Diggs (15820056),Mike Williams (15820110),Rob Gronkowski (15820362),Brian Hill (15819990),Titans (15820554),,RB,Frank Gore (15819898),Frank Gore,15819898,RB/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,6.65
2380131950,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763),Mike Davis (15819834),James Robinson (15819838),N'Keal Harry (15820176),DeAndre Hopkins (15820050),Christian Kirk (15820082),Hunter Henry (15820358),Brian Hill (15819990),Titans (15820554),,WR,Preston Williams (15820136),Preston Williams,15820136,WR/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,MIA,9.72
2380131951,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Brian Hill (15819990),Kareem Hunt (15819860),A.J. Brown (15820064),Zach Pascal (15820146),Robert Woods (15820084),Travis Kelce (15820352),Derrick Henry (15819828),Browns (15820544),,TE,Mike Gesicki (15820364),Mike Gesicki,15820364,TE/FLEX,4300,MIA@NYJ 11/29/2020 01:00PM ET,MIA,8.44
2380145276,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Nick Chubb (15819832),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Cole Beasley (15820090),Denzel Mims (15820174),Darren Waller (15820354),Devin Singletary (15819900),Browns (15820544),,QB,Marcus Mariota (15819803),Marcus Mariota,15819803,QB,4300,LV@ATL 11/29/2020 01:00PM ET,LV,0
2380132089,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,WR,Henry Ruggs III (15820138),Henry Ruggs III,15820138,WR/FLEX,4300,LV@ATL 11/29/2020 01:00PM ET,LV,6.62
2380132090,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,QB,Sean Mannion (15819805),Sean Mannion,15819805,QB,4300,CAR@MIN 11/29/2020 01:00PM ET,MIN,0
2380132091,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,QB,Jeff Driskel (15819804),Jeff Driskel,15819804,QB,4300,NO@DEN 11/29/2020 04:05PM ET,DEN,10.69
2380132092,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,WR,Josh Reynolds (15820140),Josh Reynolds,15820140,WR/FLEX,4300,SF@LAR 11/29/2020 04:05PM ET,LAR,8.88
2380132093,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,WR,Willie Snead IV (15847561),Willie Snead IV,15847561,WR/FLEX,4300,Postponed,BAL,8.69
2380132094,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,WR,Breshad Perriman (15820142),Breshad Perriman,15820142,WR/FLEX,4200,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.05
2380132095,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,DST,Dolphins  (15820540),Dolphins ,15820540,DST,4200,MIA@NYJ 11/29/2020 01:00PM ET,MIA,8.8
2380132096,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),James Robinson (15819838),Julio Jones (15820066),Breshad Perriman (15820142),Henry Ruggs III (15820138),Darren Waller (15820354),Nyheim Hines (15819886),Cardinals (15820546),,QB,Nathan Peterman (15819806),Nathan Peterman,15819806,QB,4200,LV@ATL 11/29/2020 01:00PM ET,LV,0
2380132097,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),James Robinson (15819838),Nelson Agholor (15820116),Calvin Ridley (15820060),Henry Ruggs III (15820138),Travis Kelce (15820352),Nyheim Hines (15819886),Giants (15820543),,QB,Matt Barkley (15819808),Matt Barkley,15819808,QB,4200,LAC@BUF 11/29/2020 01:00PM ET,BUF,0.88
2380132098,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Kenyan Drake (15819866),Tyreek Hill (15820054),Denzel Mims (15820174),Henry Ruggs III (15820138),Darren Waller (15820354),Brian Hill (15819990),Saints (15820541),,RB,Devin Singletary (15819900),Devin Singletary,15819900,RB/FLEX,4200,LAC@BUF 11/29/2020 01:00PM ET,BUF,8.98
2380132099,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Kenyan Drake (15819866),Wayne Gallman Jr. (15819876),Keelan Cole Sr. (15820166),Chris Godwin (15820078),Tyreek Hill (15820054),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,TE,Noah Fant (15820366),Noah Fant,15820366,TE/FLEX,4200,NO@DEN 11/29/2020 04:05PM ET,DEN,10.58
2380132100,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Kenyan Drake (15819866),Nelson Agholor (15820116),Keelan Cole Sr. (15820166),Julio Jones (15820066),Darren Waller (15820354),Devin Singletary (15819900),Dolphins (15820540),,RB,Cam Akers (15819902),Cam Akers,15819902,RB/FLEX,4200,SF@LAR 11/29/2020 04:05PM ET,LAR,4.54
2380132101,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Wayne Gallman Jr. (15819876),Nyheim Hines (15819886),Justin Jefferson (15820070),DJ Moore (15820072),Adam Thielen (15820062),Travis Kelce (15820352),Brian Hill (15819990),Saints (15820541),,QB,Blaine Gabbert (15819807),Blaine Gabbert,15819807,QB,4200,KC@TB 11/29/2020 04:25PM ET,TB,0.03
2380132102,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822),Nyheim Hines (15819886),Richie James (15820172),Cooper Kupp (15820068),Robert Woods (15820084),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,WR,Mecole Hardman (15820144),Mecole Hardman,15820144,WR/FLEX,4200,KC@TB 11/29/2020 04:25PM ET,KC,8.87
2380132103,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Chris Godwin (15820078),KJ Hamler (15820170),Demarcus Robinson (15820160),Travis Kelce (15820352),Brian Hill (15819990),Rams (15820542),,DST,Steelers  (15847593),Steelers ,15847593,DST,4200,Postponed,PIT,11
2380132104,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Kareem Hunt (15819860),Nelson Agholor (15820116),Julio Jones (15820066),Hunter Renfrow (15820152),Travis Kelce (15820352),Nyheim Hines (15819886),Broncos (15820559),,QB,Logan Woodside (15819812),Logan Woodside,15819812,QB,4100,TEN@IND 11/29/2020 01:00PM ET,TEN,0.28
2380132105,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Nyheim Hines (15819886),Denzel Mims (15820174),Calvin Ridley (15820060),Henry Ruggs III (15820138),Hunter Henry (15820358),Julio Jones (15820066),Saints (15820541),,WR,Zach Pascal (15820146),Zach Pascal,15820146,WR/FLEX,4100,TEN@IND 11/29/2020 01:00PM ET,IND,8.14
2380132106,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Nick Chubb (15819832),Dalvin Cook (15819822),Nelson Agholor (15820116),Henry Ruggs III (15820138),Robert Woods (15820084),Hayden Hurst (15820370),Nyheim Hines (15819886),Dolphins (15820540),,TE,Jonnu Smith (15820368),Jonnu Smith,15820368,TE/FLEX,4100,TEN@IND 11/29/2020 01:00PM ET,TEN,11.19
2380132107,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Gabriel Davis (15820258),Stefon Diggs (15820056),Jalen Guyton (15820188),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,WR,Damiere Byrd (15820148),Damiere Byrd,15820148,WR/FLEX,4100,ARI@NE 11/29/2020 01:00PM ET,NE,9.89
2380132108,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Dalvin Cook (15819822),James Robinson (15819838),Keenan Allen (15820052),Gabriel Davis (15820258),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Rams (15820542),,RB,La'Mical Perine (15819904),La'Mical Perine,15819904,RB/FLEX,4100,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,5.23
2380132109,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Brian Hill (15819990),James Robinson (15819838),Nelson Agholor (15820116),Tyreek Hill (15820054),Justin Jefferson (15820070),Darren Waller (15820354),Nyheim Hines (15819886),Dolphins (15820540),,QB,Colt McCoy (15819811),Colt McCoy,15819811,QB,4100,NYG@CIN 11/29/2020 01:00PM ET,NYG,0
2380132110,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),Kareem Hunt (15819860),Hunter Renfrow (15820152),Calvin Ridley (15820060),Robert Woods (15820084),Darren Waller (15820354),Nyheim Hines (15819886),Dolphins (15820540),,RB,Justin Jackson (15819906),Justin Jackson,15819906,RB/FLEX,4100,LAC@BUF 11/29/2020 01:00PM ET,LAC,9.32
2380132111,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834),Nyheim Hines (15819886),Antonio Brown (15820086),Keelan Cole Sr. (15820166),Tyreek Hill (15820054),Travis Kelce (15820352),Devin Singletary (15819900),Falcons (15820558),,QB,John Wolford (15819810),John Wolford,15819810,QB,4100,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132112,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Kareem Hunt (15819860),Michael Pittman Jr. (15820120),Calvin Ridley (15820060),Henry Ruggs III (15820138),Darren Waller (15820354),Devin Singletary (15819900),49ers (15820550),,QB,Chad Henne (15819809),Chad Henne,15819809,QB,4100,KC@TB 11/29/2020 04:25PM ET,KC,3.5
2380132113,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Brian Hill (15819990),Nyheim Hines (15819886),Stefon Diggs (15820056),Justin Jefferson (15820070),Mike Williams (15820110),Travis Kelce (15820352),Devin Singletary (15819900),Rams (15820542),,QB,Robert Griffin III (15847527),Robert Griffin III,15847527,QB,4100,Postponed,BAL,-0.18
2380132114,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),James Robinson (15819838),A.J. Brown (15820064),Michael Pittman Jr. (15820120),Darius Slayton (15820114),Jonnu Smith (15820368),Brian Hill (15819990),Rams (15820542),,QB,Mason Rudolph (15847528),Mason Rudolph,15847528,QB,4100,Postponed,PIT,-0.11
2380132115,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822),Nyheim Hines (15819886),Antonio Brown (15820086),Keelan Cole Sr. (15820166),Mike Evans (15820074),Travis Kelce (15820352),Brian Hill (15819990),Cardinals (15820546),,TE,Eric Ebron (15847583),Eric Ebron,15847583,TE/FLEX,4100,Postponed,PIT,9.39
