Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2335062774,NFL Wrangler Let the Games Begin,94993622,$0,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,1. Column A lists all of your contest entries for this draftgroup
2335088237,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,2. Your current lineup is listed next to each entry (blank for reservations)
2335088325,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2335088326,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2335088327,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,5. For faster processing only include entries you are changing in the file you upload
2335088328,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,
2335088329,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2335088436,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Marcus Mariota (15713457),Marcus Mariota,15713457,QB,4600,LV@LAC 11/08/2020 04:05PM ET,LV,0
2335088437,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Sammy Watkins (15713771),Sammy Watkins,15713771,WR/FLEX,4600,CAR@KC 11/08/2020 01:00PM ET,KC,10.9
2335088438,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,John Brown (15713775),John Brown,15713775,WR/FLEX,4600,SEA@BUF 11/08/2020 01:00PM ET,BUF,8.08
2335088439,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Matt Schaub (15713456),Matt Schaub,15713456,QB,4600,DEN@ATL 11/08/2020 01:00PM ET,ATL,0
2335088440,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Noah Fant (15714001),Noah Fant,15714001,TE/FLEX,4600,DEN@ATL 11/08/2020 01:00PM ET,DEN,12.23
2335088441,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,T.Y. Hilton (15713773),T.Y. Hilton,15713773,WR/FLEX,4600,BAL@IND 11/08/2020 01:00PM ET,IND,6.73
2335088442,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Devonta Freeman (15713545),Devonta Freeman,15713545,RB/FLEX,4600,NYG@WAS 11/08/2020 01:00PM ET,NYG,7.2
2335088443,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Will Grier (15713460),Will Grier,15713460,QB,4500,CAR@KC 11/08/2020 01:00PM ET,CAR,0
2335088444,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Matt Barkley (15713459),Matt Barkley,15713459,QB,4500,SEA@BUF 11/08/2020 01:00PM ET,BUF,0.88
2335088445,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Russell Gage (15713779),Russell Gage,15713779,WR/FLEX,4500,DEN@ATL 11/08/2020 01:00PM ET,ATL,9.82
2335088446,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Randall Cobb (15713777),Randall Cobb,15713777,WR/FLEX,4500,HOU@JAX 11/08/2020 01:00PM ET,HOU,11.31
2335088447,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Wayne Gallman Jr. (15713547),Wayne Gallman Jr.,15713547,RB/FLEX,4500,NYG@WAS 11/08/2020 01:00PM ET,NYG,7.38
2335088448,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Mitchell Trubisky (15713458),Mitchell Trubisky,15713458,QB,4500,CHI@TEN 11/08/2020 01:00PM ET,CHI,13.1
2335088449,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Eric Ebron (15714003),Eric Ebron,15714003,TE/FLEX,4500,PIT@DAL 11/08/2020 04:25PM ET,PIT,9.04
2335088450,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Nathan Peterman (15713462),Nathan Peterman,15713462,QB,4400,LV@LAC 11/08/2020 04:05PM ET,LV,0
2335088451,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Joshua Kelley (15713549),Joshua Kelley,15713549,RB/FLEX,4400,LV@LAC 11/08/2020 04:05PM ET,LAC,7.91
2335088452,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Curtis Samuel (15713781),Curtis Samuel,15713781,WR/FLEX,4400,CAR@KC 11/08/2020 01:00PM ET,CAR,11.76
2335088453,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Mike Gesicki (15714005),Mike Gesicki,15714005,TE/FLEX,4400,MIA@ARI 11/08/2020 04:25PM ET,MIA,8.99
2335088454,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Jacoby Brissett (15713461),Jacoby Brissett,15713461,QB,4400,BAL@IND 11/08/2020 01:00PM ET,IND,0.34
2335088455,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Nyheim Hines (15713551),Nyheim Hines,15713551,RB/FLEX,4400,BAL@IND 11/08/2020 01:00PM ET,IND,11.27
2335088456,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Zach Pascal (15713783),Zach Pascal,15713783,WR/FLEX,4300,BAL@IND 11/08/2020 01:00PM ET,IND,7.89
2335088457,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,J.D. McKissic (15713553),J.D. McKissic,15713553,RB/FLEX,4300,NYG@WAS 11/08/2020 01:00PM ET,WAS,8.2
2335088458,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Evan Engram (15714007),Evan Engram,15714007,TE/FLEX,4300,NYG@WAS 11/08/2020 01:00PM ET,NYG,8.44
2335088459,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Tyrod Taylor (15713464),Tyrod Taylor,15713464,QB,4200,LV@LAC 11/08/2020 04:05PM ET,LAC,9.02
2335088460,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jordan Wilkins (15713555),Jordan Wilkins,15713555,RB/FLEX,4200,BAL@IND 11/08/2020 01:00PM ET,IND,5.65
2335088461,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Laviska Shenault Jr. (15713785),Laviska Shenault Jr.,15713785,WR/FLEX,4200,HOU@JAX 11/08/2020 01:00PM ET,JAX,10.4
2335088462,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Darren Fells (15714009),Darren Fells,15714009,TE/FLEX,4200,HOU@JAX 11/08/2020 01:00PM ET,HOU,8.75
2335088463,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Mason Rudolph (15713463),Mason Rudolph,15713463,QB,4200,PIT@DAL 11/08/2020 04:25PM ET,PIT,-0.06
2335088464,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Hunter Renfrow (15713789),Hunter Renfrow,15713789,WR/FLEX,4100,LV@LAC 11/08/2020 04:05PM ET,LV,9.7
2335088465,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Chad Henne (15713469),Chad Henne,15713469,QB,4100,CAR@KC 11/08/2020 01:00PM ET,KC,3.5
2335088466,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Hayden Hurst (15714011),Hayden Hurst,15714011,TE/FLEX,4100,DEN@ATL 11/08/2020 01:00PM ET,ATL,10.36
2335088467,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Chris Streveler (15713468),Chris Streveler,15713468,QB,4100,MIA@ARI 11/08/2020 04:25PM ET,ARI,0.3
2335088468,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Preston Williams (15713787),Preston Williams,15713787,WR/FLEX,4100,MIA@ARI 11/08/2020 04:25PM ET,MIA,8.83
2335088469,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Robert Griffin III (15713467),Robert Griffin III,15713467,QB,4100,BAL@IND 11/08/2020 01:00PM ET,BAL,-0.18
2335088470,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Willie Snead IV (15713791),Willie Snead IV,15713791,WR/FLEX,4100,BAL@IND 11/08/2020 01:00PM ET,BAL,7.21
2335088471,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Colt McCoy (15713466),Colt McCoy,15713466,QB,4100,NYG@WAS 11/08/2020 01:00PM ET,NYG,0
2335088472,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Dion Lewis (15713557),Dion Lewis,15713557,RB/FLEX,4100,NYG@WAS 11/08/2020 01:00PM ET,NYG,4.46
2335088473,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Logan Woodside (15713465),Logan Woodside,15713465,QB,4100,CHI@TEN 11/08/2020 01:00PM ET,TEN,0
2335062773,Modelo $5K NFL Beat Bettis Contest Series (9),95704349,$0,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Easton Stick (15713482),Easton Stick,15713482,QB,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,-0.04
2335062775,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Troymaine Pope (15713685),Troymaine Pope,15713685,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,7.55
2335062776,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Gabe Nabers (15713687),Gabe Nabers,15713687,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,1.82
2335062777,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jalen Richard (15713689),Jalen Richard,15713689,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,4.59
2335062778,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Devontae Booker (15713691),Devontae Booker,15713691,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,4.92
2335062779,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Alec Ingold (15713693),Alec Ingold,15713693,RB/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LV,3.33
2335062780,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Hunter Henry (15714013),Hunter Henry,15714013,TE/FLEX,4000,LV@LAC 11/08/2020 04:05PM ET,LAC,9.63
2335062781,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Trenton Cannon (15713675),Trenton Cannon,15713675,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,CAR,1.06
2335062782,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Alex Armah (15713677),Alex Armah,15713677,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,CAR,0.5
2335062783,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Darrel Williams (15713679),Darrel Williams,15713679,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,4.24
2335062784,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Darwin Thompson (15713681),Darwin Thompson,15713681,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,1.05
2335062785,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,DeAndre Washington (15713683),DeAndre Washington,15713683,RB/FLEX,4000,CAR@KC 11/08/2020 01:00PM ET,KC,1.7
2335062786,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Geno Smith (15713472),Geno Smith,15713472,QB,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0
2335062787,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Jake Fromm (15713481),Jake Fromm,15713481,QB,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,0
2335062788,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Travis Homer (15713665),Travis Homer,15713665,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,2.41
2335062789,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Rashaad Penny (15713667),Rashaad Penny,15713667,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0
2335062790,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Nick Bellore (15713669),Nick Bellore,15713669,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0.8
2335062791,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,T.J. Yeldon (15713671),T.J. Yeldon,15713671,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,5.4
2335062792,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Taiwan Jones (15713673),Taiwan Jones,15713673,RB/FLEX,4000,SEA@BUF 11/08/2020 01:00PM ET,BUF,0
