Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2440113400,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,1. Column A lists all of your contest entries for this draftgroup
2440113401,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,2. Your current lineup is listed next to each entry (blank for reservations)
2440113402,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2440113403,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2440113404,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,5. For faster processing only include entries you are changing in the file you upload
2440113405,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,
2440113406,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2440113516,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Chad Hansen (16006418),Chad Hansen,16006418,WR/FLEX,4400,CIN@HOU 12/27/2020 01:00PM ET,HOU,14.73
2440113517,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Will Grier (16006134),Will Grier,16006134,QB,4300,CAR@WAS 12/27/2020 04:05PM ET,CAR,0
2440113518,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Jake Luton (16006133),Jake Luton,16006133,QB,4300,CHI@JAX 12/27/2020 01:00PM ET,JAX,12.42
2440113519,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Michael Pittman Jr. (16006420),Michael Pittman Jr.,16006420,WR/FLEX,4200,IND@PIT 12/27/2020 01:00PM ET,IND,8.19
2440113520,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Eric Ebron (16006646),Eric Ebron,16006646,TE/FLEX,4200,IND@PIT 12/27/2020 01:00PM ET,PIT,9.08
2440113521,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Matt Schaub (16006136),Matt Schaub,16006136,QB,4200,ATL@KC 12/27/2020 01:00PM ET,ATL,-0.4
2440113522,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Darrel Williams (16006232),Darrel Williams,16006232,RB/FLEX,4200,ATL@KC 12/27/2020 01:00PM ET,KC,3.82
2440113523,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Phillip Lindsay (16006228),Phillip Lindsay,16006228,RB/FLEX,4200,DEN@LAC 12/27/2020 04:05PM ET,DEN,6.27
2440113524,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Tim Patrick (16006422),Tim Patrick,16006422,WR/FLEX,4200,DEN@LAC 12/27/2020 04:05PM ET,DEN,12.05
2440113525,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Frank Gore (16006230),Frank Gore,16006230,RB/FLEX,4200,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,6.78
2440113526,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Mark Ingram II (16006226),Mark Ingram II,16006226,RB/FLEX,4200,NYG@BAL 12/27/2020 01:00PM ET,BAL,5.44
2440113527,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,AJ McCarron (16006135),AJ McCarron,16006135,QB,4200,CIN@HOU 12/27/2020 01:00PM ET,HOU,0
2440113528,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Mason Rudolph (16006141),Mason Rudolph,16006141,QB,4100,IND@PIT 12/27/2020 01:00PM ET,PIT,-0.11
2440113529,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Jacoby Brissett (16006142),Jacoby Brissett,16006142,QB,4100,IND@PIT 12/27/2020 01:00PM ET,IND,2.24
2440113530,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Anthony McFarland Jr. (16006234),Anthony McFarland Jr.,16006234,RB/FLEX,4100,IND@PIT 12/27/2020 01:00PM ET,PIT,2.1
2440113531,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Tyler Huntley (16006138),Tyler Huntley,16006138,QB,4100,NYG@BAL 12/27/2020 01:00PM ET,BAL,2.08
2440113532,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Robert Griffin III (16006139),Robert Griffin III,16006139,QB,4100,NYG@BAL 12/27/2020 01:00PM ET,BAL,1.40
2440113533,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Trace McSorley (16006140),Trace McSorley,16006140,QB,4100,NYG@BAL 12/27/2020 01:00PM ET,BAL,4.65
2440113534,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Geno Smith (16006137),Geno Smith,16006137,QB,4100,LAR@SEA 12/27/2020 04:25PM ET,SEA,1.12
2440113535,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Michael Gallup (16006424),Michael Gallup,16006424,WR/FLEX,4100,PHI@DAL 12/27/2020 04:25PM ET,DAL,9.81
2440113536,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Steven Montez (16006153),Steven Montez,16006153,QB,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,0
2440113537,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Taylor Heinicke (16006154),Taylor Heinicke,16006154,QB,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,0
2440113538,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Kyle Allen (16006155),Kyle Allen,16006155,QB,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,11.75
2440113539,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Rodney Smith (16006338),Rodney Smith,16006338,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,CAR,3.86
2440113540,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Trenton Cannon (16006340),Trenton Cannon,16006340,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,CAR,0.79
2440113541,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Reggie Bonnafon (16006342),Reggie Bonnafon,16006342,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,CAR,8.35
2440113542,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Alex Armah (16006344),Alex Armah,16006344,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,CAR,0.67
2440113543,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Mike Warren (16006346),Mike Warren,16006346,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,0
2440113544,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Lamar Miller (16006348),Lamar Miller,16006348,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,2.6
2440113545,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Bryce Love (16006350),Bryce Love,16006350,RB/FLEX,4000,CAR@WAS 12/27/2020 04:05PM ET,WAS,0
2440113546,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Josh Dobbs (16006151),Josh Dobbs,16006151,QB,4000,IND@PIT 12/27/2020 01:00PM ET,PIT,0
2440113547,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Jacob Eason (16006152),Jacob Eason,16006152,QB,4000,IND@PIT 12/27/2020 01:00PM ET,IND,0
2440113548,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Jaylen Samuels (16006328),Jaylen Samuels,16006328,RB/FLEX,4000,IND@PIT 12/27/2020 01:00PM ET,PIT,1.82
2440129446,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Trey Edmunds (16006330),Trey Edmunds,16006330,RB/FLEX,4000,IND@PIT 12/27/2020 01:00PM ET,PIT,0
2440121560,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Derek Watt (16006332),Derek Watt,16006332,RB/FLEX,4000,IND@PIT 12/27/2020 01:00PM ET,PIT,0
2440121561,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Jordan Wilkins (16006334),Jordan Wilkins,16006334,RB/FLEX,4000,IND@PIT 12/27/2020 01:00PM ET,IND,5.11
2440121562,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Marlon Mack (16006336),Marlon Mack,16006336,RB/FLEX,4000,IND@PIT 12/27/2020 01:00PM ET,IND,8.6
2440121563,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Darwin Thompson (16006316),Darwin Thompson,16006316,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,KC,1.05
2440121564,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Anthony Sherman (16006318),Anthony Sherman,16006318,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,KC,1.28
2440121565,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Brian Hill (16006320),Brian Hill,16006320,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,ATL,5.05
2440121566,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Ito Smith (16006322),Ito Smith,16006322,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,ATL,4.05
2440121567,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Qadree Ollison (16006324),Qadree Ollison,16006324,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,ATL,0.3
2440121568,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Keith Smith (16006326),Keith Smith,16006326,RB/FLEX,4000,ATL@KC 12/27/2020 01:00PM ET,ATL,1.09
2440121569,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Easton Stick (16006150),Easton Stick,16006150,QB,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,-0.04
2440121570,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Kalen Ballage (16006306),Kalen Ballage,16006306,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,8.86
2440121571,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Joshua Kelley (16006308),Joshua Kelley,16006308,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,6.4
2440121572,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Justin Jackson (16006310),Justin Jackson,16006310,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,8.58
2440121573,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Gabe Nabers (16006312),Gabe Nabers,16006312,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,1.87
2440121574,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Royce Freeman (16006314),Royce Freeman,16006314,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,DEN,3.29
2440121575,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Tyron Johnson (16006428),Tyron Johnson,16006428,WR/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,7.6
2440121576,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,James Morgan (16006149),James Morgan,16006149,QB,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,0
2440121577,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Josh Adams (16006298),Josh Adams,16006298,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,3.78
2440121578,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,La'Mical Perine (16006300),La'Mical Perine,16006300,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.23
2440121579,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,D'Ernest Johnson (16006302),D'Ernest Johnson,16006302,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,1.75
2440121580,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Andy Janovich (16006304),Andy Janovich,16006304,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,0.62
2440121581,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Clayton Thorson (16006147),Clayton Thorson,16006147,QB,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
2440121582,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Joe Webb III (16006148),Joe Webb III,16006148,QB,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
2440121583,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Justice Hill (16006286),Justice Hill,16006286,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,1.21
