Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2305175804,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,1. Column A lists all of your contest entries for this draftgroup
2305184641,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,2. Your current lineup is listed next to each entry (blank for reservations)
2305185132,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2305185234,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2305185235,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2305185236,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,
2305185237,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2305185323,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Tee Higgins (15642498) (LOCKED),Terry McLaurin (15642486) (LOCKED),Harrison Bryant (15642888) (LOCKED),James Conner (15642254) (LOCKED),Chargers (15642944),,WR,Deebo Samuel (15642508),Deebo Samuel,15642508,WR/FLEX,5000,SF@NE 10/25/2020 04:25PM ET,SF,9.9
2305185324,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),David Johnson (15642284) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Terry McLaurin (15642486) (LOCKED),Hunter Renfrow (15667807),Rob Gronkowski (15667835),Chris Carson (15642260),Browns (15642950) (LOCKED),,WR,Julian Edelman (15642510),Julian Edelman,15642510,WR/FLEX,5000,SF@NE 10/25/2020 04:25PM ET,NE,11.38
2305185325,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Gardner Minshew II (15642195),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),DJ Chark Jr. (15642494),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),James O'Shaughnessy (15642816),Chris Carson (15642260),Buccaneers (15667853),,QB,Sam Darnold (15642202) (LOCKED),Sam Darnold,15642202,QB,5000,In Progress,NYJ,14.34
2305185326,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Gabriel Davis (15642568) (LOCKED),Russell Gage (15642540) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,TE,T.J. Hockenson (15642756) (LOCKED),T.J. Hockenson,15642756,TE/FLEX,5000,In Progress,DET,11.34
2305185327,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Randall Cobb (15642544) (LOCKED),Brandin Cooks (15642500) (LOCKED),Diontae Johnson (15642546) (LOCKED),Robert Tonyan (15642762) (LOCKED),Chris Carson (15642260),Browns (15642950) (LOCKED),,QB,Dwayne Haskins Jr. (15642203) (LOCKED),Dwayne Haskins Jr.,15642203,QB,5000,In Progress,WAS,15.14
2305185328,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Will Fuller V (15642466) (LOCKED),Diontae Johnson (15642546) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Darren Fells (15642770) (LOCKED),Justin Jackson (15642296),Chargers (15642944),,QB,Alex Smith (15642204) (LOCKED),Alex Smith,15642204,QB,5000,In Progress,WAS,1.58
2305185329,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Mike Evans (15667803),Chris Godwin (15667801),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Lions (15642959) (LOCKED),,RB,Antonio Gibson (15642290) (LOCKED),Antonio Gibson,15642290,RB/FLEX,5000,In Progress,WAS,12.5
2305185330,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),David Johnson (15642284) (LOCKED),Alvin Kamara (15642244) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Seahawks (15642953),,RB,James White (15642294),James White,15642294,RB/FLEX,4900,SF@NE 10/25/2020 04:25PM ET,NE,12.13
2305185331,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Adam Humphries (15642526) (LOCKED),James Washington (15642550) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Patriots (15642942),,WR,Cole Beasley (15642512) (LOCKED),Cole Beasley,15642512,WR/FLEX,4900,In Progress,BUF,13.13
2305185332,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Breshad Perriman (15642566) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),Chris Carson (15642260),Titans (15642955) (LOCKED),,RB,Chase Edmonds (15642292),Chase Edmonds,15642292,RB/FLEX,4900,SEA@ARI 10/25/2020 08:20PM ET,ARI,10.38
2305185333,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),A.J. Brown (15642476) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Hayden Hurst (15642766) (LOCKED),Mike Davis (15642256) (LOCKED),Browns (15642950) (LOCKED),,WR,Christian Kirk (15642514),Christian Kirk,15642514,WR/FLEX,4900,SEA@ARI 10/25/2020 08:20PM ET,ARI,11.06
2305185334,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Adam Humphries (15642526) (LOCKED),Terry McLaurin (15642486) (LOCKED),Eric Ebron (15642774) (LOCKED),Chris Carson (15642260),49ers (15642945),,RB,Justin Jackson (15642296),Justin Jackson,15642296,RB/FLEX,4900,JAX@LAC 10/25/2020 04:25PM ET,LAC,6.3
2305185335,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Todd Gurley II (15642270) (LOCKED),Derrick Henry (15642248) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Terry McLaurin (15642486) (LOCKED),Robert Tonyan (15642762) (LOCKED),Giovani Bernard (15642308) (LOCKED),Bengals (15642952) (LOCKED),,QB,Will Grier (15642208) (LOCKED),Will Grier,15642208,QB,4800,In Progress,CAR,0
2305185336,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Tee Higgins (15642498) (LOCKED),Jarvis Landry (15642524) (LOCKED),Mike Williams (15642520),David Njoku (15642790) (LOCKED),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,Latavius Murray (15642300) (LOCKED),Latavius Murray,15642300,RB/FLEX,4800,In Progress,NO,9.32
2305185337,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Justin Herbert (15642190),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Keenan Allen (15642478),Keelan Cole (15642518),Mike Williams (15642520),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),49ers (15642945),,QB,Joe Flacco (15642209) (LOCKED),Joe Flacco,15642209,QB,4800,In Progress,NYJ,6.96
2305185338,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Terry McLaurin (15642486) (LOCKED),Scotty Miller (15667811),Rob Gronkowski (15667835),Todd Gurley II (15642270) (LOCKED),Bills (15642940) (LOCKED),,RB,Kenyan Drake (15642298),Kenyan Drake,15642298,RB/FLEX,4800,SEA@ARI 10/25/2020 08:20PM ET,ARI,13.83
2305185339,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Chris Godwin (15667801),Diontae Johnson (15642546) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Chargers (15642944),,QB,Brett Rypien (15642207),Brett Rypien,15642207,QB,4800,KC@DEN 10/25/2020 04:25PM ET,DEN,7.65
2305185340,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Derek Carr (15667778),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Diontae Johnson (15642546) (LOCKED),Henry Ruggs III (15667805),Darren Waller (15667833),Giovani Bernard (15642308) (LOCKED),Cowboys (15642948) (LOCKED),,TE,Noah Fant (15642758),Noah Fant,15642758,TE/FLEX,4800,KC@DEN 10/25/2020 04:25PM ET,DEN,13.72
2305185341,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Andy Dalton (15642194) (LOCKED),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),Michael Gallup (15642530) (LOCKED),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Dalton Schultz (15642776) (LOCKED),Todd Gurley II (15642270) (LOCKED),Chiefs (15642941),,WR,Henry Ruggs III (15667805),Henry Ruggs III,15667805,WR/FLEX,4800,TB@LV 10/25/2020 04:05PM ET,LV,11.27
2305185342,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Davante Adams (15642452) (LOCKED),Brandin Cooks (15642500) (LOCKED),Mike Williams (15642520),Darren Fells (15642770) (LOCKED),Kenyan Drake (15642298),Titans (15642955) (LOCKED),,WR,Corey Davis (15642516) (LOCKED),Corey Davis,15642516,WR/FLEX,4800,In Progress,TEN,14.87
2305185343,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Giovani Bernard (15642308) (LOCKED),Derrick Henry (15642248) (LOCKED),Davante Adams (15642452) (LOCKED),Randall Cobb (15642544) (LOCKED),Terry McLaurin (15642486) (LOCKED),Darren Fells (15642770) (LOCKED),Chris Carson (15642260),Seahawks (15642953),,DST,Bills  (15642940) (LOCKED),Bills ,15642940,DST,4700,In Progress,BUF,3.33
2305185344,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),A.J. Green (15642542) (LOCKED),Jarvis Landry (15642524) (LOCKED),Hunter Henry (15642764),Chris Carson (15642260),Patriots (15642942),,QB,Matt Schaub (15642211) (LOCKED),Matt Schaub,15642211,QB,4700,In Progress,ATL,0
2305185345,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Danny Amendola (15642578) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Chiefs (15642941),,QB,AJ McCarron (15642210) (LOCKED),AJ McCarron,15642210,QB,4700,In Progress,HOU,0
2305185346,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Josh Allen (15642182) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Gabriel Davis (15642568) (LOCKED),Stefon Diggs (15642462) (LOCKED),Breshad Perriman (15642566) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Chargers (15642944),,WR,Keelan Cole (15642518),Keelan Cole,15642518,WR/FLEX,4700,JAX@LAC 10/25/2020 04:25PM ET,JAX,14.07
2305185347,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Derek Carr (15667778),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Darren Waller (15667833),Kenyan Drake (15642298),Packers (15642947) (LOCKED),,WR,Mike Williams (15642520),Mike Williams,15642520,WR/FLEX,4700,JAX@LAC 10/25/2020 04:25PM ET,LAC,11.98
2305185348,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Giovani Bernard (15642308) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Davante Adams (15642452) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Harrison Bryant (15642888) (LOCKED),Kenyan Drake (15642298),Buccaneers (15667853),,TE,Jonnu Smith (15642760) (LOCKED),Jonnu Smith,15642760,TE/FLEX,4700,In Progress,TEN,14.48
2305185349,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Russell Gage (15642540) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Steelers (15642943) (LOCKED),,QB,Brian Hoyer (15642212),Brian Hoyer,15642212,QB,4600,SF@NE 10/25/2020 04:25PM ET,NE,4
2305185350,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Todd Gurley II (15642270) (LOCKED),Davante Adams (15642452) (LOCKED),Will Fuller V (15642466) (LOCKED),Diontae Johnson (15642546) (LOCKED),Darren Fells (15642770) (LOCKED),Giovani Bernard (15642308) (LOCKED),Cowboys (15642948) (LOCKED),,QB,P.J. Walker (15642213) (LOCKED),P.J. Walker,15642213,QB,4600,In Progress,CAR,0
2305185351,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Terry McLaurin (15642486) (LOCKED),Hayden Hurst (15642766) (LOCKED),James Robinson (15642264),Buccaneers (15667853),,RB,Adrian Peterson (15642302) (LOCKED),Adrian Peterson,15642302,RB/FLEX,4600,In Progress,DET,10.08
2305185352,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Kenny Golladay (15642468) (LOCKED),Diontae Johnson (15642546) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Todd Gurley II (15642270) (LOCKED),Bills (15642940) (LOCKED),,WR,Jarvis Landry (15642524) (LOCKED),Jarvis Landry,15642524,WR/FLEX,4600,In Progress,CLE,10.23
2305185353,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Randall Cobb (15642544) (LOCKED),Will Fuller V (15642466) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Bills (15642940) (LOCKED),,TE,Robert Tonyan (15642762) (LOCKED),Robert Tonyan,15642762,TE/FLEX,4600,In Progress,GB,13.16
2305185354,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Jonnu Smith (15642760) (LOCKED),Derrick Henry (15642248) (LOCKED),Chiefs (15642941),,RB,J.D. McKissic (15642304) (LOCKED),J.D. McKissic,15642304,RB/FLEX,4600,In Progress,WAS,8.38
2305185355,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Russell Gage (15642540) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Harrison Bryant (15642888) (LOCKED),Mike Davis (15642256) (LOCKED),Cowboys (15642948) (LOCKED),,WR,Michael Gallup (15642530) (LOCKED),Michael Gallup,15642530,WR/FLEX,4600,In Progress,DAL,10.85
2305185356,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Derek Carr (15667778),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Terry McLaurin (15642486) (LOCKED),Scotty Miller (15667811),Henry Ruggs III (15667805),Darren Waller (15667833),Chris Carson (15642260),Chargers (15642944),,WR,Sammy Watkins (15642522),Sammy Watkins,15642522,WR/FLEX,4600,KC@DEN 10/25/2020 04:25PM ET,KC,10.9
2305185357,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),James Conner (15642254) (LOCKED),Mike Davis (15642256) (LOCKED),Danny Amendola (15642578) (LOCKED),Terry McLaurin (15642486) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),Giovani Bernard (15642308) (LOCKED),Bills (15642940) (LOCKED),,WR,Tim Patrick (15642528),Tim Patrick,15642528,WR/FLEX,4600,KC@DEN 10/25/2020 04:25PM ET,DEN,13.8
2305185358,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Justin Herbert (15642190),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),DJ Chark Jr. (15642494),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Hunter Henry (15642764),Todd Gurley II (15642270) (LOCKED),Seahawks (15642953),,RB,Leonard Fournette (15667787),Leonard Fournette,15667787,RB/FLEX,4600,TB@LV 10/25/2020 04:05PM ET,TB,12.57
2305185359,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Kareem Hunt (15642252) (LOCKED),Adam Humphries (15642526) (LOCKED),Terry McLaurin (15642486) (LOCKED),JuJu Smith-Schuster (15642492) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Patriots (15642942),,TE,Rob Gronkowski (15667835),Rob Gronkowski,15667835,TE/FLEX,4600,TB@LV 10/25/2020 04:05PM ET,TB,7.47
2305185360,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),James Conner (15642254) (LOCKED),Mike Davis (15642256) (LOCKED),Davante Adams (15642452) (LOCKED),Randall Cobb (15642544) (LOCKED),Will Fuller V (15642466) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Jets (15642961) (LOCKED),,WR,Adam Humphries (15642526) (LOCKED),Adam Humphries,15642526,WR/FLEX,4600,In Progress,TEN,13.25
2305185361,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Randall Cobb (15642544) (LOCKED),Brandin Cooks (15642500) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Travis Kelce (15642754),Chris Carson (15642260),WAS Football Team (15642951) (LOCKED),,RB,Damien Harris (15642306),Damien Harris,15642306,RB/FLEX,4500,SF@NE 10/25/2020 04:25PM ET,NE,8.65
2305185362,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),Tee Higgins (15642498) (LOCKED),Jarvis Landry (15642524) (LOCKED),Harrison Bryant (15642888) (LOCKED),Mike Davis (15642256) (LOCKED),Patriots (15642942),,QB,Ryan Finley (15642215) (LOCKED),Ryan Finley,15642215,QB,4500,In Progress,CIN,0
2305185363,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Drew Lock (15642201),Giovani Bernard (15642308) (LOCKED),Derrick Henry (15642248) (LOCKED),Jerry Jeudy (15642506),Terry McLaurin (15642486) (LOCKED),Tim Patrick (15642528),Travis Kelce (15642754),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,Giovani Bernard (15642308) (LOCKED),Giovani Bernard,15642308,RB/FLEX,4500,In Progress,CIN,6.32
2305185364,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Tyler Boyd (15642496) (LOCKED),Kenny Golladay (15642468) (LOCKED),Harrison Bryant (15642888) (LOCKED),Justin Jackson (15642296),Bills (15642940) (LOCKED),,WR,Allen Lazard (15642532) (LOCKED),Allen Lazard,15642532,WR/FLEX,4500,In Progress,GB,18.37
2305185365,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Danny Amendola (15642578) (LOCKED),Brandin Cooks (15642500) (LOCKED),Russell Gage (15642540) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Mike Davis (15642256) (LOCKED),Bills (15642940) (LOCKED),,WR,Mecole Hardman (15642536),Mecole Hardman,15642536,WR/FLEX,4500,KC@DEN 10/25/2020 04:25PM ET,KC,7.78
2305185366,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Jimmy Garoppolo (15642199),Mike Davis (15642256) (LOCKED),Todd Gurley II (15642270) (LOCKED),Julian Edelman (15642510),Terry McLaurin (15642486) (LOCKED),Deebo Samuel (15642508),George Kittle (15642752),Chris Carson (15642260),Chargers (15642944),,QB,Mike Glennon (15642214),Mike Glennon,15642214,QB,4500,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
2305185367,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Tee Higgins (15642498) (LOCKED),Tyreek Hill (15642474),David Njoku (15642790) (LOCKED),Chris Carson (15642260),Packers (15642947) (LOCKED),,WR,Laviska Shenault Jr. (15642534),Laviska Shenault Jr.,15642534,WR/FLEX,4500,JAX@LAC 10/25/2020 04:25PM ET,JAX,10.9
2305185368,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Josh Allen (15642182) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Braxton Berrios (15642586) (LOCKED),Stefon Diggs (15642462) (LOCKED),Terry McLaurin (15642486) (LOCKED),Tyler Kroft (15642788) (LOCKED),Chris Carson (15642260),WAS Football Team (15642951) (LOCKED),,TE,Hunter Henry (15642764),Hunter Henry,15642764,TE/FLEX,4500,JAX@LAC 10/25/2020 04:25PM ET,LAC,10.96
