Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2350466435,Jose Cuervo Touchdowns + Tequila,94998486,$0,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,1. Column A lists all of your contest entries for this draftgroup
2345370430,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Kyler Murray (15751349),James Conner (15751414),Ronald Jones II (15751450),Chris Godwin (15751672),A.J. Green (15751728),Jarvis Landry (15751676),Harrison Bryant (15751990),Josh Jacobs (15751422),Packers (15752131),,2. Your current lineup is listed next to each entry (blank for reservations)
2350447220,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2350447221,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2350447222,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,5. For faster processing only include entries you are changing in the file you upload
2350447223,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,
2350447224,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2350447333,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,AJ McCarron (15751380),AJ McCarron,15751380,QB,4800,HOU@CLE 11/15/2020 01:00PM ET,HOU,0
2350447334,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Darius Slayton (15751716),Darius Slayton,15751716,WR/FLEX,4800,PHI@NYG 11/15/2020 01:00PM ET,NYG,11.67
2350447335,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Malcolm Brown (15751474),Malcolm Brown,15751474,RB/FLEX,4700,SEA@LAR 11/15/2020 04:25PM ET,LAR,8.91
2350447336,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Cole Beasley (15751718),Cole Beasley,15751718,WR/FLEX,4700,BUF@ARI 11/15/2020 04:05PM ET,BUF,12.81
2350447337,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,P.J. Walker (15751382),P.J. Walker,15751382,QB,4700,TB@CAR 11/15/2020 01:00PM ET,CAR,0.12
2350447338,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Rob Gronkowski (15751952),Rob Gronkowski,15751952,TE/FLEX,4700,TB@CAR 11/15/2020 01:00PM ET,TB,8.59
2350447339,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Justin Jackson (15751472),Justin Jackson,15751472,RB/FLEX,4700,LAC@MIA 11/15/2020 04:05PM ET,LAC,9.32
2350447340,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Taysom Hill (15751384),Taysom Hill,15751384,QB,4600,SF@NO 11/15/2020 04:25PM ET,NO,5.24
2350447341,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Jared Cook (15751954),Jared Cook,15751954,TE/FLEX,4600,SF@NO 11/15/2020 04:25PM ET,NO,10.27
2350447342,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Mike Glennon (15751383),Mike Glennon,15751383,QB,4600,JAX@GB 11/15/2020 01:00PM ET,JAX,0
2350447343,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Rashard Higgins (15751720),Rashard Higgins,15751720,WR/FLEX,4600,HOU@CLE 11/15/2020 01:00PM ET,CLE,8.94
2350447344,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Devonta Freeman (15751478),Devonta Freeman,15751478,RB/FLEX,4600,PHI@NYG 11/15/2020 01:00PM ET,NYG,7.2
2350447345,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Marcus Mariota (15751385),Marcus Mariota,15751385,QB,4500,DEN@LV 11/15/2020 04:05PM ET,LV,0
2350447346,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Henry Ruggs III (15751722),Henry Ruggs III,15751722,WR/FLEX,4500,DEN@LV 11/15/2020 04:05PM ET,LV,7.37
2350447347,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Carlos Hyde (15751480),Carlos Hyde,15751480,RB/FLEX,4500,SEA@LAR 11/15/2020 04:25PM ET,SEA,8.48
2350447348,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Wayne Gallman Jr. (15751482),Wayne Gallman Jr.,15751482,RB/FLEX,4500,PHI@NYG 11/15/2020 01:00PM ET,NYG,8.43
2350447349,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Evan Engram (15751956),Evan Engram,15751956,TE/FLEX,4500,PHI@NYG 11/15/2020 01:00PM ET,NYG,9.26
2350447350,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Kendrick Bourne (15751726),Kendrick Bourne,15751726,WR/FLEX,4400,SF@NO 11/15/2020 04:25PM ET,SF,8.28
2350447351,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Marquez Valdes-Scantling (15751724),Marquez Valdes-Scantling,15751724,WR/FLEX,4400,JAX@GB 11/15/2020 01:00PM ET,GB,8.59
2350447352,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Will Grier (15751386),Will Grier,15751386,QB,4400,TB@CAR 11/15/2020 01:00PM ET,CAR,0
2350447353,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,A.J. Green (15751728),A.J. Green,15751728,WR/FLEX,4400,CIN@PIT 11/15/2020 04:25PM ET,CIN,7.82
2350447354,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Eric Ebron (15751958),Eric Ebron,15751958,TE/FLEX,4400,CIN@PIT 11/15/2020 04:25PM ET,PIT,9.31
2350447355,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,DST,Steelers  (15752130),Steelers ,15752130,DST,4400,CIN@PIT 11/15/2020 04:25PM ET,PIT,10.12
2350447356,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Joshua Kelley (15751484),Joshua Kelley,15751484,RB/FLEX,4400,LAC@MIA 11/15/2020 04:05PM ET,LAC,8.29
2350447357,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Nathan Peterman (15751388),Nathan Peterman,15751388,QB,4300,DEN@LV 11/15/2020 04:05PM ET,LV,0
2350447358,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Devin Singletary (15751486),Devin Singletary,15751486,RB/FLEX,4300,BUF@ARI 11/15/2020 04:05PM ET,BUF,9.76
2350447359,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Ryan Finley (15751387),Ryan Finley,15751387,QB,4300,CIN@PIT 11/15/2020 04:25PM ET,CIN,0
2350447360,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Preston Williams (15751730),Preston Williams,15751730,WR/FLEX,4300,LAC@MIA 11/15/2020 04:05PM ET,MIA,9.72
2350447361,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Mike Gesicki (15751960),Mike Gesicki,15751960,TE/FLEX,4300,LAC@MIA 11/15/2020 04:05PM ET,MIA,8.76
2350447362,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Hunter Renfrow (15751734),Hunter Renfrow,15751734,WR/FLEX,4200,DEN@LV 11/15/2020 04:05PM ET,LV,9.49
2350447363,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Tre'Quan Smith (15751732),Tre'Quan Smith,15751732,WR/FLEX,4200,SF@NO 11/15/2020 04:25PM ET,NO,9.31
2350447364,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Cam Akers (15751490),Cam Akers,15751490,RB/FLEX,4200,SEA@LAR 11/15/2020 04:25PM ET,LAR,3.82
2350447365,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Matt Barkley (15751389),Matt Barkley,15751389,QB,4200,BUF@ARI 11/15/2020 04:05PM ET,BUF,0.88
2350447366,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Jalen Hurts (15751390),Jalen Hurts,15751390,QB,4200,PHI@NYG 11/15/2020 01:00PM ET,PHI,1.25
2350466082,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Jalen Reagor (15751736),Jalen Reagor,15751736,WR/FLEX,4200,PHI@NYG 11/15/2020 01:00PM ET,PHI,9.27
2350466129,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Dallas Goedert (15751962),Dallas Goedert,15751962,TE/FLEX,4200,PHI@NYG 11/15/2020 01:00PM ET,PHI,9.58
2350466436,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jordan Howard (15751488),Jordan Howard,15751488,RB/FLEX,4200,LAC@MIA 11/15/2020 04:05PM ET,MIA,5.6
2350466437,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Tim Boyle (15751393),Tim Boyle,15751393,QB,4100,JAX@GB 11/15/2020 01:00PM ET,GB,-0.1
2350466438,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Geno Smith (15751392),Geno Smith,15751392,QB,4100,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
2350466439,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Mason Rudolph (15751391),Mason Rudolph,15751391,QB,4100,CIN@PIT 11/15/2020 04:25PM ET,PIT,0.03
2350466440,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,DeAndre Washington (15751492),DeAndre Washington,15751492,RB/FLEX,4100,LAC@MIA 11/15/2020 04:05PM ET,MIA,1.7
2350466441,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Hunter Henry (15751964),Hunter Henry,15751964,TE/FLEX,4100,LAC@MIA 11/15/2020 04:05PM ET,LAC,9.34
2350466442,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,David Blough (15751407),David Blough,15751407,QB,4000,WAS@DET 11/15/2020 01:00PM ET,DET,0
2350466443,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Peyton Barber (15751626),Peyton Barber,15751626,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,WAS,3.58
2350466444,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Bryce Love (15751628),Bryce Love,15751628,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466445,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Adrian Peterson (15751630),Adrian Peterson,15751630,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,DET,7.99
2350466446,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Kerryon Johnson (15751632),Kerryon Johnson,15751632,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,DET,5.54
2350466447,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jonathan Williams (15751634),Jonathan Williams,15751634,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,DET,0
2350466448,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jason Cabinda (15751636),Jason Cabinda,15751636,RB/FLEX,4000,WAS@DET 11/15/2020 01:00PM ET,DET,0.7
2350466449,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Brett Rypien (15751398),Brett Rypien,15751398,QB,4000,DEN@LV 11/15/2020 04:05PM ET,DEN,7.65
2350466450,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Jeff Driskel (15751406),Jeff Driskel,15751406,QB,4000,DEN@LV 11/15/2020 04:05PM ET,DEN,10.69
2350466451,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jalen Richard (15751612),Jalen Richard,15751612,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,LV,4.41
2350466452,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Devontae Booker (15751614),Devontae Booker,15751614,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,LV,6.04
2350466453,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Theo Riddick (15751616),Theo Riddick,15751616,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,LV,1.3
2350466454,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Alec Ingold (15751618),Alec Ingold,15751618,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,LV,3.11
2350466455,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Royce Freeman (15751620),Royce Freeman,15751620,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,DEN,3.27
2350466456,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,LeVante Bellamy (15751622),LeVante Bellamy,15751622,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,DEN,0
2350466457,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jeremy Cox (15751624),Jeremy Cox,15751624,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,DEN,0
2350466458,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jeff Wilson Jr. (15751498),Jeff Wilson Jr.,15751498,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,SF,12.56
