Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2897172873,$5K Wrangler Long Live Sports Series,115248071,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,1. Column A lists all of your contest entries for this draftgroup
2897172875,Draft Time Matchups presented by Miller Lite,115248121,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,2. Your current lineup is listed next to each entry (blank for reservations)
2897188771,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2897188772,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2897188773,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,5. For faster processing only include entries you are changing in the file you upload
2897188774,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,
2897188775,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2897188882,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,David Johnson (19624683),David Johnson,19624683,RB/FLEX,4600,HOU@IND 10/17/2021 01:00PM ET,HOU,7.5
2897188883,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Khalil Herbert (19624685),Khalil Herbert,19624685,RB/FLEX,4600,GB@CHI 10/17/2021 01:00PM ET,CHI,1.64
2897188884,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Rondale Moore (19624921),Rondale Moore,19624921,WR/FLEX,4600,ARI@CLE 10/17/2021 04:05PM ET,ARI,12.4
2897188885,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Quintez Cephus (19624923),Quintez Cephus,19624923,WR/FLEX,4500,CIN@DET 10/17/2021 01:00PM ET,DET,9.88
2897188886,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Le'Veon Bell (19624687),Le'Veon Bell,19624687,RB/FLEX,4500,LAC@BAL 10/17/2021 01:00PM ET,BAL,1.1
2897188887,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Case Keenum (19624574),Case Keenum,19624574,QB,4500,ARI@CLE 10/17/2021 04:05PM ET,CLE,0
2897188888,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Rhamondre Stevenson (19624689),Rhamondre Stevenson,19624689,RB/FLEX,4500,DAL@NE 10/17/2021 04:25PM ET,NE,1.7
2897188889,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Zach Pascal (19624925),Zach Pascal,19624925,WR/FLEX,4400,HOU@IND 10/17/2021 01:00PM ET,IND,11.28
2897188890,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jerick McKinnon (19624695),Jerick McKinnon,19624695,RB/FLEX,4400,KC@WAS 10/17/2021 01:00PM ET,KC,1.18
2897188891,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,Tyler Higbee (19625243),Tyler Higbee,19625243,TE/FLEX,4400,LAR@NYG 10/17/2021 01:00PM ET,LAR,9.12
2897188892,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Larry Rountree III (19624693),Larry Rountree III,19624693,RB/FLEX,4400,LAC@BAL 10/17/2021 01:00PM ET,LAC,1.38
2897188893,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Nick Mullens (19624575),Nick Mullens,19624575,QB,4400,ARI@CLE 10/17/2021 04:05PM ET,CLE,0
2897188894,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Rashard Higgins (19624927),Rashard Higgins,19624927,WR/FLEX,4400,ARI@CLE 10/17/2021 04:05PM ET,CLE,6.26
2897188895,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Peyton Barber (19624691),Peyton Barber,19624691,RB/FLEX,4400,LV@DEN 10/17/2021 04:25PM ET,LV,9.8
2897188896,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Darnell Mooney (19624929),Darnell Mooney,19624929,WR/FLEX,4300,GB@CHI 10/17/2021 01:00PM ET,CHI,10.02
2897188897,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Sony Michel (19624699),Sony Michel,19624699,RB/FLEX,4300,LAR@NYG 10/17/2021 01:00PM ET,LAR,5.46
2897188898,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Tyler Huntley (19624577),Tyler Huntley,19624577,QB,4300,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897188899,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Sammy Watkins (19624931),Sammy Watkins,19624931,WR/FLEX,4300,LAC@BAL 10/17/2021 01:00PM ET,BAL,9.44
2897188900,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Sean Mannion (19624576),Sean Mannion,19624576,QB,4300,MIN@CAR 10/17/2021 01:00PM ET,MIN,0
2897188901,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Kenyan Drake (19624697),Kenyan Drake,19624697,RB/FLEX,4300,LV@DEN 10/17/2021 04:25PM ET,LV,6.5
2897188902,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Mark Ingram II (19624701),Mark Ingram II,19624701,RB/FLEX,4200,HOU@IND 10/17/2021 01:00PM ET,HOU,5.8
2897188903,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Jordan Love (19624578),Jordan Love,19624578,QB,4200,GB@CHI 10/17/2021 01:00PM ET,GB,0.71
2897188904,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Mecole Hardman (19624933),Mecole Hardman,19624933,WR/FLEX,4200,KC@WAS 10/17/2021 01:00PM ET,KC,10.12
2897188905,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,Logan Thomas (19625245),Logan Thomas,19625245,TE/FLEX,4200,KC@WAS 10/17/2021 01:00PM ET,WAS,8.68
2897188906,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Amon-Ra St. Brown (19624935),Amon-Ra St. Brown,19624935,WR/FLEX,4200,CIN@DET 10/17/2021 01:00PM ET,DET,7.36
2897188907,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Brett Hundley (19624581),Brett Hundley,19624581,QB,4100,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897188908,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,T.Y. Hilton (19624937),T.Y. Hilton,19624937,WR/FLEX,4100,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897188909,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Chad Henne (19624580),Chad Henne,19624580,QB,4100,KC@WAS 10/17/2021 01:00PM ET,KC,0
2897188910,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,John Wolford (19624579),John Wolford,19624579,QB,4100,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
2897188911,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,J.J. Taylor (19624703),J.J. Taylor,19624703,RB/FLEX,4100,DAL@NE 10/17/2021 04:25PM ET,NE,0.93
2897188912,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Kyle Sloter (19624590),Kyle Sloter,19624590,QB,4000,-,FA,0
2897188913,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Nate Stanley (19624597),Nate Stanley,19624597,QB,4000,-,FA,0
2897188914,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Rodney Smith (19624751),Rodney Smith,19624751,RB/FLEX,4000,-,FA,4.9
2897188915,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Xavier Jones (19624813),Xavier Jones,19624813,RB/FLEX,4000,-,FA,0
2897188916,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Jacob Eason (19624608),Jacob Eason,19624608,QB,4000,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897188917,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Sam Ehlinger (19624609),Sam Ehlinger,19624609,QB,4000,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897188918,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Jeff Driskel (19624610),Jeff Driskel,19624610,QB,4000,HOU@IND 10/17/2021 01:00PM ET,HOU,0
2897188919,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Deshaun Watson (19624611),Deshaun Watson,19624611,QB,4000,HOU@IND 10/17/2021 01:00PM ET,HOU,0
2897198261,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Marlon Mack (19624837),Marlon Mack,19624837,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,IND,3.77
2897172876,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jordan Wilkins (19624839),Jordan Wilkins,19624839,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897172877,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Deon Jackson (19624841),Deon Jackson,19624841,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,IND,0
2897172878,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Phillip Lindsay (19624843),Phillip Lindsay,19624843,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,HOU,4.04
2897172879,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Rex Burkhead (19624845),Rex Burkhead,19624845,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,HOU,0.75
2897172880,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Scottie Phillips (19624847),Scottie Phillips,19624847,RB/FLEX,4000,HOU@IND 10/17/2021 01:00PM ET,HOU,0
2897172881,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Kurt Benkert (19624607),Kurt Benkert,19624607,QB,4000,GB@CHI 10/17/2021 01:00PM ET,GB,0
2897172882,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Kylin Hill (19624829),Kylin Hill,19624829,RB/FLEX,4000,GB@CHI 10/17/2021 01:00PM ET,GB,0.74
2897172883,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Patrick Taylor (19624831),Patrick Taylor,19624831,RB/FLEX,4000,GB@CHI 10/17/2021 01:00PM ET,GB,0
2897172884,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Ryan Nall (19624833),Ryan Nall,19624833,RB/FLEX,4000,GB@CHI 10/17/2021 01:00PM ET,CHI,0
2897172885,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Tarik Cohen (19624835),Tarik Cohen,19624835,RB/FLEX,4000,GB@CHI 10/17/2021 01:00PM ET,CHI,0
2897172886,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Marquez Valdes-Scantling (19624945),Marquez Valdes-Scantling,19624945,WR/FLEX,4000,GB@CHI 10/17/2021 01:00PM ET,GB,6.53
2897172887,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Kyle Shurmur (19624605),Kyle Shurmur,19624605,QB,4000,KC@WAS 10/17/2021 01:00PM ET,WAS,0
2897172888,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Shane Buechele (19624606),Shane Buechele,19624606,QB,4000,KC@WAS 10/17/2021 01:00PM ET,KC,0
2897172889,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jaret Patterson (19624821),Jaret Patterson,19624821,RB/FLEX,4000,KC@WAS 10/17/2021 01:00PM ET,WAS,0.88
2897172890,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jonathan Williams (19624823),Jonathan Williams,19624823,RB/FLEX,4000,KC@WAS 10/17/2021 01:00PM ET,WAS,0
2897172891,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Michael Burton (19624825),Michael Burton,19624825,RB/FLEX,4000,KC@WAS 10/17/2021 01:00PM ET,KC,0.6
2897172892,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Derrick Gore (19624827),Derrick Gore,19624827,RB/FLEX,4000,KC@WAS 10/17/2021 01:00PM ET,KC,0
2897172893,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Brian Lewerke (19624603),Brian Lewerke,19624603,QB,4000,LAR@NYG 10/17/2021 01:00PM ET,NYG,0
2897172894,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Bryce Perkins (19624604),Bryce Perkins,19624604,QB,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
