Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1715099651,NFL $100K FREE 100th Season Contest,79801095,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,1. Column A lists all of your contest entries for this draftgroup
1715099652,AutoNation Free Football Challenge,79913750,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,2. Your current lineup is listed next to each entry (blank for reservations)
1715099653,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1715099654,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1715099655,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,5. For faster processing only include entries you are changing in the file you upload
1715099656,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,
1715099657,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1715099233,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Tim Boyle (13693732),Tim Boyle,13693732,QB,4200,CAR@GB 11/10/2019 04:25PM ET,GB,-0.3
1715099234,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Wayne Gallman Jr. (13693809),Wayne Gallman Jr.,13693809,RB/FLEX,4200,NYG@NYJ 11/10/2019 01:00PM ET,NYG,5.95
1715099235,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Darius Slayton (13693991),Darius Slayton,13693991,WR/FLEX,4200,NYG@NYJ 11/10/2019 01:00PM ET,NYG,8.9
1715099236,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Ryan Griffin (13693734),Ryan Griffin,13693734,QB,4200,ARI@TB 11/10/2019 01:00PM ET,TB,0
1715099237,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Blake Bortles (13693733),Blake Bortles,13693733,QB,4200,LAR@PIT 11/10/2019 04:25PM ET,LAR,0
1715099238,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,David Blough (13693737),David Blough,13693737,QB,4100,DET@CHI 11/10/2019 01:00PM ET,DET,0
1715099239,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Jeff Driskel (13693738),Jeff Driskel,13693738,QB,4100,DET@CHI 11/10/2019 01:00PM ET,DET,0
1715099240,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Ty Johnson (13693807),Ty Johnson,13693807,RB/FLEX,4100,DET@CHI 11/10/2019 01:00PM ET,DET,3.9
1715099241,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Jake Dolegala (13693735),Jake Dolegala,13693735,QB,4100,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
1715099242,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Garrett Gilbert (13693736),Garrett Gilbert,13693736,QB,4100,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
1715099243,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Cole Beasley (13693993),Cole Beasley,13693993,WR/FLEX,4100,BUF@CLE 11/10/2019 01:00PM ET,BUF,11.09
1715099244,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Will Grier (13693739),Will Grier,13693739,QB,4100,CAR@GB 11/10/2019 04:25PM ET,CAR,0
1715099245,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Ito Smith (13693813),Ito Smith,13693813,RB/FLEX,4100,ATL@NO 11/10/2019 01:00PM ET,ATL,5.19
1715099246,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Jared Cook (13694161),Jared Cook,13694161,TE/FLEX,4100,ATL@NO 11/10/2019 01:00PM ET,NO,7.3
1715099247,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Ty Montgomery (13693817),Ty Montgomery,13693817,RB/FLEX,4100,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,1.65
1715099248,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Chester Rogers (13693995),Chester Rogers,13693995,WR/FLEX,4100,MIA@IND 11/10/2019 04:05PM ET,IND,4.44
1715099249,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Darrell Henderson Jr. (13693815),Darrell Henderson Jr.,13693815,RB/FLEX,4100,LAR@PIT 11/10/2019 04:25PM ET,LAR,3.27
1715099250,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Taylor Gabriel (13693997),Taylor Gabriel,13693997,WR/FLEX,4000,DET@CHI 11/10/2019 01:00PM ET,CHI,10.15
1715099251,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Trace McSorley (13693748),Trace McSorley,13693748,QB,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0
1715099252,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Giovani Bernard (13693825),Giovani Bernard,13693825,RB/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,CIN,4.82
1715099253,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Auden Tate (13693999),Auden Tate,13693999,WR/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,CIN,10.16
1715099254,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Willie Snead IV (13694003),Willie Snead IV,13694003,WR/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,6.62
1715099255,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,DST,Ravens  (13694303),Ravens ,13694303,DST,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,7.12
1715099256,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Frank Gore (13693823),Frank Gore,13693823,RB/FLEX,4000,BUF@CLE 11/10/2019 01:00PM ET,BUF,8.81
1715099257,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Jordan Scarlett (13693819),Jordan Scarlett,13693819,RB/FLEX,4000,CAR@GB 11/10/2019 04:25PM ET,CAR,0.15
1715099258,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Jimmy Graham (13694163),Jimmy Graham,13694163,TE/FLEX,4000,CAR@GB 11/10/2019 04:25PM ET,GB,7.57
1715099259,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Taysom Hill (13693743),Taysom Hill,13693743,QB,4000,ATL@NO 11/10/2019 01:00PM ET,NO,5.56
1715099260,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Alex Tanney (13693744),Alex Tanney,13693744,QB,4000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0
1715099261,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Blaine Gabbert (13693747),Blaine Gabbert,13693747,QB,4000,ARI@TB 11/10/2019 01:00PM ET,TB,0
1715099262,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Chad Henne (13693742),Chad Henne,13693742,QB,4000,KC@TEN 11/10/2019 01:00PM ET,KC,0
1715099263,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Mecole Hardman (13694001),Mecole Hardman,13694001,WR/FLEX,4000,KC@TEN 11/10/2019 01:00PM ET,KC,8.91
1715099264,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Andrew Luck (13693740),Andrew Luck,13693740,QB,4000,MIA@IND 11/10/2019 04:05PM ET,IND,0
1715099265,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Chad Kelly (13693741),Chad Kelly,13693741,QB,4000,MIA@IND 11/10/2019 04:05PM ET,IND,0
1715099266,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Jordan Wilkins (13693827),Jordan Wilkins,13693827,RB/FLEX,4000,MIA@IND 11/10/2019 04:05PM ET,IND,2.65
1715099267,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Paxton Lynch (13693745),Paxton Lynch,13693745,QB,4000,LAR@PIT 11/10/2019 04:25PM ET,PIT,0
1715099268,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Ben Roethlisberger (13693746),Ben Roethlisberger,13693746,QB,4000,LAR@PIT 11/10/2019 04:25PM ET,PIT,6.87
1715099269,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,T.J. Hockenson (13694165),T.J. Hockenson,13694165,TE/FLEX,3900,DET@CHI 11/10/2019 01:00PM ET,DET,8.32
1715099270,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Alex Erickson (13694005),Alex Erickson,13694005,WR/FLEX,3900,BAL@CIN 11/10/2019 01:00PM ET,CIN,7.85
1715099271,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Geronimo Allison (13694007),Geronimo Allison,13694007,WR/FLEX,3900,CAR@GB 11/10/2019 04:25PM ET,GB,5.8
1715099272,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Brian Hill (13693831),Brian Hill,13693831,RB/FLEX,3900,ATL@NO 11/10/2019 01:00PM ET,ATL,3.35
1715099273,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,KeeSean Johnson (13694009),KeeSean Johnson,13694009,WR/FLEX,3900,ARI@TB 11/10/2019 01:00PM ET,ARI,5.58
1715099274,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Dion Lewis (13693829),Dion Lewis,13693829,RB/FLEX,3900,KC@TEN 11/10/2019 01:00PM ET,TEN,4.03
1715099275,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Eric Ebron (13694167),Eric Ebron,13694167,TE/FLEX,3900,MIA@IND 11/10/2019 04:05PM ET,IND,7.6
1715099276,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Allen Lazard (13694011),Allen Lazard,13694011,WR/FLEX,3800,CAR@GB 11/10/2019 04:25PM ET,GB,4.48
1715099277,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Chris Herndon (13694169),Chris Herndon,13694169,TE/FLEX,3800,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
1715099278,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Kalen Ballage (13693833),Kalen Ballage,13693833,RB/FLEX,3800,MIA@IND 11/10/2019 04:05PM ET,MIA,3.38
1715099279,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Parris Campbell (13694013),Parris Campbell,13694013,WR/FLEX,3800,MIA@IND 11/10/2019 04:05PM ET,IND,5.82
1715099280,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Benny Snell Jr. (13693835),Benny Snell Jr.,13693835,RB/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,PIT,2.03
1715099281,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Josh Reynolds (13694015),Josh Reynolds,13694015,WR/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,LAR,2.7
1715099282,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Vance McDonald (13694171),Vance McDonald,13694171,TE/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,PIT,8.23
1715099283,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Justice Hill (13693841),Justice Hill,13693841,RB/FLEX,3700,BAL@CIN 11/10/2019 01:00PM ET,BAL,1.68
1715099284,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Reggie Bonnafon (13693839),Reggie Bonnafon,13693839,RB/FLEX,3700,CAR@GB 11/10/2019 04:25PM ET,CAR,2.31
1715099285,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Ted Ginn Jr. (13694019),Ted Ginn Jr.,13694019,WR/FLEX,3700,ATL@NO 11/10/2019 01:00PM ET,NO,7.49
1715099286,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,DST,Saints  (13694304),Saints ,13694304,DST,3700,ATL@NO 11/10/2019 01:00PM ET,NO,9
1715099287,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Peyton Barber (13693837),Peyton Barber,13693837,RB/FLEX,3700,ARI@TB 11/10/2019 01:00PM ET,TB,7
1715099288,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Cameron Brate (13694173),Cameron Brate,13694173,TE/FLEX,3700,ARI@TB 11/10/2019 01:00PM ET,TB,5.26
1715099289,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Demarcus Robinson (13694017),Demarcus Robinson,13694017,WR/FLEX,3700,KC@TEN 11/10/2019 01:00PM ET,KC,8.48
