Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
888446566,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,1. Column A lists all of your contest entries for this draftgroup
888456928,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,2. Your current lineup is listed next to each entry (blank for reservations)
888456929,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
888456930,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
888456931,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,5. For faster processing only include entries you are changing in the file you upload
888456932,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,
888456933,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,Position,Name + ID,Name,ID,Salary,Game Info,TeamAbbrev
888457051,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Bryce Petty (9683456),Bryce Petty,9683456,4000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457052,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Christian Hackenberg (9683457),Christian Hackenberg,9683457,4000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457053,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Elijah McGuire (9683462),Elijah McGuire,9683462,4000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457054,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Ryan Griffin (9683553),Ryan Griffin,9683553,4000,CAR@TB 10/29/2017 01:00PM ET,TB,
888457055,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Jacquizz Rodgers (9683556),Jacquizz Rodgers,9683556,4000,CAR@TB 10/29/2017 01:00PM ET,TB,
888457056,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Garrett Gilbert (9683583),Garrett Gilbert,9683583,4000,CAR@TB 10/29/2017 01:00PM ET,CAR,
888457057,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,D'Onta Foreman (9683615),D'Onta Foreman,9683615,4000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
888457058,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Paul Richardson (9683654),Paul Richardson,9683654,4000,HOU@SEA 10/29/2017 04:05PM ET,SEA,
888457059,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Kellen Moore (9683673),Kellen Moore,9683673,4000,DAL@WAS 10/29/2017 04:25PM ET,DAL,
888457060,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Jordan Matthews (9683174),Jordan Matthews,9683174,3900,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457061,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Jared Cook (9683216),Jared Cook,9683216,3900,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457062,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Branden Oliver (9683331),Branden Oliver,9683331,3900,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457063,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Travis Benjamin (9683345),Travis Benjamin,9683345,3900,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457064,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Corey Clement (9683495),Corey Clement,9683495,3900,SF@PHI 10/29/2017 01:00PM ET,PHI,
888457065,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Torrey Smith (9683503),Torrey Smith,9683503,3900,SF@PHI 10/29/2017 01:00PM ET,PHI,
888457066,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Marquise Goodwin (9683530),Marquise Goodwin,9683530,3900,SF@PHI 10/29/2017 01:00PM ET,SF,
888457067,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Josh Doctson (9683719),Josh Doctson,9683719,3900,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457068,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Mike Tolbert (9683168),Mike Tolbert,9683168,3800,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457069,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Jeremy Kerley (9683472),Jeremy Kerley,9683472,3800,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457070,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,DST,Eagles  (9683517),Eagles ,9683517,3800,SF@PHI 10/29/2017 01:00PM ET,PHI,
888457071,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Deonte Thompson (9683186),Deonte Thompson,9683186,3700,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457072,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Giovani Bernard (9683228),Giovani Bernard,9683228,3700,IND@CIN 10/29/2017 01:00PM ET,CIN,
888457073,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Brandon LaFell (9683236),Brandon LaFell,9683236,3700,IND@CIN 10/29/2017 01:00PM ET,CIN,
888457074,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Phillip Dorsett (9683313),Phillip Dorsett,9683313,3700,LAC@NE 10/29/2017 01:00PM ET,NE,
888457075,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Justin Hardy (9683440),Justin Hardy,9683440,3700,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888457076,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Adam Humphries (9683566),Adam Humphries,9683566,3700,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,RB,Alfred Blue (9683617),Alfred Blue,9683617,3700,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,RB,C.J. Prosise (9683644),C.J. Prosise,9683644,3700,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,TE,Vernon Davis (9683727),Vernon Davis,9683727,3700,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,DST,Bengals  (9683258),Bengals ,9683258,3600,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,RB,Rex Burkhead (9683301),Rex Burkhead,9683301,3600,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,WR,Malcolm Mitchell (9683315),Malcolm Mitchell,9683315,3600,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,WR,Mike Williams (9683343),Mike Williams,9683343,3600,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,RB,Kenjon Barner (9683497),Kenjon Barner,9683497,3600,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,WR,Aldrick Robinson (9683532),Aldrick Robinson,9683532,3600,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,TE,George Kittle (9683540),George Kittle,9683540,3600,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,RB,Jonathan Stewart (9683586),Jonathan Stewart,9683586,3600,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,RB,Thomas Rawls (9683642),Thomas Rawls,9683642,3600,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,WR,Terrance Williams (9683688),Terrance Williams,9683688,3600,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,WR,Zay Jones (9683176),Zay Jones,9683176,3500,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,WR,Donte Moncrief (9683274),Donte Moncrief,9683274,3500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,TE,Jack Doyle (9683282),Jack Doyle,9683282,3500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,RB,Austin Ekeler (9683333),Austin Ekeler,9683333,3500,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,WR,Kendall Wright (9683371),Kendall Wright,9683371,3500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,WR,Brandon Coleman (9683411),Brandon Coleman,9683411,3500,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,WR,Marvin Hall (9683442),Marvin Hall,9683442,3500,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,WR,Andre Roberts (9683444),Andre Roberts,9683444,3500,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,RB,Eddie Lacy (9683646),Eddie Lacy,9683646,3500,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,RB,Mack Brown (9683713),Mack Brown,9683713,3500,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,WR,Ryan Grant (9683721),Ryan Grant,9683721,3500,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,DST,Saints  (9683423),Saints ,9683423,3400,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,RB,Charles Sims (9683558),Charles Sims,9683558,3400,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,WR,Russell Shepard (9683598),Russell Shepard,9683598,3400,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,TE,Ed Dickson (9683606),Ed Dickson,9683606,3400,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,WR,Brice Butler (9683690),Brice Butler,9683690,3400,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,WR,Seth Roberts (9683210),Seth Roberts,9683210,3300,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,RB,Jeremy Hill (9683230),Jeremy Hill,9683230,3300,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Curtis Samuel (9683600),Curtis Samuel,9683600,3300,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,WR,Bruce Ellington (9683627),Bruce Ellington,9683627,3300,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,RB,J.D. McKissic (9683648),J.D. McKissic,9683648,3300,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,WR,Brandon Tate (9683178),Brandon Tate,9683178,3200,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,WR,Andre Holmes (9683180),Andre Holmes,9683180,3200,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,WR,John Ross (9683238),John Ross,9683238,3200,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Markus Wheaton (9683373),Markus Wheaton,9683373,3200,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,TE,Zach Miller (9683381),Zach Miller,9683381,3200,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,WR,Nick Williams (9683446),Nick Williams,9683446,3200,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,WR,Trent Taylor (9683534),Trent Taylor,9683534,3200,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,DST,Seahawks  (9683670),Seahawks ,9683670,3200,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,RB,Rod Smith (9683680),Rod Smith,9683680,3200,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,TE,Nick O'Leary (9683190),Nick O'Leary,9683190,3100,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,WR,Tyler Boyd (9683240),Tyler Boyd,9683240,3100,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Tanner Gentry (9683379),Tanner Gentry,9683379,3100,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,DST,Falcons  (9683454),Falcons ,9683454,3100,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,TE,Ryan Griffin (9683633),Ryan Griffin,9683633,3100,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,RB,Taiwan Jones (9683170),Taiwan Jones,9683170,3000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,RB,Patrick DiMarco (9683172),Patrick DiMarco,9683172,3000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,WR,Walter Powell (9683184),Walter Powell,9683184,3000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,RB,Jamize Olawale (9683204),Jamize Olawale,9683204,3000,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (9683212),Cordarrelle Patterson,9683212,3000,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,WR,Johnny Holton (9683214),Johnny Holton,9683214,3000,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,RB,Tra Carson (9683232),Tra Carson,9683232,3000,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Alex Erickson (9683242),Alex Erickson,9683242,3000,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Cody Core (9683244),Cody Core,9683244,3000,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,WR,Josh Malone (9683246),Josh Malone,9683246,3000,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,TE,Tyler Kroft (9683248),Tyler Kroft,9683248,3000,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,RB,Matt Jones (9683266),Matt Jones,9683266,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,RB,George Winn (9683268),George Winn,9683268,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,RB,Josh Ferguson (9683270),Josh Ferguson,9683270,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,WR,Quan Bray (9683276),Quan Bray,9683276,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,WR,Kamar Aiken (9683278),Kamar Aiken,9683278,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,WR,Chester Rogers (9683280),Chester Rogers,9683280,3000,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,RB,Brandon Bolden (9683303),Brandon Bolden,9683303,3000,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,RB,James Develin (9683305),James Develin,9683305,3000,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,WR,Matthew Slater (9683317),Matthew Slater,9683317,3000,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,RB,Andre Williams (9683335),Andre Williams,9683335,3000,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,RB,Derek Watt (9683337),Derek Watt,9683337,3000,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,WR,Dontrelle Inman (9683347),Dontrelle Inman,9683347,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,RB,Taquan Mizzell (9683365),Taquan Mizzell,9683365,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,RB,Michael Burton (9683367),Michael Burton,9683367,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,RB,Benny Cunningham (9683369),Benny Cunningham,9683369,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,WR,Josh Bellamy (9683375),Josh Bellamy,9683375,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,WR,Tre McBride (9683377),Tre McBride,9683377,3000,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,RB,Trey Edmunds (9683399),Trey Edmunds,9683399,3000,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,RB,Zach Line (9683401),Zach Line,9683401,3000,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,RB,Daniel Lasco II (9683403),Daniel Lasco II,9683403,3000,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,WR,Tommylee Lewis (9683413),Tommylee Lewis,9683413,3000,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,WR,Austin Carr (9683415),Austin Carr,9683415,3000,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,RB,Terron Ward (9683430),Terron Ward,9683430,3000,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,RB,Derrick Coleman (9683432),Derrick Coleman,9683432,3000,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,RB,Travaris Cadet (9683464),Travaris Cadet,9683464,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,RB,Lawrence Thomas (9683466),Lawrence Thomas,9683466,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,WR,Lucky Whitehead (9683474),Lucky Whitehead,9683474,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,WR,Jalin Marshall (9683476),Jalin Marshall,9683476,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,WR,ArDarius Stewart (9683478),ArDarius Stewart,9683478,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,WR,Chad Hansen (9683480),Chad Hansen,9683480,3000,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,WR,Marcus Johnson (9683505),Marcus Johnson,9683505,3000,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,WR,Mack Hollins (9683507),Mack Hollins,9683507,3000,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,WR,Shelton Gibson (9683509),Shelton Gibson,9683509,3000,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,RB,Kyle Juszczyk (9683524),Kyle Juszczyk,9683524,3000,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,RB,Raheem Mostert (9683526),Raheem Mostert,9683526,3000,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,WR,Victor Bolden Jr. (9683536),Victor Bolden Jr.,9683536,3000,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,WR,Kendrick Bourne (9683538),Kendrick Bourne,9683538,3000,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,WR,Kaelin Clay (9683182),Kaelin Clay,9683182,3000,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,RB,Peyton Barber (9683560),Peyton Barber,9683560,3000,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,WR,Bernard Reedy (9683568),Bernard Reedy,9683568,3000,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,WR,Chris Godwin (9683570),Chris Godwin,9683570,3000,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,RB,Fozzy Whittaker (9683588),Fozzy Whittaker,9683588,3000,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,RB,Alex Armah (9683590),Alex Armah,9683590,3000,CAR@TB 10/29/2017 01:00PM ET,CAR,
