Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Kyle Allen (15560271) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),T.Y. Hilton (15560572),Terry McLaurin (15560538) (LOCKED),Robert Woods (15560532) (LOCKED),Logan Thomas (15560884) (LOCKED),Ezekiel Elliott (15560282),Cardinals (15561041) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Brandon Aiyuk (15560564),T.Y. Hilton (15560572),DeVante Parker (15560544),George Kittle (15560848),Ezekiel Elliott (15560282),Jets (15561057) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Jarvis Landry (15560570),Deebo Samuel (15560562),Preston Williams (15560630),George Kittle (15560848),Ezekiel Elliott (15560282),WAS Football Team (15561055) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),Ezekiel Elliott (15560282),Brandon Aiyuk (15560564),Brandin Cooks (15560624) (LOCKED),Deebo Samuel (15560562),Mike Gesicki (15560862),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),James Conner (15560286) (LOCKED),David Johnson (15560324) (LOCKED),Cooper Kupp (15560528) (LOCKED),Terry McLaurin (15560538) (LOCKED),DJ Moore (15560542) (LOCKED),Logan Thomas (15560884) (LOCKED),Ezekiel Elliott (15560282),Ravens (15561044) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),Mike Davis (15560300) (LOCKED),Ezekiel Elliott (15560282),Cooper Kupp (15560528) (LOCKED),Terry McLaurin (15560538) (LOCKED),Isaiah Wright (15560786) (LOCKED),Darren Waller (15560854) (LOCKED),Kareem Hunt (15560296),49ers (15561045),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Kendrick Bourne (15560620),DeVante Parker (15560544),Olamide Zaccheaus (15560814) (LOCKED),George Kittle (15560848),Ezekiel Elliott (15560282),Rams (15561042) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270711810,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Derek Carr (15560240) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Tyreek Hill (15560518) (LOCKED),Hunter Renfrow (15560578) (LOCKED),Darius Slayton (15560586),Darren Waller (15560854) (LOCKED),Jonathan Taylor (15560306),Jaguars (15561052) (LOCKED),,QB,Dwayne Haskins Jr. (15560242) (LOCKED),Dwayne Haskins Jr.,15560242,QB,5100,In Progress,WAS,15.14
2270711811,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Lamar Jackson (15560217) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Marquise Brown (15560534) (LOCKED),A.J. Green (15560588) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Mark Andrews (15560852) (LOCKED),Antonio Gibson (15560328) (LOCKED),49ers (15561045),,RB,Rex Burkhead (15560332),Rex Burkhead,15560332,RB/FLEX,5000,Postponed,NE,13.22
2270711812,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),James Conner (15560286) (LOCKED),Mike Davis (15560300) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Chris Conley (15560664) (LOCKED),Tyreek Hill (15560518) (LOCKED),Darren Fells (15560894) (LOCKED),Kareem Hunt (15560296),Ravens (15561044) (LOCKED),,QB,Will Grier (15560243) (LOCKED),Will Grier,15560243,QB,5000,In Progress,CAR,0
2270711813,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Mike Davis (15560300) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Keelan Cole (15560592) (LOCKED),Will Fuller V (15560524) (LOCKED),Eric Ebron (15560878) (LOCKED),Jonathan Taylor (15560306),WAS Football Team (15561055) (LOCKED),,RB,Antonio Gibson (15560328) (LOCKED),Antonio Gibson,15560328,RB/FLEX,5000,In Progress,WAS,13.85
2270711814,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),James Conner (15560286) (LOCKED),Mike Davis (15560300) (LOCKED),Brandin Cooks (15560624) (LOCKED),Will Fuller V (15560524) (LOCKED),Tyreek Hill (15560518) (LOCKED),Tyler Eifert (15560892) (LOCKED),Kenyan Drake (15560316) (LOCKED),Cowboys (15561050),,QB,Matt Barkley (15560244),Matt Barkley,15560244,QB,5000,Postponed,BUF,0
2270711815,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Nelson Agholor (15560656) (LOCKED),Tyreek Hill (15560518) (LOCKED),Sammy Watkins (15560610) (LOCKED),Evan Engram (15560870),Jonathan Taylor (15560306),Steelers (15561043) (LOCKED),,RB,Jeff Wilson Jr. (15560330),Jeff Wilson Jr.,15560330,RB/FLEX,5000,MIA@SF 10/11/2020 04:05PM ET,SF,6.28
2270711816,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Amari Cooper (15560514),DeVante Parker (15560544),Darius Slayton (15560586),Dalton Schultz (15560866),Antonio Gibson (15560328) (LOCKED),Raiders (15561063) (LOCKED),,TE,Mike Gesicki (15560862),Mike Gesicki,15560862,TE/FLEX,5000,MIA@SF 10/11/2020 04:05PM ET,MIA,11.75
2270711817,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Brandin Cooks (15560624) (LOCKED),Kenny Stills (15560654) (LOCKED),Darren Waller (15560854) (LOCKED),Kareem Hunt (15560296),Steelers (15561043) (LOCKED),,WR,Sterling Shepard (15560568),Sterling Shepard,15560568,WR/FLEX,5000,NYG@DAL 10/11/2020 04:25PM ET,NYG,8.1
2270711818,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Michael Gallup (15560558),Diontae Johnson (15560552) (LOCKED),CeeDee Lamb (15560540),Evan Engram (15560870),Antonio Gibson (15560328) (LOCKED),Jaguars (15561052) (LOCKED),,WR,Jarvis Landry (15560570),Jarvis Landry,15560570,WR/FLEX,5000,IND@CLE 10/11/2020 04:25PM ET,CLE,10.40
2270711819,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),James Conner (15560286) (LOCKED),Mike Davis (15560300) (LOCKED),Brandon Aiyuk (15560564),Deebo Samuel (15560562),Preston Williams (15560630),Darren Waller (15560854) (LOCKED),Joe Mixon (15560302) (LOCKED),Rams (15561042) (LOCKED),,QB,Jarrett Stidham (15560246),Jarrett Stidham,15560246,QB,4900,Postponed,NE,4.7
2270711820,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Michael Gallup (15560558),DeAndre Hopkins (15560510) (LOCKED),Golden Tate (15560598),Evan Engram (15560870),Jonathan Taylor (15560306),Eagles (15561053) (LOCKED),,QB,Brian Hoyer (15560247),Brian Hoyer,15560247,QB,4900,Postponed,NE,4
2270711821,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Keelan Cole (15560592) (LOCKED),Brandin Cooks (15560624) (LOCKED),Will Fuller V (15560524) (LOCKED),Evan Engram (15560870),Josh Jacobs (15560304) (LOCKED),Cardinals (15561041) (LOCKED),,RB,James White (15560334),James White,15560334,RB/FLEX,4900,Postponed,NE,10.55
2270711822,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),James Conner (15560286) (LOCKED),Mike Davis (15560300) (LOCKED),Keelan Cole (15560592) (LOCKED),Will Fuller V (15560524) (LOCKED),Darius Slayton (15560586),Darren Fells (15560894) (LOCKED),Jonathan Taylor (15560306),Rams (15561042) (LOCKED),,QB,Brett Hundley (15560245) (LOCKED),Brett Hundley,15560245,QB,4900,In Progress,ARI,0
2270711823,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Zay Jones (15560730) (LOCKED),Darius Slayton (15560586),Sammy Watkins (15560610) (LOCKED),Travis Kelce (15560850) (LOCKED),Joe Mixon (15560302) (LOCKED),Cardinals (15561041) (LOCKED),,TE,Jonnu Smith (15560864),Jonnu Smith,15560864,TE/FLEX,4900,Postponed,TEN,16.37
2270711824,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Amari Cooper (15560514),Michael Gallup (15560558),Damion Ratley (15560670),Darren Waller (15560854) (LOCKED),David Johnson (15560324) (LOCKED),Eagles (15561053) (LOCKED),,WR,James Washington (15560574) (LOCKED),James Washington,15560574,WR/FLEX,4900,In Progress,PIT,8.4
2270711825,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),Brandin Cooks (15560624) (LOCKED),Hunter Renfrow (15560578) (LOCKED),Sammy Watkins (15560610) (LOCKED),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),49ers (15561045),,WR,Tee Higgins (15560576) (LOCKED),Tee Higgins,15560576,WR/FLEX,4900,In Progress,CIN,10.12
2270711826,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Mike Davis (15560300) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Randall Cobb (15560604) (LOCKED),DeVante Parker (15560544),Tyler Eifert (15560892) (LOCKED),James Conner (15560286) (LOCKED),Colts (15561049),,WR,Hunter Renfrow (15560578) (LOCKED),Hunter Renfrow,15560578,WR/FLEX,4900,In Progress,LV,10.48
2270711827,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Amari Cooper (15560514),Chris Hogan (15560674) (LOCKED),Golden Tate (15560598),Dalton Schultz (15560866),Jonathan Taylor (15560306),Chiefs (15561047) (LOCKED),,WR,T.Y. Hilton (15560572),T.Y. Hilton,15560572,WR/FLEX,4900,IND@CLE 10/11/2020 04:25PM ET,IND,7.3
2270711828,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Cooper Kupp (15560528) (LOCKED),Robert Woods (15560532) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),George Kittle (15560848),Antonio Gibson (15560328) (LOCKED),Jaguars (15561052) (LOCKED),,QB,Blake Bortles (15560248),Blake Bortles,15560248,QB,4800,Postponed,DEN,0
2270711829,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Todd Gurley II (15560314) (LOCKED),David Johnson (15560324) (LOCKED),Amari Cooper (15560514),Michael Gallup (15560558),Darius Slayton (15560586),Travis Kelce (15560850) (LOCKED),Antonio Gibson (15560328) (LOCKED),WAS Football Team (15561055) (LOCKED),,QB,Joe Flacco (15560252) (LOCKED),Joe Flacco,15560252,QB,4800,In Progress,NYJ,0.64
2270711830,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Randall Cobb (15560604) (LOCKED),Keelan Cole (15560592) (LOCKED),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),Dolphins (15561058),,WR,Curtis Samuel (15560582) (LOCKED),Curtis Samuel,15560582,WR/FLEX,4800,In Progress,CAR,8.05
2270711831,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Kenyan Drake (15560316) (LOCKED),James Robinson (15560290) (LOCKED),DJ Moore (15560542) (LOCKED),Calvin Ridley (15560512) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Dalton Schultz (15560866),Jonathan Taylor (15560306),Rams (15561042) (LOCKED),,WR,Corey Davis (15560580),Corey Davis,15560580,WR/FLEX,4800,Postponed,TEN,14.87
2270711832,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),James Conner (15560286) (LOCKED),David Johnson (15560324) (LOCKED),CeeDee Lamb (15560540),DJ Moore (15560542) (LOCKED),Darius Slayton (15560586),Dalton Schultz (15560866),Antonio Gibson (15560328) (LOCKED),Ravens (15561044) (LOCKED),,WR,John Brown (15560584),John Brown,15560584,WR/FLEX,4800,Postponed,BUF,11.35
2270711833,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),David Johnson (15560324) (LOCKED),Cooper Kupp (15560528) (LOCKED),Terry McLaurin (15560538) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Tyler Higbee (15560858) (LOCKED),Kareem Hunt (15560296),49ers (15561045),,WR,A.J. Green (15560588) (LOCKED),A.J. Green,15560588,WR/FLEX,4800,In Progress,CIN,6.48
2270711834,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),James Conner (15560286) (LOCKED),James Robinson (15560290) (LOCKED),Michael Gallup (15560558),DJ Moore (15560542) (LOCKED),Darius Slayton (15560586),Evan Engram (15560870),Kareem Hunt (15560296),49ers (15561045),,QB,AJ McCarron (15560251) (LOCKED),AJ McCarron,15560251,QB,4800,In Progress,HOU,0
2270711835,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Antonio Gibson (15560328) (LOCKED),James Robinson (15560290) (LOCKED),Russell Gage (15560566) (LOCKED),DJ Moore (15560542) (LOCKED),Calvin Ridley (15560512) (LOCKED),Evan Engram (15560870),Kareem Hunt (15560296),Jets (15561057) (LOCKED),,RB,Myles Gaskin (15560336),Myles Gaskin,15560336,RB/FLEX,4800,MIA@SF 10/11/2020 04:05PM ET,MIA,12.12
2270711836,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Brandon Aiyuk (15560564),DJ Moore (15560542) (LOCKED),Deebo Samuel (15560562),Mike Gesicki (15560862),Jonathan Taylor (15560306),Steelers (15561043) (LOCKED),,WR,Darius Slayton (15560586),Darius Slayton,15560586,WR/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,NYG,13.15
2270711837,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),Todd Gurley II (15560314) (LOCKED),James Robinson (15560290) (LOCKED),CeeDee Lamb (15560540),Darius Slayton (15560586),Golden Tate (15560598),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),Ravens (15561044) (LOCKED),,TE,Dalton Schultz (15560866),Dalton Schultz,15560866,TE/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,DAL,12.72
2270711838,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Kenyan Drake (15560316) (LOCKED),James Robinson (15560290) (LOCKED),Mecole Hardman (15560614) (LOCKED),Tyreek Hill (15560518) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Darren Waller (15560854) (LOCKED),Kareem Hunt (15560296),Cowboys (15561050),,QB,Jacoby Brissett (15560249),Jacoby Brissett,15560249,QB,4800,IND@CLE 10/11/2020 04:25PM ET,IND,0.34
2270711839,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),James Robinson (15560290) (LOCKED),Russell Gage (15560566) (LOCKED),T.Y. Hilton (15560572),DJ Moore (15560542) (LOCKED),Hayden Hurst (15560868) (LOCKED),Kenyan Drake (15560316) (LOCKED),Ravens (15561044) (LOCKED),,QB,Jeff Driskel (15560254),Jeff Driskel,15560254,QB,4700,Postponed,DEN,10.69
2270711840,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Amari Cooper (15560514),Michael Gallup (15560558),Olamide Zaccheaus (15560814) (LOCKED),Evan Engram (15560870),Jonathan Taylor (15560306),Falcons (15561051) (LOCKED),,RB,Chase Edmonds (15560338) (LOCKED),Chase Edmonds,15560338,RB/FLEX,4700,In Progress,ARI,9.55
2270711841,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Kenyan Drake (15560316) (LOCKED),David Johnson (15560324) (LOCKED),Robby Anderson (15560546) (LOCKED),Russell Gage (15560566) (LOCKED),Calvin Ridley (15560512) (LOCKED),Travis Kelce (15560850) (LOCKED),Antonio Gibson (15560328) (LOCKED),Cowboys (15561050),,WR,Christian Kirk (15560596) (LOCKED),Christian Kirk,15560596,WR/FLEX,4700,In Progress,ARI,6.63
2270711842,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Kenyan Drake (15560316) (LOCKED),Todd Gurley II (15560314) (LOCKED),Tyreek Hill (15560518) (LOCKED),Hunter Renfrow (15560578) (LOCKED),Darius Slayton (15560586),Travis Kelce (15560850) (LOCKED),David Johnson (15560324) (LOCKED),Browns (15561054),,QB,P.J. Walker (15560253) (LOCKED),P.J. Walker,15560253,QB,4700,In Progress,CAR,0
2270711843,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),Todd Gurley II (15560314) (LOCKED),James Robinson (15560290) (LOCKED),Amari Cooper (15560514),DeVante Parker (15560544),Darius Slayton (15560586),Evan Engram (15560870),Kenyan Drake (15560316) (LOCKED),Steelers (15561043) (LOCKED),,TE,Hayden Hurst (15560868) (LOCKED),Hayden Hurst,15560868,TE/FLEX,4700,In Progress,ATL,10.3
2270711844,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Antonio Gibson (15560328) (LOCKED),Robby Anderson (15560546) (LOCKED),Brandin Cooks (15560624) (LOCKED),Calvin Ridley (15560512) (LOCKED),Hayden Hurst (15560868) (LOCKED),Jonathan Taylor (15560306),49ers (15561045),,QB,Jake Fromm (15560255),Jake Fromm,15560255,QB,4700,Postponed,BUF,0
2270711845,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Clyde Edwards-Helaire (15560288) (LOCKED),James Robinson (15560290) (LOCKED),Michael Gallup (15560558),DJ Moore (15560542) (LOCKED),Damion Ratley (15560670),Dalton Schultz (15560866),Joe Mixon (15560302) (LOCKED),Colts (15561049),,WR,Cole Beasley (15560590),Cole Beasley,15560590,WR/FLEX,4700,Postponed,BUF,13.25
2270711846,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Myles Gaskin (15560336),James Robinson (15560290) (LOCKED),Kendrick Bourne (15560620),Diontae Johnson (15560552) (LOCKED),DJ Moore (15560542) (LOCKED),George Kittle (15560848),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,WR,Keelan Cole (15560592) (LOCKED),Keelan Cole,15560592,WR/FLEX,4700,In Progress,JAX,12.6
2270711847,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),Darrell Henderson Jr. (15560320) (LOCKED),James Robinson (15560290) (LOCKED),Tyreek Hill (15560518) (LOCKED),DeAndre Hopkins (15560510) (LOCKED),Terry McLaurin (15560538) (LOCKED),Logan Thomas (15560884) (LOCKED),Todd Gurley II (15560314) (LOCKED),Steelers (15561043) (LOCKED),,WR,Henry Ruggs III (15560594) (LOCKED),Henry Ruggs III,15560594,WR/FLEX,4700,In Progress,LV,5.5
2270711848,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),James Conner (15560286) (LOCKED),James Robinson (15560290) (LOCKED),Robby Anderson (15560546) (LOCKED),DeAndre Hopkins (15560510) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Hayden Hurst (15560868) (LOCKED),Antonio Gibson (15560328) (LOCKED),Steelers (15561043) (LOCKED),,RB,D'Ernest Johnson (15560340),D'Ernest Johnson,15560340,RB/FLEX,4700,IND@CLE 10/11/2020 04:25PM ET,CLE,2.5
2270711849,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),James Conner (15560286) (LOCKED),James Robinson (15560290) (LOCKED),CeeDee Lamb (15560540),Golden Tate (15560598),Olamide Zaccheaus (15560814) (LOCKED),Dalton Schultz (15560866),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,QB,Matt Schaub (15560257) (LOCKED),Matt Schaub,15560257,QB,4600,In Progress,ATL,0
2270711850,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Kenyan Drake (15560316) (LOCKED),Antonio Gibson (15560328) (LOCKED),Amari Cooper (15560514),CeeDee Lamb (15560540),Darius Slayton (15560586),Darren Fells (15560894) (LOCKED),Kareem Hunt (15560296),49ers (15561045),,QB,Mason Rudolph (15560256) (LOCKED),Mason Rudolph,15560256,QB,4600,In Progress,PIT,0
2270711851,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Antonio Gibson (15560328) (LOCKED),David Johnson (15560324) (LOCKED),Mecole Hardman (15560614) (LOCKED),DJ Moore (15560542) (LOCKED),Henry Ruggs III (15560594) (LOCKED),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,WR,DeSean Jackson (15560600) (LOCKED),DeSean Jackson,15560600,WR/FLEX,4600,In Progress,PHI,7.37
2270711852,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),Todd Gurley II (15560314) (LOCKED),David Johnson (15560324) (LOCKED),Amari Cooper (15560514),Tyreek Hill (15560518) (LOCKED),Golden Tate (15560598),Evan Engram (15560870),Kareem Hunt (15560296),49ers (15561045),,WR,Greg Ward (15560606) (LOCKED),Greg Ward,15560606,WR/FLEX,4600,In Progress,PHI,9.5
2270711853,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Antonio Gibson (15560328) (LOCKED),Randall Cobb (15560604) (LOCKED),Will Fuller V (15560524) (LOCKED),DJ Moore (15560542) (LOCKED),Tyler Eifert (15560892) (LOCKED),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,WR,Randall Cobb (15560604) (LOCKED),Randall Cobb,15560604,WR/FLEX,4600,In Progress,HOU,10.08
2270711854,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Todd Gurley II (15560314) (LOCKED),David Johnson (15560324) (LOCKED),Michael Gallup (15560558),CeeDee Lamb (15560540),Golden Tate (15560598),George Kittle (15560848),Kareem Hunt (15560296),Texans (15561056) (LOCKED),,RB,Devonta Freeman (15560342),Devonta Freeman,15560342,RB/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,5.9
2270711855,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),James Conner (15560286) (LOCKED),James Robinson (15560290) (LOCKED),Amari Cooper (15560514),Damion Ratley (15560670),Darius Slayton (15560586),Travis Kelce (15560850) (LOCKED),Antonio Gibson (15560328) (LOCKED),Cardinals (15561041) (LOCKED),,WR,Golden Tate (15560598),Golden Tate,15560598,WR/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,8.1
2270711856,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Robby Anderson (15560546) (LOCKED),Russell Gage (15560566) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),George Kittle (15560848),Jonathan Taylor (15560306),Cardinals (15561041) (LOCKED),,TE,Evan Engram (15560870),Evan Engram,15560870,TE/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,7.52
2270711857,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Baker Mayfield (15560231),James Conner (15560286) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Odell Beckham Jr. (15560530),T.Y. Hilton (15560572),DJ Moore (15560542) (LOCKED),Austin Hooper (15560876),David Johnson (15560324) (LOCKED),Rams (15561042) (LOCKED),,WR,Zach Pascal (15560602),Zach Pascal,15560602,WR/FLEX,4600,IND@CLE 10/11/2020 04:25PM ET,IND,7.22
