Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tee Higgins (15512841) (LOCKED),DJ Moore (15512789) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Ravens (15513305) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),DJ Moore (15512789) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Chris Carson (15512515) (LOCKED),Bears (15513317),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Bengals (15513320) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),DeVante Parker (15512785) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259681291,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),DK Metcalf (15512747) (LOCKED),Adam Thielen (15512759) (LOCKED),Kyle Rudolph (15513141) (LOCKED),Devin Singletary (15512521),Buccaneers (15513311) (LOCKED),,WR,T.Y. Hilton (15512801),T.Y. Hilton,15512801,WR/FLEX,5300,IND@CHI 10/04/2020 04:25PM ET,IND,7.77
2259681292,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),DK Metcalf (15512747) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Myles Gaskin (15512543) (LOCKED),Bills (15513308),,RB,Carlos Hyde (15512537) (LOCKED),Carlos Hyde,15512537,RB/FLEX,5300,In Progress,SEA,5.77
2259681293,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Chris Conley (15512889) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Saints (15513310) (LOCKED),,QB,Derek Carr (15512450),Derek Carr,15512450,QB,5300,BUF@LV 10/04/2020 04:25PM ET,LV,17.89
2259681294,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Lockett (15512743) (LOCKED),David Moore (15512903) (LOCKED),Preston Williams (15512839) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Devin Singletary (15512521),Vikings (15513322) (LOCKED),,WR,Justin Jefferson (15512803) (LOCKED),Justin Jefferson,15512803,WR/FLEX,5200,In Progress,MIN,15.17
2259681295,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Isaiah Ford (15512891) (LOCKED),DK Metcalf (15512747) (LOCKED),David Moore (15512903) (LOCKED),Darren Waller (15513101),Jonathan Taylor (15512509),Chargers (15513319) (LOCKED),,TE,Darren Waller (15513101),Darren Waller,15513101,TE/FLEX,5200,BUF@LV 10/04/2020 04:25PM ET,LV,14.97
2259681296,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),Brandin Cooks (15512837) (LOCKED),Will Fuller V (15512779) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ravens (15513305) (LOCKED),,RB,James White (15512539),James White,15512539,RB/FLEX,5200,Postponed,NE,8.2
2259681297,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Tee Higgins (15512841) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Jonathan Taylor (15512509),Rams (15513306),,RB,Joshua Kelley (15512541) (LOCKED),Joshua Kelley,15512541,RB/FLEX,5100,In Progress,LAC,10.5
2259681298,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Chris Conley (15512889) (LOCKED),Mike Gesicki (15513103) (LOCKED),Devin Singletary (15512521),Bills (15513308),,TE,Mike Gesicki (15513103) (LOCKED),Mike Gesicki,15513103,TE/FLEX,5100,In Progress,MIA,14.83
2259681299,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Cole Beasley (15512831),John Brown (15512805),DJ Moore (15512789) (LOCKED),Darren Waller (15513101),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,WR,Jarvis Landry (15512809) (LOCKED),Jarvis Landry,15512809,WR/FLEX,5100,In Progress,CLE,8.77
2259681300,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),John Brown (15512805),DK Metcalf (15512747) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),David Johnson (15512531) (LOCKED),Cardinals (15513309) (LOCKED),,QB,Daniel Jones (15512452),Daniel Jones,15512452,QB,5100,NYG@LAR 10/04/2020 04:05PM ET,NYG,13.05
2259681301,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Drew Brees (15512440) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Emmanuel Sanders (15512821) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),Darren Waller (15513101),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,WR,Sterling Shepard (15512807),Sterling Shepard,15512807,WR/FLEX,5100,NYG@LAR 10/04/2020 04:05PM ET,NYG,8.1
2259681302,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),Kenny Golladay (15512777) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Fells (15513147) (LOCKED),Mike Davis (15512527) (LOCKED),Jaguars (15513318) (LOCKED),,WR,John Brown (15512805),John Brown,15512805,WR/FLEX,5100,BUF@LV 10/04/2020 04:25PM ET,BUF,12.4
2259681303,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Tee Higgins (15512841) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,WR,Tre'Quan Smith (15512815) (LOCKED),Tre'Quan Smith,15512815,WR/FLEX,5000,In Progress,NO,7.73
2259681304,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Cole Beasley (15512831),Stefon Diggs (15512749),Hunter Renfrow (15512833),Jimmy Graham (15513125),Kenyan Drake (15512519) (LOCKED),Giants (15513325),,QB,Dwayne Haskins Jr. (15512453) (LOCKED),Dwayne Haskins Jr.,15512453,QB,5000,In Progress,WAS,12.9
2259681305,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Dalvin Cook (15512497) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Deonte Harris (15512909) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Colts (15513313),,WR,Corey Davis (15512811),Corey Davis,15512811,WR/FLEX,5000,Postponed,TEN,14.87
2259681306,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Joe Mixon (15512525) (LOCKED),Isaiah Ford (15512891) (LOCKED),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Jimmy Graham (15513125),Ronald Jones II (15512555) (LOCKED),Giants (15513325),,RB,Myles Gaskin (15512543) (LOCKED),Myles Gaskin,15512543,RB/FLEX,5000,In Progress,MIA,13.1
2259681307,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Ryan Fitzpatrick (15512448) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DK Metcalf (15512747) (LOCKED),DeVante Parker (15512785) (LOCKED),Preston Williams (15512839) (LOCKED),Hunter Henry (15513109) (LOCKED),Devin Singletary (15512521),Saints (15513310) (LOCKED),,WR,Darius Slayton (15512813),Darius Slayton,15512813,WR/FLEX,5000,NYG@LAR 10/04/2020 04:05PM ET,NYG,14.93
2259681308,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Ryan Fitzpatrick (15512448) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Lockett (15512743) (LOCKED),DeVante Parker (15512785) (LOCKED),Preston Williams (15512839) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Bengals (15513320) (LOCKED),,RB,Latavius Murray (15512545) (LOCKED),Latavius Murray,15512545,RB/FLEX,4900,In Progress,NO,5.87
2259681309,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Justin Jefferson (15512803) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Mike Davis (15512527) (LOCKED),Saints (15513310) (LOCKED),,WR,Marvin Jones Jr. (15512817) (LOCKED),Marvin Jones Jr.,15512817,WR/FLEX,4900,In Progress,DET,9.97
2259681310,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Ryan Fitzpatrick (15512448) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),T.Y. Hilton (15512801),Tyler Lockett (15512743) (LOCKED),DeVante Parker (15512785) (LOCKED),Mike Gesicki (15513103) (LOCKED),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,QB,Jacoby Brissett (15512455),Jacoby Brissett,15512455,QB,4900,IND@CHI 10/04/2020 04:25PM ET,IND,0.34
2259681311,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Joe Mixon (15512525) (LOCKED),Kenny Golladay (15512777) (LOCKED),DJ Moore (15512789) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Johnson (15512531) (LOCKED),Colts (15513313),,WR,Anthony Miller (15512819),Anthony Miller,15512819,WR/FLEX,4900,IND@CHI 10/04/2020 04:25PM ET,CHI,10.2
2259681312,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),Will Fuller V (15512779) (LOCKED),Tyler Lockett (15512743) (LOCKED),Kyle Rudolph (15513141) (LOCKED),David Montgomery (15512535),Saints (15513310) (LOCKED),,QB,Brett Hundley (15512454) (LOCKED),Brett Hundley,15512454,QB,4900,In Progress,ARI,0
2259681313,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),A.J. Green (15512793) (LOCKED),Tee Higgins (15512841) (LOCKED),DK Metcalf (15512747) (LOCKED),Tyler Eifert (15513135) (LOCKED),David Johnson (15512531) (LOCKED),Ravens (15513305) (LOCKED),,TE,Jonnu Smith (15513105),Jonnu Smith,15513105,TE/FLEX,4900,Postponed,TEN,16.37
2259681314,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Nelson Agholor (15512895),Cole Beasley (15512831),Stefon Diggs (15512749),Hunter Henry (15513109) (LOCKED),David Johnson (15512531) (LOCKED),Ravens (15513305) (LOCKED),,WR,Emmanuel Sanders (15512821) (LOCKED),Emmanuel Sanders,15512821,WR/FLEX,4800,In Progress,NO,9.63
2259681315,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Michael Gallup (15512771) (LOCKED),CeeDee Lamb (15512799) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Ronald Jones II (15512555) (LOCKED),Rams (15513306),,TE,T.J. Hockenson (15513107) (LOCKED),T.J. Hockenson,15513107,TE/FLEX,4800,In Progress,DET,12.03
2259681316,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Joe Mixon (15512525) (LOCKED),Nelson Agholor (15512895),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Mike Gesicki (15513103) (LOCKED),David Montgomery (15512535),Texans (15513326) (LOCKED),,QB,Will Grier (15512459) (LOCKED),Will Grier,15512459,QB,4800,In Progress,CAR,0
2259681317,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Dalton Schultz (15513113) (LOCKED),Joe Mixon (15512525) (LOCKED),Colts (15513313),,WR,Curtis Samuel (15512829) (LOCKED),Curtis Samuel,15512829,WR/FLEX,4800,In Progress,CAR,8.13
2259681318,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Keelan Cole (15512845) (LOCKED),Amari Cooper (15512755) (LOCKED),A.J. Green (15512793) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,RB,J.K. Dobbins (15512547) (LOCKED),J.K. Dobbins,15512547,RB/FLEX,4800,In Progress,BAL,9.9
2259681319,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),David Johnson (15512531) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Bengals (15513320) (LOCKED),,QB,Mason Rudolph (15512458),Mason Rudolph,15512458,QB,4800,Postponed,PIT,0
2259681320,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),David Johnson (15512531) (LOCKED),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Preston Williams (15512839) (LOCKED),Dalton Schultz (15513113) (LOCKED),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,WR,James Washington (15512827),James Washington,15512827,WR/FLEX,4800,Postponed,PIT,8.4
2259681321,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Mike Davis (15512527) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Devin Singletary (15512521),Rams (15513306),,QB,AJ McCarron (15512457) (LOCKED),AJ McCarron,15512457,QB,4800,In Progress,HOU,0
2259681322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Joe Mixon (15512525) (LOCKED),Rams (15513306),,WR,Randall Cobb (15512823) (LOCKED),Randall Cobb,15512823,WR/FLEX,4800,In Progress,HOU,11.57
2259681323,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),James Robinson (15512511) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Michael Gallup (15512771) (LOCKED),Jarvis Landry (15512809) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Montgomery (15512535),Ravens (15513305) (LOCKED),,RB,Devonta Freeman (15512551),Devonta Freeman,15512551,RB/FLEX,4800,NYG@LAR 10/04/2020 04:05PM ET,NYG,1
2259681324,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Kenny Golladay (15512777) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Dalvin Cook (15512497) (LOCKED),Bears (15513317),,WR,Henry Ruggs III (15512825),Henry Ruggs III,15512825,WR/FLEX,4800,BUF@LV 10/04/2020 04:25PM ET,LV,5.5
2259681325,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Amari Cooper (15512755) (LOCKED),Michael Gallup (15512771) (LOCKED),Jarvis Landry (15512809) (LOCKED),Hunter Henry (15513109) (LOCKED),David Johnson (15512531) (LOCKED),Giants (15513325),,QB,Jarrett Stidham (15512456),Jarrett Stidham,15512456,QB,4800,Postponed,NE,0
2259681326,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Joe Mixon (15512525) (LOCKED),Michael Gallup (15512771) (LOCKED),CeeDee Lamb (15512799) (LOCKED),DJ Moore (15512789) (LOCKED),Austin Hooper (15513119) (LOCKED),David Montgomery (15512535),Ravens (15513305) (LOCKED),,RB,Rex Burkhead (15512549),Rex Burkhead,15512549,RB/FLEX,4800,Postponed,NE,15.63
2259681327,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Kenyan Drake (15512519) (LOCKED),Amari Cooper (15512755) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Jarvis Landry (15512809) (LOCKED),Darren Waller (15513101),Joe Mixon (15512525) (LOCKED),Lions (15513328) (LOCKED),,QB,Jameis Winston (15512460) (LOCKED),Jameis Winston,15512460,QB,4700,In Progress,NO,0
2259681328,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Devin Singletary (15512521),Odell Beckham Jr. (15512783) (LOCKED),Tyler Lockett (15512743) (LOCKED),David Moore (15512903) (LOCKED),Mike Gesicki (15513103) (LOCKED),David Montgomery (15512535),Bills (15513308),,QB,Chase Daniel (15512462) (LOCKED),Chase Daniel,15512462,QB,4700,In Progress,DET,0
2259681329,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442) (LOCKED),Mike Davis (15512527) (LOCKED),Joe Mixon (15512525) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Michael Gallup (15512771) (LOCKED),DK Metcalf (15512747) (LOCKED),Austin Hooper (15513119) (LOCKED),Jonathan Taylor (15512509),Colts (15513313),,RB,Adrian Peterson (15512559) (LOCKED),Adrian Peterson,15512559,RB/FLEX,4700,In Progress,DET,9.33
2259681330,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Kenyan Drake (15512519) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Will Fuller V (15512779) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Fells (15513147) (LOCKED),David Montgomery (15512535),Rams (15513306),,RB,Nyheim Hines (15512557),Nyheim Hines,15512557,RB/FLEX,4700,IND@CHI 10/04/2020 04:25PM ET,IND,12.93
2259681331,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),John Brown (15512805),Stefon Diggs (15512749),Hunter Renfrow (15512833),T.J. Hockenson (15513107) (LOCKED),Joe Mixon (15512525) (LOCKED),Colts (15513313),,RB,Ronald Jones II (15512555) (LOCKED),Ronald Jones II,15512555,RB/FLEX,4700,In Progress,TB,10.07
2259681332,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Danny Amendola (15512875) (LOCKED),Kenny Golladay (15512777) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Adam Trautman (15513295) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,RB,Malcolm Brown (15512553),Malcolm Brown,15512553,RB/FLEX,4700,NYG@LAR 10/04/2020 04:05PM ET,LAR,10.87
2259681333,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),Ronald Jones II (15512555) (LOCKED),Amari Cooper (15512755) (LOCKED),Michael Gallup (15512771) (LOCKED),DK Metcalf (15512747) (LOCKED),Austin Hooper (15513119) (LOCKED),David Montgomery (15512535),Bears (15513317),,QB,Marcus Mariota (15512461),Marcus Mariota,15512461,QB,4700,BUF@LV 10/04/2020 04:25PM ET,LV,0
2259681334,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Kenyan Drake (15512519) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),DeVante Parker (15512785) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Darren Waller (15513101),Joe Mixon (15512525) (LOCKED),Buccaneers (15513311) (LOCKED),,WR,Cole Beasley (15512831),Cole Beasley,15512831,WR/FLEX,4700,BUF@LV 10/04/2020 04:25PM ET,BUF,13.6
2259681335,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),Joe Mixon (15512525) (LOCKED),Michael Gallup (15512771) (LOCKED),Jarvis Landry (15512809) (LOCKED),DK Metcalf (15512747) (LOCKED),Dalton Schultz (15513113) (LOCKED),Devin Singletary (15512521),Chargers (15513319) (LOCKED),,TE,Hunter Henry (15513109) (LOCKED),Hunter Henry,15513109,TE/FLEX,4600,In Progress,LAC,12.2
