Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270711831,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Corey Davis (15560580),Corey Davis,15560580,WR/FLEX,4800,Postponed,TEN,14.87
2270711832,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,John Brown (15560584),John Brown,15560584,WR/FLEX,4800,Postponed,BUF,11.35
2270711833,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,A.J. Green (15560588),A.J. Green,15560588,WR/FLEX,4800,CIN@BAL 10/11/2020 01:00PM ET,CIN,6.48
2270711834,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,AJ McCarron (15560251),AJ McCarron,15560251,QB,4800,JAX@HOU 10/11/2020 01:00PM ET,HOU,0
2270711835,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Myles Gaskin (15560336),Myles Gaskin,15560336,RB/FLEX,4800,MIA@SF 10/11/2020 04:05PM ET,MIA,12.12
2270711836,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Darius Slayton (15560586),Darius Slayton,15560586,WR/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,NYG,13.15
2270711837,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Dalton Schultz (15560866),Dalton Schultz,15560866,TE/FLEX,4800,NYG@DAL 10/11/2020 04:25PM ET,DAL,12.72
2270711838,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jacoby Brissett (15560249),Jacoby Brissett,15560249,QB,4800,IND@CLE 10/11/2020 04:25PM ET,IND,0.34
2270711839,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jeff Driskel (15560254),Jeff Driskel,15560254,QB,4700,Postponed,DEN,10.69
2270711840,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Chase Edmonds (15560338),Chase Edmonds,15560338,RB/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,9.55
2270711841,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Christian Kirk (15560596),Christian Kirk,15560596,WR/FLEX,4700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,6.63
2270711842,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,P.J. Walker (15560253),P.J. Walker,15560253,QB,4700,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
2270711843,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Hayden Hurst (15560868),Hayden Hurst,15560868,TE/FLEX,4700,CAR@ATL 10/11/2020 01:00PM ET,ATL,10.3
2270711844,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jake Fromm (15560255),Jake Fromm,15560255,QB,4700,Postponed,BUF,0
2270711845,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Cole Beasley (15560590),Cole Beasley,15560590,WR/FLEX,4700,Postponed,BUF,13.25
2270711846,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Keelan Cole (15560592),Keelan Cole,15560592,WR/FLEX,4700,JAX@HOU 10/11/2020 01:00PM ET,JAX,12.6
2270711847,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Henry Ruggs III (15560594),Henry Ruggs III,15560594,WR/FLEX,4700,LV@KC 10/11/2020 01:00PM ET,LV,5.5
2270711848,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,D'Ernest Johnson (15560340),D'Ernest Johnson,15560340,RB/FLEX,4700,IND@CLE 10/11/2020 04:25PM ET,CLE,2.5
2270711849,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Matt Schaub (15560257),Matt Schaub,15560257,QB,4600,CAR@ATL 10/11/2020 01:00PM ET,ATL,0
2270711850,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Mason Rudolph (15560256),Mason Rudolph,15560256,QB,4600,PHI@PIT 10/11/2020 01:00PM ET,PIT,0
2270711851,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,DeSean Jackson (15560600),DeSean Jackson,15560600,WR/FLEX,4600,PHI@PIT 10/11/2020 01:00PM ET,PHI,7.37
2270711852,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Greg Ward (15560606),Greg Ward,15560606,WR/FLEX,4600,PHI@PIT 10/11/2020 01:00PM ET,PHI,9.5
2270711853,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Randall Cobb (15560604),Randall Cobb,15560604,WR/FLEX,4600,JAX@HOU 10/11/2020 01:00PM ET,HOU,10.08
2270711854,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Devonta Freeman (15560342),Devonta Freeman,15560342,RB/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,5.9
2270711855,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Golden Tate (15560598),Golden Tate,15560598,WR/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,8.1
2270711856,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Evan Engram (15560870),Evan Engram,15560870,TE/FLEX,4600,NYG@DAL 10/11/2020 04:25PM ET,NYG,7.52
2270711857,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Zach Pascal (15560602),Zach Pascal,15560602,WR/FLEX,4600,IND@CLE 10/11/2020 04:25PM ET,IND,7.22
2270711858,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Sony Michel (15560344),Sony Michel,15560344,RB/FLEX,4500,Postponed,NE,10.2
2270711859,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Laviska Shenault Jr. (15560608),Laviska Shenault Jr.,15560608,WR/FLEX,4500,JAX@HOU 10/11/2020 01:00PM ET,JAX,11.6
2270711860,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Sammy Watkins (15560610),Sammy Watkins,15560610,WR/FLEX,4500,LV@KC 10/11/2020 01:00PM ET,KC,11.02
2270711861,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Tim Patrick (15560612),Tim Patrick,15560612,WR/FLEX,4400,Postponed,DEN,12.98
2270711862,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Alex Smith (15560261),Alex Smith,15560261,QB,4400,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
2270711863,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,John Wolford (15560262),John Wolford,15560262,QB,4400,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
2270711864,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Logan Woodside (15560260),Logan Woodside,15560260,QB,4400,Postponed,TEN,0
2270711865,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Zack Moss (15560346),Zack Moss,15560346,RB/FLEX,4400,Postponed,BUF,7.7
2270733989,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Dallas Goedert (15560872),Dallas Goedert,15560872,TE/FLEX,4400,PHI@PIT 10/11/2020 01:00PM ET,PHI,11.93
2270734652,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Robert Griffin III (15560263),Robert Griffin III,15560263,QB,4400,CIN@BAL 10/11/2020 01:00PM ET,BAL,-0.22
2270734653,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Mike Glennon (15560259),Mike Glennon,15560259,QB,4400,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
2270734654,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Marcus Mariota (15560258),Marcus Mariota,15560258,QB,4400,LV@KC 10/11/2020 01:00PM ET,LV,0
2270734655,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Mecole Hardman (15560614),Mecole Hardman,15560614,WR/FLEX,4400,LV@KC 10/11/2020 01:00PM ET,KC,9.92
2270734656,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Damien Harris (15560352),Damien Harris,15560352,RB/FLEX,4300,Postponed,NE,13
2270734657,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,N'Keal Harry (15560618),N'Keal Harry,15560618,WR/FLEX,4300,Postponed,NE,9.95
2270734658,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Ryan Finley (15560264),Ryan Finley,15560264,QB,4300,CIN@BAL 10/11/2020 01:00PM ET,CIN,0
2270734659,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,J.K. Dobbins (15560350),J.K. Dobbins,15560350,RB/FLEX,4300,CIN@BAL 10/11/2020 01:00PM ET,BAL,8.1
2270734660,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Nyheim Hines (15560348),Nyheim Hines,15560348,RB/FLEX,4300,IND@CLE 10/11/2020 04:25PM ET,IND,11.25
2270734661,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Michael Pittman Jr. (15560616),Michael Pittman Jr.,15560616,WR/FLEX,4300,IND@CLE 10/11/2020 04:25PM ET,IND,5.43
2270734662,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Phillip Lindsay (15560356),Phillip Lindsay,15560356,RB/FLEX,4200,Postponed,DEN,4.5
2270734663,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Patriots  (15561040),Patriots ,15561040,DST,4200,Postponed,NE,9
2270734664,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Andy Isabella (15560622),Andy Isabella,15560622,WR/FLEX,4200,ARI@NYJ 10/11/2020 01:00PM ET,ARI,7.78
2270734665,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Reggie Bonnafon (15560360),Reggie Bonnafon,15560360,RB/FLEX,4200,CAR@ATL 10/11/2020 01:00PM ET,CAR,8.35
2270734666,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jalen Hurts (15560267),Jalen Hurts,15560267,QB,4200,PHI@PIT 10/11/2020 01:00PM ET,PHI,0.87
2270734667,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Matt Breida (15560358),Matt Breida,15560358,RB/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,MIA,3.82
2270734668,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Kendrick Bourne (15560620),Kendrick Bourne,15560620,WR/FLEX,4200,MIA@SF 10/11/2020 04:05PM ET,SF,8.18
2270734669,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Colt McCoy (15560266),Colt McCoy,15560266,QB,4200,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
2270734670,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Dion Lewis (15560354),Dion Lewis,15560354,RB/FLEX,4200,NYG@DAL 10/11/2020 04:25PM ET,NYG,5.38
2270734671,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Case Keenum (15560265),Case Keenum,15560265,QB,4200,IND@CLE 10/11/2020 04:25PM ET,CLE,0
2270734672,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Mo Alie-Cox (15560874),Mo Alie-Cox,15560874,TE/FLEX,4200,IND@CLE 10/11/2020 04:25PM ET,IND,11.35
2270734673,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Chris Streveler (15560272),Chris Streveler,15560272,QB,4100,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0.1
2270734674,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Cardinals  (15561041),Cardinals ,15561041,DST,4100,ARI@NYJ 10/11/2020 01:00PM ET,ARI,5
