Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2321774427,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,1. Column A lists all of your contest entries for this draftgroup
2321783256,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,2. Your current lineup is listed next to each entry (blank for reservations)
2321783257,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2321783258,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2321783259,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,5. For faster processing only include entries you are changing in the file you upload
2321783260,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,
2321783261,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2321783372,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Zach Pascal (15677389),Zach Pascal,15677389,WR/FLEX,4500,IND@DET 11/01/2020 01:00PM ET,IND,7.97
2321783373,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,A.J. Green (15677391),A.J. Green,15677391,WR/FLEX,4500,TEN@CIN 11/01/2020 01:00PM ET,CIN,8.39
2321783374,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,James White (15677165),James White,15677165,RB/FLEX,4500,NE@BUF 11/01/2020 01:00PM ET,NE,9.42
2321783375,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Joe Flacco (15677070),Joe Flacco,15677070,QB,4500,NYJ@KC 11/01/2020 01:00PM ET,NYJ,6.96
2321783376,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Chiefs  (15677805),Chiefs ,15677805,DST,4500,NYJ@KC 11/01/2020 01:00PM ET,KC,9.29
2321783377,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Tyler Higbee (15677633),Tyler Higbee,15677633,TE/FLEX,4500,LAR@MIA 11/01/2020 01:00PM ET,LAR,10.03
2321783378,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Mike Williams (15677399),Mike Williams,15677399,WR/FLEX,4400,LAC@DEN 11/01/2020 04:05PM ET,LAC,9.86
2321783379,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Allen Lazard (15677397),Allen Lazard,15677397,WR/FLEX,4400,MIN@GB 11/01/2020 01:00PM ET,GB,18.37
2321783380,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Jared Cook (15677635),Jared Cook,15677635,TE/FLEX,4400,NO@CHI 11/01/2020 04:25PM ET,NO,10.36
2321783381,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Gus Edwards (15677169),Gus Edwards,15677169,RB/FLEX,4400,PIT@BAL 11/01/2020 01:00PM ET,BAL,4.63
2321783382,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Nathan Peterman (15677072),Nathan Peterman,15677072,QB,4400,LV@CLE 11/01/2020 01:00PM ET,LV,0
2321783383,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Zack Moss (15677167),Zack Moss,15677167,RB/FLEX,4400,NE@BUF 11/01/2020 01:00PM ET,BUF,6.65
2321783384,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,John Brown (15677393),John Brown,15677393,WR/FLEX,4400,NE@BUF 11/01/2020 01:00PM ET,BUF,9.08
2321783385,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Julian Edelman (15677395),Julian Edelman,15677395,WR/FLEX,4400,NE@BUF 11/01/2020 01:00PM ET,NE,9.87
2321783386,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Sean Mannion (15677073),Sean Mannion,15677073,QB,4300,MIN@GB 11/01/2020 01:00PM ET,MIN,0
2321783387,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Robert Tonyan (15677637),Robert Tonyan,15677637,TE/FLEX,4300,MIN@GB 11/01/2020 01:00PM ET,GB,11.83
2321783388,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Latavius Murray (15677171),Latavius Murray,15677171,RB/FLEX,4300,NO@CHI 11/01/2020 04:25PM ET,NO,8.87
2321783389,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Anthony Miller (15677403),Anthony Miller,15677403,WR/FLEX,4300,NO@CHI 11/01/2020 04:25PM ET,CHI,7.26
2321783390,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,La'Mical Perine (15677173),La'Mical Perine,15677173,RB/FLEX,4300,NYJ@KC 11/01/2020 01:00PM ET,NYJ,4.45
2321783391,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Cam Akers (15677175),Cam Akers,15677175,RB/FLEX,4300,LAR@MIA 11/01/2020 01:00PM ET,LAR,3.18
2321783392,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Preston Williams (15677401),Preston Williams,15677401,WR/FLEX,4300,LAR@MIA 11/01/2020 01:00PM ET,MIA,9.72
2321783393,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Marvin Jones Jr. (15677405),Marvin Jones Jr.,15677405,WR/FLEX,4200,IND@DET 11/01/2020 01:00PM ET,DET,7.93
2321783394,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Hunter Henry (15677639),Hunter Henry,15677639,TE/FLEX,4200,LAC@DEN 11/01/2020 04:05PM ET,LAC,10.02
2321783395,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Logan Woodside (15677076),Logan Woodside,15677076,QB,4200,TEN@CIN 11/01/2020 01:00PM ET,TEN,0
2321783396,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Case Keenum (15677075),Case Keenum,15677075,QB,4200,LV@CLE 11/01/2020 01:00PM ET,CLE,1.84
2321783397,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Rashard Higgins (15677407),Rashard Higgins,15677407,WR/FLEX,4200,LV@CLE 11/01/2020 01:00PM ET,CLE,8.46
2321783398,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Brian Hoyer (15677074),Brian Hoyer,15677074,QB,4200,NE@BUF 11/01/2020 01:00PM ET,NE,4
2321783399,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Damien Harris (15677177),Damien Harris,15677177,RB/FLEX,4200,NE@BUF 11/01/2020 01:00PM ET,NE,8.43
2321783400,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Chase Daniel (15677086),Chase Daniel,15677086,QB,4100,IND@DET 11/01/2020 01:00PM ET,DET,0
2321783401,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Tyrod Taylor (15677085),Tyrod Taylor,15677085,QB,4100,LAC@DEN 11/01/2020 04:05PM ET,LAC,9.02
2321783402,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Tim Boyle (15677084),Tim Boyle,15677084,QB,4100,MIN@GB 11/01/2020 01:00PM ET,GB,-0.1
2321783403,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Taysom Hill (15677083),Taysom Hill,15677083,QB,4100,NO@CHI 11/01/2020 04:25PM ET,NO,2.84
2321783404,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Robert Griffin III (15677081),Robert Griffin III,15677081,QB,4100,PIT@BAL 11/01/2020 01:00PM ET,BAL,-0.18
2321801722,Modelo $5K NFL Beat Bettis Contest Series (8),95218073,$0,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Mason Rudolph (15677082),Mason Rudolph,15677082,QB,4100,PIT@BAL 11/01/2020 01:00PM ET,PIT,-0.06
2321801723,NFL $3K DK World Cup Shadow Freeroll [See Details!],95242571,$0,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Jonnu Smith (15677641),Jonnu Smith,15677641,TE/FLEX,4100,TEN@CIN 11/01/2020 01:00PM ET,TEN,12.38
2321801725,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Matt Barkley (15677080),Matt Barkley,15677080,QB,4100,NE@BUF 11/01/2020 01:00PM ET,BUF,0.88
2321801726,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Chad Henne (15677079),Chad Henne,15677079,QB,4100,NYJ@KC 11/01/2020 01:00PM ET,KC,6.32
2321801727,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,John Wolford (15677078),John Wolford,15677078,QB,4100,LAR@MIA 11/01/2020 01:00PM ET,LAR,0
2321801728,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Geno Smith (15677077),Geno Smith,15677077,QB,4100,SF@SEA 11/01/2020 04:25PM ET,SEA,0
2321801729,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Jacob Eason (15677095),Jacob Eason,15677095,QB,4000,IND@DET 11/01/2020 01:00PM ET,IND,0
2321801730,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,David Blough (15677096),David Blough,15677096,QB,4000,IND@DET 11/01/2020 01:00PM ET,DET,0
2321801731,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Nyheim Hines (15677301),Nyheim Hines,15677301,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,IND,9.62
2321801732,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jordan Wilkins (15677303),Jordan Wilkins,15677303,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,IND,2.27
2321801733,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Marlon Mack (15677305),Marlon Mack,15677305,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,IND,8.6
2321801734,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Adrian Peterson (15677307),Adrian Peterson,15677307,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,DET,9.07
2321801735,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Kerryon Johnson (15677309),Kerryon Johnson,15677309,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,DET,3.96
2321801736,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Bo Scarbrough (15677311),Bo Scarbrough,15677311,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,DET,0
2321801737,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jason Cabinda (15677313),Jason Cabinda,15677313,RB/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,DET,0.28
2321801738,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Michael Pittman Jr. (15677409),Michael Pittman Jr.,15677409,WR/FLEX,4000,IND@DET 11/01/2020 01:00PM ET,IND,5.43
2321801739,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Easton Stick (15677093),Easton Stick,15677093,QB,4000,LAC@DEN 11/01/2020 04:05PM ET,LAC,-0.04
2321801740,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Jeff Driskel (15677094),Jeff Driskel,15677094,QB,4000,LAC@DEN 11/01/2020 04:05PM ET,DEN,10.69
2321801741,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Troymaine Pope (15677293),Troymaine Pope,15677293,RB/FLEX,4000,LAC@DEN 11/01/2020 04:05PM ET,LAC,0.6
2321801742,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Gabe Nabers (15677295),Gabe Nabers,15677295,RB/FLEX,4000,LAC@DEN 11/01/2020 04:05PM ET,LAC,0.32
2321801743,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Royce Freeman (15677297),Royce Freeman,15677297,RB/FLEX,4000,LAC@DEN 11/01/2020 04:05PM ET,DEN,3.27
2321801744,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,LeVante Bellamy (15677299),LeVante Bellamy,15677299,RB/FLEX,4000,LAC@DEN 11/01/2020 04:05PM ET,DEN,0
2321801745,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Chargers  (15677806),Chargers ,15677806,DST,4000,LAC@DEN 11/01/2020 04:05PM ET,LAC,5.17
2321801746,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Jordan Love (15677092),Jordan Love,15677092,QB,4000,MIN@GB 11/01/2020 01:00PM ET,GB,0
2321801747,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Mike Boone (15677279),Mike Boone,15677279,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,MIN,0.57
2321801748,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Ameer Abdullah (15677281),Ameer Abdullah,15677281,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,MIN,0.3
