Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2169356456,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),DeAndre Hopkins (15033809),Dante Pettis (15033983),Trent Taylor (15033957),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2169371496,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),Marquise Brown (15033861) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Alvin Kamara (15033487),Bengals (15034600),,2. Your current lineup is listed next to each entry (blank for reservations)
2169371497,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Parris Campbell (15033959) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2169371498,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),Christian Kirk (15033865),Dante Pettis (15033983),George Kittle (15034307),Alvin Kamara (15033487),Dolphins (15034615) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2169371499,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Chris Conley (15033945) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Packers (15034604) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2169371500,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Colts (15034599) (LOCKED),,
2169371501,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Darnell Mooney (15034079) (LOCKED),George Kittle (15034307),Alvin Kamara (15033487),Patriots (15034597) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2169371590,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Christian McCaffrey (15033483) (LOCKED),Joe Mixon (15033495),Brandon Aiyuk (15033901),Marvin Jones Jr. (15033851) (LOCKED),Dante Pettis (15033983),Dan Arnold (15034351),Alvin Kamara (15033487),Ravens (15034598) (LOCKED),,QB,Jacoby Brissett (15033425) (LOCKED),Jacoby Brissett,15033425,QB,5100,In Progress,IND,15.84
2169371591,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matt Ryan (15033400) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Russell Gage (15033915) (LOCKED),Julio Jones (15033801) (LOCKED),David Moore (15033991) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Jaguars (15034610) (LOCKED),,RB,Kareem Hunt (15033527) (LOCKED),Kareem Hunt,15033527,RB/FLEX,5100,In Progress,CLE,12.68
2169371592,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Todd Gurley II (15033505) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Allen Robinson II (15033815) (LOCKED),Mark Andrews (15034309) (LOCKED),Antonio Gibson (15033595) (LOCKED),Chargers (15034601),,WR,Marquise Brown (15033861) (LOCKED),Marquise Brown,15033861,WR/FLEX,5100,In Progress,BAL,11.47
2169371593,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Russell Gage (15033915) (LOCKED),N'Keal Harry (15033907) (LOCKED),DK Metcalf (15033839) (LOCKED),Greg Olsen (15034331) (LOCKED),Alvin Kamara (15033487),Vikings (15034606) (LOCKED),,TE,Austin Hooper (15034319) (LOCKED),Austin Hooper,15034319,TE/FLEX,5100,In Progress,CLE,15.21
2169371594,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Todd Gurley II (15033505) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Michael Pittman Jr. (15033903) (LOCKED),Chris Herndon (15034363) (LOCKED),Boston Scott (15033541) (LOCKED),Bears (15034596) (LOCKED),,WR,Henry Ruggs III (15033863) (LOCKED),Henry Ruggs III,15033863,WR/FLEX,5100,In Progress,LV,0
2169371595,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matthew Stafford (15033406) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Danny Amendola (15033881) (LOCKED),Marquise Brown (15033861) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Bills (15034593) (LOCKED),,RB,Matt Breida (15033531) (LOCKED),Matt Breida,15033531,RB/FLEX,5000,In Progress,MIA,6.95
2169371596,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),N'Keal Harry (15033907) (LOCKED),Tyler Lockett (15033817) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Joe Mixon (15033495),Lions (15034602) (LOCKED),,QB,Chase Daniel (15033428) (LOCKED),Chase Daniel,15033428,QB,5000,In Progress,DET,9.33
2169371597,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Carson Wentz (15033405) (LOCKED),Austin Ekeler (15033489),Boston Scott (15033541) (LOCKED),Davante Adams (15033803) (LOCKED),JJ Arcega-Whiteside (15033953) (LOCKED),Terry McLaurin (15033847) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),49ers (15034595),,WR,Anthony Miller (15033867) (LOCKED),Anthony Miller,15033867,WR/FLEX,5000,In Progress,CHI,8.41
2169371598,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Baker Mayfield (15033414) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Odell Beckham Jr. (15033835) (LOCKED),Miles Boykin (15033931) (LOCKED),Jarvis Landry (15033837) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Colts (15034599) (LOCKED),,QB,Matt Schaub (15033426) (LOCKED),Matt Schaub,15033426,QB,5000,In Progress,ATL,6.32
2169371599,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Chris Carson (15033503) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Adam Thielen (15033811) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Jace Sternberger (15034345) (LOCKED),Boston Scott (15033541) (LOCKED),Chargers (15034601),,QB,Jalen Hurts (15033429) (LOCKED),Jalen Hurts,15033429,QB,5000,In Progress,PHI,0
2169371600,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),DeSean Jackson (15033873) (LOCKED),Adam Thielen (15033811) (LOCKED),Jace Sternberger (15034345) (LOCKED),Chris Thompson (15033615) (LOCKED),Patriots (15034597) (LOCKED),,QB,Dwayne Haskins Jr. (15033430) (LOCKED),Dwayne Haskins Jr.,15033430,QB,5000,In Progress,WAS,9.52
2169371601,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Michael Pittman Jr. (15033903) (LOCKED),Tyler Eifert (15034365) (LOCKED),Austin Ekeler (15033489),Bills (15034593) (LOCKED),,RB,Derrius Guice (15033533) (LOCKED),Derrius Guice,15033533,RB/FLEX,5000,In Progress,WAS,12.08
2169371602,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Michael Pittman Jr. (15033903) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),George Kittle (15034307),Joe Mixon (15033495),Eagles (15034594) (LOCKED),,RB,J.K. Dobbins (15033535) (LOCKED),J.K. Dobbins,15033535,RB/FLEX,5000,In Progress,BAL,0
2169371603,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Julio Jones (15033801) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),Zach Ertz (15034313) (LOCKED),Austin Ekeler (15033489),Jaguars (15034610) (LOCKED),,QB,Ryan Finley (15033427),Ryan Finley,15033427,QB,5000,LAC@CIN 09/13/2020 04:05PM ET,CIN,9.89
2169371604,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Austin Ekeler (15033489),Christian McCaffrey (15033483) (LOCKED),Marvin Hall (15033949) (LOCKED),Terry McLaurin (15033847) (LOCKED),Anthony Miller (15033867) (LOCKED),Jimmy Graham (15034335) (LOCKED),Alvin Kamara (15033487),Jets (15034613) (LOCKED),,WR,Christian Kirk (15033865),Christian Kirk,15033865,WR/FLEX,5000,ARI@SF 09/13/2020 04:25PM ET,ARI,13.4
2169371605,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Kirk Cousins (15033415) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Justin Jefferson (15033877) (LOCKED),Allen Lazard (15033875) (LOCKED),Calvin Ridley (15033827) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Austin Ekeler (15033489),Eagles (15034594) (LOCKED),,WR,Kendrick Bourne (15033869),Kendrick Bourne,15033869,WR/FLEX,5000,ARI@SF 09/13/2020 04:25PM ET,SF,6.24
2169371606,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Derek Carr (15033410) (LOCKED),Antonio Gibson (15033595) (LOCKED),Todd Gurley II (15033505) (LOCKED),Davante Adams (15033803) (LOCKED),Bryan Edwards (15033925) (LOCKED),DJ Moore (15033813) (LOCKED),Darren Waller (15034311) (LOCKED),Alvin Kamara (15033487),Chargers (15034601),,RB,Tarik Cohen (15033537) (LOCKED),Tarik Cohen,15033537,RB/FLEX,4900,In Progress,CHI,10.24
2169371607,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Kirk Cousins (15033415) (LOCKED),Josh Jacobs (15033493) (LOCKED),Joe Mixon (15033495),Terry McLaurin (15033847) (LOCKED),Adam Thielen (15033811) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Kyle Rudolph (15034339) (LOCKED),Alvin Kamara (15033487),49ers (15034595),,RB,D'Andre Swift (15033539) (LOCKED),D'Andre Swift,15033539,RB/FLEX,4900,In Progress,DET,0
2169371608,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Lamar Jackson (15033397) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Miles Boykin (15033931) (LOCKED),Marquise Brown (15033861) (LOCKED),DeSean Jackson (15033873) (LOCKED),David Njoku (15034343) (LOCKED),Austin Ekeler (15033489),Patriots (15034597) (LOCKED),,TE,Rob Gronkowski (15034321),Rob Gronkowski,15034321,TE/FLEX,4900,TB@NO 09/13/2020 04:25PM ET,TB,0
2169371609,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Le'Veon Bell (15033517) (LOCKED),Antonio Gibson (15033595) (LOCKED),Julio Jones (15033801) (LOCKED),Tyler Lockett (15033817) (LOCKED),DK Metcalf (15033839) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Dolphins (15034615) (LOCKED),,QB,Alex Smith (15033432) (LOCKED),Alex Smith,15033432,QB,4900,In Progress,WAS,0
2169371610,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matthew Stafford (15033406) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Danny Amendola (15033881) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Anthony Miller (15033867) (LOCKED),George Kittle (15034307),Alvin Kamara (15033487),Patriots (15034597) (LOCKED),,WR,DeSean Jackson (15033873) (LOCKED),DeSean Jackson,15033873,WR/FLEX,4900,In Progress,PHI,13.3
2169371611,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Austin Ekeler (15033489),Josh Jacobs (15033493) (LOCKED),Justin Jefferson (15033877) (LOCKED),Allen Lazard (15033875) (LOCKED),Terry McLaurin (15033847) (LOCKED),Jace Sternberger (15034345) (LOCKED),Alvin Kamara (15033487),Bills (15034593) (LOCKED),,WR,Allen Lazard (15033875) (LOCKED),Allen Lazard,15033875,WR/FLEX,4900,In Progress,GB,6.27
2169371612,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Davante Adams (15033803) (LOCKED),Brandon Aiyuk (15033901),Christian Kirk (15033865),George Kittle (15034307),Austin Ekeler (15033489),Saints (15034607),,WR,Breshad Perriman (15033871) (LOCKED),Breshad Perriman,15033871,WR/FLEX,4900,In Progress,NYJ,10.51
2169371613,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Adam Thielen (15033811) (LOCKED),Tyler Eifert (15034365) (LOCKED),Joe Mixon (15033495),Bears (15034596) (LOCKED),,QB,Marcus Mariota (15033431) (LOCKED),Marcus Mariota,15033431,QB,4900,In Progress,LV,9.07
2169371614,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Dalvin Cook (15033485) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Parris Campbell (15033959) (LOCKED),Julian Edelman (15033831) (LOCKED),Michael Pittman Jr. (15033903) (LOCKED),Tyler Eifert (15034365) (LOCKED),Boston Scott (15033541) (LOCKED),Bills (15034593) (LOCKED),,QB,David Blough (15033433) (LOCKED),David Blough,15033433,QB,4800,In Progress,DET,12.27
2169371615,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Le'Veon Bell (15033517) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Chris Conley (15033945) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Terry McLaurin (15033847) (LOCKED),Jack Doyle (15034347) (LOCKED),Austin Ekeler (15033489),Saints (15034607),,WR,Danny Amendola (15033881) (LOCKED),Danny Amendola,15033881,WR/FLEX,4800,In Progress,DET,9.97
2169371616,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Chris Carson (15033503) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Danny Amendola (15033881) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Anthony Miller (15033867) (LOCKED),George Kittle (15034307),Antonio Gibson (15033595) (LOCKED),Bills (15034593) (LOCKED),,RB,Boston Scott (15033541) (LOCKED),Boston Scott,15033541,RB/FLEX,4800,In Progress,PHI,8.81
2169371617,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Parris Campbell (15033959) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),DK Metcalf (15033839) (LOCKED),Jack Doyle (15034347) (LOCKED),Austin Ekeler (15033489),Bears (15034596) (LOCKED),,WR,Justin Jefferson (15033877) (LOCKED),Justin Jefferson,15033877,WR/FLEX,4800,In Progress,MIN,0
2169371618,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Dalvin Cook (15033485) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Brandon Aiyuk (15033901),Terry McLaurin (15033847) (LOCKED),Trent Taylor (15033957),Dan Arnold (15034351),Todd Gurley II (15033505) (LOCKED),Lions (15034602) (LOCKED),,QB,Robert Griffin III (15033434) (LOCKED),Robert Griffin III,15033434,QB,4800,In Progress,BAL,2.57
2169371619,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Carson Wentz (15033405) (LOCKED),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),Marquise Brown (15033861) (LOCKED),DeSean Jackson (15033873) (LOCKED),Steven Sims Jr. (15033883) (LOCKED),George Kittle (15034307),Austin Ekeler (15033489),Patriots (15034597) (LOCKED),,WR,Cole Beasley (15033879) (LOCKED),Cole Beasley,15033879,WR/FLEX,4800,In Progress,BUF,12.45
2169371620,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Teddy Bridgewater (15033409) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Marquise Brown (15033861) (LOCKED),Bryan Edwards (15033925) (LOCKED),DJ Moore (15033813) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Kenyan Drake (15033499),Chargers (15034601),,QB,Blaine Gabbert (15033436),Blaine Gabbert,15033436,QB,4700,TB@NO 09/13/2020 04:25PM ET,TB,0
2169371621,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Kirk Cousins (15033415) (LOCKED),Chris Carson (15033503) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),Olabisi Johnson (15033935) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Kyle Rudolph (15034339) (LOCKED),Antonio Gibson (15033595) (LOCKED),49ers (15034595),,WR,Steven Sims Jr. (15033883) (LOCKED),Steven Sims Jr.,15033883,WR/FLEX,4700,In Progress,WAS,6.84
2169371622,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Kirk Cousins (15033415) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Allen Lazard (15033875) (LOCKED),DK Metcalf (15033839) (LOCKED),Adam Thielen (15033811) (LOCKED),Kyle Rudolph (15034339) (LOCKED),Le'Veon Bell (15033517) (LOCKED),Chargers (15034601),,RB,Jalen Richard (15033543) (LOCKED),Jalen Richard,15033543,RB/FLEX,4700,In Progress,LV,5.18
2169371623,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),Kendrick Bourne (15033869),DeAndre Hopkins (15033809),Julio Jones (15033801) (LOCKED),Jordan Reed (15034387),Austin Ekeler (15033489),Ravens (15034598) (LOCKED),,WR,Robby Anderson (15033887) (LOCKED),Robby Anderson,15033887,WR/FLEX,4700,In Progress,CAR,10.71
2169371624,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Teddy Bridgewater (15033409) (LOCKED),Aaron Jones (15033491) (LOCKED),Boston Scott (15033541) (LOCKED),Robby Anderson (15033887) (LOCKED),DJ Moore (15033813) (LOCKED),Hunter Renfrow (15033893) (LOCKED),George Kittle (15034307),Joe Mixon (15033495),Lions (15034602) (LOCKED),,WR,Mike Williams (15033885),Mike Williams,15033885,WR/FLEX,4700,LAC@CIN 09/13/2020 04:05PM ET,LAC,11.15
2169371625,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Baker Mayfield (15033414) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Odell Beckham Jr. (15033835) (LOCKED),Marquise Brown (15033861) (LOCKED),Jarvis Landry (15033837) (LOCKED),George Kittle (15034307),Austin Ekeler (15033489),Seahawks (15034608) (LOCKED),,QB,Brett Hundley (15033435),Brett Hundley,15033435,QB,4700,ARI@SF 09/13/2020 04:25PM ET,ARI,2.02
2169371626,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Dalvin Cook (15033485) (LOCKED),Boston Scott (15033541) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Anthony Miller (15033867) (LOCKED),Allen Robinson II (15033815) (LOCKED),Hayden Hurst (15034325) (LOCKED),Austin Ekeler (15033489),Eagles (15034594) (LOCKED),,RB,Sony Michel (15033545) (LOCKED),Sony Michel,15033545,RB/FLEX,4600,In Progress,NE,9.56
2169371627,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Derek Carr (15033410) (LOCKED),Todd Gurley II (15033505) (LOCKED),Boston Scott (15033541) (LOCKED),Bryan Edwards (15033925) (LOCKED),DJ Moore (15033813) (LOCKED),Hunter Renfrow (15033893) (LOCKED),George Kittle (15034307),Austin Ekeler (15033489),Bills (15034593) (LOCKED),,RB,Latavius Murray (15033547),Latavius Murray,15033547,RB/FLEX,4600,TB@NO 09/13/2020 04:25PM ET,NO,9.81
2169371628,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Teddy Bridgewater (15033409) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Marquise Brown (15033861) (LOCKED),DJ Moore (15033813) (LOCKED),Curtis Samuel (15033889) (LOCKED),George Kittle (15034307),Joe Mixon (15033495),Colts (15034599) (LOCKED),,RB,Carlos Hyde (15033549) (LOCKED),Carlos Hyde,15033549,RB/FLEX,4600,In Progress,SEA,10.32
2169371629,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Kirk Cousins (15033415) (LOCKED),Todd Gurley II (15033505) (LOCKED),Josh Jacobs (15033493) (LOCKED),Olabisi Johnson (15033935) (LOCKED),Adam Thielen (15033811) (LOCKED),Michael Thomas (15033799),Jace Sternberger (15034345) (LOCKED),Boston Scott (15033541) (LOCKED),Patriots (15034597) (LOCKED),,QB,Kyle Allen (15033437) (LOCKED),Kyle Allen,15033437,QB,4600,In Progress,WAS,15.88
2169371630,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Todd Gurley II (15033505) (LOCKED),Brandon Aiyuk (15033901),T.Y. Hilton (15033841) (LOCKED),DeAndre Hopkins (15033809),George Kittle (15034307),Joe Mixon (15033495),Ravens (15034598) (LOCKED),,WR,Dede Westbrook (15033891) (LOCKED),Dede Westbrook,15033891,WR/FLEX,4600,In Progress,JAX,10.65
2169371631,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Dalvin Cook (15033485) (LOCKED),Boston Scott (15033541) (LOCKED),Russell Gage (15033915) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),George Kittle (15034307),Austin Ekeler (15033489),Saints (15034607),,QB,Will Grier (15033438) (LOCKED),Will Grier,15033438,QB,4600,In Progress,CAR,3.16
2169371632,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Teddy Bridgewater (15033409) (LOCKED),Austin Ekeler (15033489),Boston Scott (15033541) (LOCKED),DK Metcalf (15033839) (LOCKED),DJ Moore (15033813) (LOCKED),Curtis Samuel (15033889) (LOCKED),Darren Waller (15034311) (LOCKED),Kenyan Drake (15033499),Colts (15034599) (LOCKED),,WR,Curtis Samuel (15033889) (LOCKED),Curtis Samuel,15033889,WR/FLEX,4600,In Progress,CAR,10.73
2169371633,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Lamar Jackson (15033397) (LOCKED),Todd Gurley II (15033505) (LOCKED),Josh Jacobs (15033493) (LOCKED),Odell Beckham Jr. (15033835) (LOCKED),Marquise Brown (15033861) (LOCKED),N'Keal Harry (15033907) (LOCKED),Mark Andrews (15034309) (LOCKED),Boston Scott (15033541) (LOCKED),Chargers (15034601),,RB,Adrian Peterson (15033553) (LOCKED),Adrian Peterson,15033553,RB/FLEX,4500,In Progress,DET,10.33
2169371634,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matt Ryan (15033400) (LOCKED),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),Marquise Brown (15033861) (LOCKED),Julio Jones (15033801) (LOCKED),DK Metcalf (15033839) (LOCKED),Hayden Hurst (15034325) (LOCKED),Le'Veon Bell (15033517) (LOCKED),Patriots (15034597) (LOCKED),,WR,Preston Williams (15033895) (LOCKED),Preston Williams,15033895,WR/FLEX,4500,In Progress,MIA,11.48
2169371635,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Michael Thomas (15033799),Jack Doyle (15034347) (LOCKED),Austin Ekeler (15033489),Ravens (15034598) (LOCKED),,WR,Mohamed Sanu (15033897) (LOCKED),Mohamed Sanu,15033897,WR/FLEX,4500,In Progress,NE,7.89
2169371636,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),Julio Jones (15033801) (LOCKED),Allen Lazard (15033875) (LOCKED),Adam Thielen (15033811) (LOCKED),Jace Sternberger (15034345) (LOCKED),Le'Veon Bell (15033517) (LOCKED),Eagles (15034594) (LOCKED),,TE,Mike Gesicki (15034323) (LOCKED),Mike Gesicki,15034323,TE/FLEX,4500,In Progress,MIA,8.56
