Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222899606,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530),Todd Gurley II (15355612),Derrick Henry (15355598),Parris Campbell (15355930),Mike Evans (15355848),Curtis Samuel (15355922),Rob Gronkowski (15356206),Kenyan Drake (15355616),Steelers (15356388),,RB,D'Andre Swift (15355646),D'Andre Swift,15355646,RB/FLEX,4900,DET@GB 09/20/2020 01:00PM ET,DET,11.3
2222899607,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536),Todd Gurley II (15355612),Derrick Henry (15355598),Michael Pittman Jr. (15355998),Allen Robinson II (15355850),Adam Thielen (15355836),Kyle Rudolph (15356222),Kenyan Drake (15355616),Ravens (15356390),,WR,Kendrick Bourne (15355906),Kendrick Bourne,15355906,WR/FLEX,4900,SF@NYJ 09/20/2020 01:00PM ET,SF,5.4
2222899608,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Kenyan Drake (15355616),Derrick Henry (15355598),Marquise Brown (15355862),Parris Campbell (15355930),CeeDee Lamb (15355924),Darren Fells (15356232),Mark Ingram II (15355626),49ers (15356386),,WR,Golden Tate (15355904),Golden Tate,15355904,WR/FLEX,4900,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
2222899609,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Melvin Gordon III (15355634),Derrick Henry (15355598),Parris Campbell (15355930),Sammy Watkins (15355910),Mike Williams (15355946),Travis Kelce (15356178),Kenyan Drake (15355616),Cowboys (15356399),,QB,Jalen Hurts (15355559),Jalen Hurts,15355559,QB,4900,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
2222899610,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Austin Ekeler (15355608),David Johnson (15355618),Amari Cooper (15355854),Diontae Johnson (15355932),Julio Jones (15355834),Chris Herndon (15356226),Michael Gallup (15355882),Bears (15356389),,QB,Mason Rudolph (15355558),Mason Rudolph,15355558,QB,4900,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
2222899611,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Saquon Barkley (15355594),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Robert Woods (15355852),Chris Herndon (15356226),Todd Gurley II (15355612),Steelers (15356388),,WR,Jerry Jeudy (15355908),Jerry Jeudy,15355908,WR/FLEX,4900,DEN@PIT 09/20/2020 01:00PM ET,DEN,9.6
2222899612,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Melvin Gordon III (15355634),Todd Gurley II (15355612),Marquise Brown (15355862),Randall Cobb (15355936),Corey Davis (15355960),Mark Andrews (15356182),Kenyan Drake (15355616),Bears (15356389),,RB,Tony Pollard (15355648),Tony Pollard,15355648,RB/FLEX,4900,ATL@DAL 09/20/2020 01:00PM ET,DAL,5.2
2222899613,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Saquon Barkley (15355594),Todd Gurley II (15355612),Davante Adams (15355828),Chris Conley (15355994),Corey Davis (15355960),Jonnu Smith (15356204),Kenyan Drake (15355616),Steelers (15356388),,QB,Alex Smith (15355556),Alex Smith,15355556,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
2222899614,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Saquon Barkley (15355594),Melvin Gordon III (15355634),Parris Campbell (15355930),Amari Cooper (15355854),CeeDee Lamb (15355924),Hayden Hurst (15356196),Kenyan Drake (15355616),Ravens (15356390),,QB,Brett Hundley (15355557),Brett Hundley,15355557,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
2222899615,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530),Todd Gurley II (15355612),Aaron Jones (15355604),Mike Evans (15355848),Diontae Johnson (15355932),DJ Moore (15355856),O.J. Howard (15356210),Kenyan Drake (15355616),Packers (15356393),,WR,Brandin Cooks (15355902),Brandin Cooks,15355902,WR/FLEX,4900,BAL@HOU 09/20/2020 04:25PM ET,HOU,4
2222899616,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Aaron Jones (15355604),Miles Sanders (15355614),Amari Cooper (15355854),Julio Jones (15355834),CeeDee Lamb (15355924),Logan Thomas (15356218),David Johnson (15355618),Jaguars (15356405),,WR,Danny Amendola (15355914),Danny Amendola,15355914,WR/FLEX,4800,DET@GB 09/20/2020 01:00PM ET,DET,13.1
2222899617,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Dalvin Cook (15355600),Miles Sanders (15355614),Amari Cooper (15355854),CeeDee Lamb (15355924),Calvin Ridley (15355840),Chris Herndon (15356226),Kenyan Drake (15355616),Broncos (15356402),,RB,Tarik Cohen (15355650),Tarik Cohen,15355650,RB/FLEX,4800,NYG@CHI 09/20/2020 01:00PM ET,CHI,6.7
2222899618,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Todd Gurley II (15355612),Aaron Jones (15355604),Miles Boykin (15355952),Marquise Brown (15355862),T.Y. Hilton (15355876),Darren Fells (15356232),Kenyan Drake (15355616),Titans (15356391),,QB,Blaine Gabbert (15355561),Blaine Gabbert,15355561,QB,4800,CAR@TB 09/20/2020 01:00PM ET,TB,0
2222899619,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Todd Gurley II (15355612),Jonathan Taylor (15355620),Miles Boykin (15355952),Will Fuller V (15355858),Diontae Johnson (15355932),Mark Andrews (15356182),Kenyan Drake (15355616),Falcons (15356401),,RB,Leonard Fournette (15355654),Leonard Fournette,15355654,RB/FLEX,4800,CAR@TB 09/20/2020 01:00PM ET,TB,2.9
2222899620,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Melvin Gordon III (15355634),Jonathan Taylor (15355620),Davante Adams (15355828),Allen Lazard (15355890),Mike Williams (15355946),T.J. Hockenson (15356188),Kenyan Drake (15355616),Titans (15356391),,QB,Matt Schaub (15355560),Matt Schaub,15355560,QB,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
2222899621,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535),Todd Gurley II (15355612),Aaron Jones (15355604),Corey Davis (15355960),DeSean Jackson (15355896),Cooper Kupp (15355842),Zach Ertz (15356184),Kenyan Drake (15355616),Titans (15356391),,WR,Russell Gage (15355912),Russell Gage,15355912,WR/FLEX,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,23.4
2222899622,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Kenyan Drake (15355616),Aaron Jones (15355604),Parris Campbell (15355930),Randall Cobb (15355936),Diontae Johnson (15355932),Mark Andrews (15356182),J.K. Dobbins (15355640),49ers (15356386),,RB,Zack Moss (15355652),Zack Moss,15355652,RB/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,BUF,11.7
2222899623,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536),Aaron Jones (15355604),Jonathan Taylor (15355620),Julio Jones (15355834),CeeDee Lamb (15355924),Adam Thielen (15355836),Kyle Rudolph (15356222),Kenyan Drake (15355616),Eagles (15356400),,WR,Preston Williams (15355916),Preston Williams,15355916,WR/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.1
2222899624,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Kenyan Drake (15355616),Clyde Edwards-Helaire (15355602),Michael Gallup (15355882),CeeDee Lamb (15355924),Calvin Ridley (15355840),Jonnu Smith (15356204),David Johnson (15355618),Rams (15356398),,WR,Sammy Watkins (15355910),Sammy Watkins,15355910,WR/FLEX,4800,KC@LAC 09/20/2020 04:25PM ET,KC,21.5
2222899625,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Kenyan Drake (15355616),Todd Gurley II (15355612),Parris Campbell (15355930),Tyreek Hill (15355832),Diontae Johnson (15355932),Hunter Henry (15356190),Sammy Watkins (15355910),Bills (15356387),,RB,Adrian Peterson (15355658),Adrian Peterson,15355658,RB/FLEX,4700,DET@GB 09/20/2020 01:00PM ET,DET,14.4
2222899626,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Mitchell Trubisky (15355544),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Allen Robinson II (15355850),Darius Slayton (15355900),Jimmy Graham (15356212),Kenyan Drake (15355616),Chiefs (15356392),,TE,Tyler Higbee (15356194),Tyler Higbee,15356194,TE/FLEX,4700,LAR@PHI 09/20/2020 01:00PM ET,LAR,7
2222899627,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Kenyan Drake (15355616),Ronald Jones II (15355636),Marquise Brown (15355862),Diontae Johnson (15355932),CeeDee Lamb (15355924),Mark Andrews (15356182),David Johnson (15355618),Vikings (15356394),,QB,Will Grier (15355563),Will Grier,15355563,QB,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,0
2222899628,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Marvin Jones Jr. (15355880),Allen Lazard (15355890),Logan Thomas (15356218),Miles Sanders (15355614),Falcons (15356401),,WR,Curtis Samuel (15355922),Curtis Samuel,15355922,WR/FLEX,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,9.3
2222899629,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Miles Sanders (15355614),Jonathan Taylor (15355620),Marquise Brown (15355862),Brandin Cooks (15355902),Breshad Perriman (15355972),Mark Andrews (15356182),Kenyan Drake (15355616),Cardinals (15356396),,WR,CeeDee Lamb (15355924),CeeDee Lamb,15355924,WR/FLEX,4700,ATL@DAL 09/20/2020 01:00PM ET,DAL,10.9
2222899630,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533),Melvin Gordon III (15355634),Todd Gurley II (15355612),Davante Adams (15355828),Danny Amendola (15355914),Parris Campbell (15355930),T.J. Hockenson (15356188),Kenyan Drake (15355616),49ers (15356386),,RB,Jordan Howard (15355656),Jordan Howard,15355656,RB/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.7
2222899631,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Kenyan Drake (15355616),Todd Gurley II (15355612),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Hunter Henry (15356190),Clyde Edwards-Helaire (15355602),Vikings (15356394),,WR,Cole Beasley (15355918),Cole Beasley,15355918,WR/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,BUF,9.8
2222899632,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Gardner Minshew II (15355540),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),DJ Chark Jr. (15355866),Laviska Shenault Jr. (15355948),Jonnu Smith (15356204),Kenyan Drake (15355616),49ers (15356386),,WR,Steven Sims Jr. (15355920),Steven Sims Jr.,15355920,WR/FLEX,4700,WAS@ARI 09/20/2020 04:05PM ET,WAS,8
2222899633,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536),Dalvin Cook (15355600),Jonathan Taylor (15355620),Diontae Johnson (15355932),Adam Thielen (15355836),Robert Woods (15355852),Chris Herndon (15356226),Kenyan Drake (15355616),Packers (15356393),,RB,Joshua Kelley (15355660),Joshua Kelley,15355660,RB/FLEX,4700,KC@LAC 09/20/2020 04:25PM ET,LAC,12
2222899634,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Todd Gurley II (15355612),Aaron Jones (15355604),Parris Campbell (15355930),Diontae Johnson (15355932),Marvin Jones Jr. (15355880),Chris Herndon (15356226),Davante Adams (15355828),Bears (15356389),,QB,AJ McCarron (15355562),AJ McCarron,15355562,QB,4700,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
2222899635,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537),Todd Gurley II (15355612),Aaron Jones (15355604),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Diontae Johnson (15355932),Kyle Rudolph (15356222),Jonathan Taylor (15355620),Steelers (15356388),,QB,Jordan Love (15355565),Jordan Love,15355565,QB,4600,DET@GB 09/20/2020 01:00PM ET,GB,0
2222899636,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Todd Gurley II (15355612),Aaron Jones (15355604),Keenan Allen (15355878),Tyreek Hill (15355832),Diontae Johnson (15355932),Chris Herndon (15356226),Austin Ekeler (15355608),Bills (15356387),,WR,Marquez Valdes-Scantling (15355926),Marquez Valdes-Scantling,15355926,WR/FLEX,4600,DET@GB 09/20/2020 01:00PM ET,GB,19.6
2222899637,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527),Melvin Gordon III (15355634),Ronald Jones II (15355636),Amari Cooper (15355854),Michael Gallup (15355882),Calvin Ridley (15355840),Chris Herndon (15356226),Clyde Edwards-Helaire (15355602),Packers (15356393),,RB,Darrell Henderson Jr. (15355664),Darrell Henderson Jr.,15355664,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,LAR,0.6
2222899638,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Aaron Jones (15355604),Jonathan Taylor (15355620),Marquise Brown (15355862),Amari Cooper (15355854),Diontae Johnson (15355932),Darren Fells (15356232),J.K. Dobbins (15355640),Bears (15356389),,RB,Corey Clement (15355666),Corey Clement,15355666,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,PHI,4.1
2222899639,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Todd Gurley II (15355612),Aaron Jones (15355604),Corey Davis (15355960),Mecole Hardman (15355976),Tyreek Hill (15355832),Hunter Henry (15356190),Jonathan Taylor (15355620),Cardinals (15356396),,TE,Hayden Hurst (15356196),Hayden Hurst,15356196,TE/FLEX,4600,ATL@DAL 09/20/2020 01:00PM ET,ATL,6.8
2222899640,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Marvin Jones Jr. (15355880),Robert Woods (15355852),Chris Herndon (15356226),D'Andre Swift (15355646),Titans (15356391),,QB,Kyle Allen (15355564),Kyle Allen,15355564,QB,4600,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
2222899641,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Miles Sanders (15355614),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Sammy Watkins (15355910),Hunter Henry (15356190),Austin Ekeler (15355608),49ers (15356386),,RB,Chase Edmonds (15355662),Chase Edmonds,15355662,RB/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,13.5
2222899642,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Aaron Jones (15355604),Jonathan Taylor (15355620),Keenan Allen (15355878),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),Clyde Edwards-Helaire (15355602),Steelers (15356388),,WR,Larry Fitzgerald (15355928),Larry Fitzgerald,15355928,WR/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,7.4
2222899643,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537),Todd Gurley II (15355612),Jonathan Taylor (15355620),Parris Campbell (15355930),Diontae Johnson (15355932),Adam Thielen (15355836),Mark Andrews (15356182),David Johnson (15355618),49ers (15356386),,QB,Joe Flacco (15355567),Joe Flacco,15355567,QB,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
2222899644,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530),Todd Gurley II (15355612),Jonathan Taylor (15355620),Robby Anderson (15355892),Mike Evans (15355848),Diontae Johnson (15355932),Rob Gronkowski (15356206),Clyde Edwards-Helaire (15355602),49ers (15356386),,RB,Frank Gore (15355676),Frank Gore,15355676,RB/FLEX,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,2.4
2216376828,Week 1 Free Reignmaker Contest,92004081,$0,Lamar Jackson (15355524),Nyheim Hines (15355628),Mark Ingram II (15355626),John Brown (15355870),Marquise Brown (15355862),DJ Chark Jr. (15355866),Jeremy Sprinkle (15356234),A.J. Brown (15355864),Dolphins (15356409),,RB,Dion Lewis (15355674),Dion Lewis,15355674,RB/FLEX,4500,NYG@CHI 09/20/2020 01:00PM ET,NYG,0.1
2216383811,Week 1 Free Reignmaker Contest,92004081,$0,Chase Daniel (15355554),Tarik Cohen (15355650),Tony Pollard (15355648),Jamison Crowder (15355886),Alshon Jeffery (15355888),Sterling Shepard (15355884),Kaden Smith (15356238),Mark Andrews (15356182),Jaguars (15356405),,RB,Cam Akers (15355668),Cam Akers,15355668,RB/FLEX,4500,LAR@PHI 09/20/2020 01:00PM ET,LAR,5.3
2216392646,Week 1 Free Reignmaker Contest,92004081,$0,Kirk Cousins (15355536),Malcolm Brown (15355622),David Johnson (15355618),Amari Cooper (15355854),Will Fuller V (15355858),DJ Moore (15355856),Jonnu Smith (15356204),Travis Kelce (15356178),Broncos (15356402),,RB,Benny Snell Jr. (15355672),Benny Snell Jr.,15355672,RB/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,14.3
2216392649,Week 1 Free Reignmaker Contest,92004081,$0,Carson Wentz (15355535),Kenyan Drake (15355616),Miles Sanders (15355614),Mike Evans (15355848),DJ Moore (15355856),Robert Woods (15355852),Noah Fant (15356200),Evan Engram (15356186),Packers (15356393),,WR,Diontae Johnson (15355932),Diontae Johnson,15355932,WR/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,10.7
2216400809,Week 1 Free Reignmaker Contest,92004081,$0,Daniel Jones (15355542),David Montgomery (15355624),Jonathan Taylor (15355620),Marquise Brown (15355862),Will Fuller V (15355858),Kenny Golladay (15355860),Mike Gesicki (15356208),Calvin Ridley (15355840),Falcons (15356401),,TE,Blake Jarwin (15356198),Blake Jarwin,15356198,TE/FLEX,4500,ATL@DAL 09/20/2020 01:00PM ET,DAL,2.2
2222901883,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,WR,Parris Campbell (15355930),Parris Campbell,15355930,WR/FLEX,4500,MIN@IND 09/20/2020 01:00PM ET,IND,14
2222901884,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,QB,Matt Barkley (15355566),Matt Barkley,15355566,QB,4500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
2222901885,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,RB,Matt Breida (15355670),Matt Breida,15355670,RB/FLEX,4500,BUF@MIA 09/20/2020 01:00PM ET,MIA,2.2
2222901886,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,RB,Josh Adams (15355682),Josh Adams,15355682,RB/FLEX,4400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,10.2
2222901887,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,QB,Mike Glennon (15355568),Mike Glennon,15355568,QB,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222901888,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,RB,James Robinson (15355680),James Robinson,15355680,RB/FLEX,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,10
2222901889,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,TE,Noah Fant (15356200),Noah Fant,15356200,TE/FLEX,4400,DEN@PIT 09/20/2020 01:00PM ET,DEN,19.1
2222901890,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),T.Y. Hilton (15355876),Diontae Johnson (15355932),Laviska Shenault Jr. (15355948),Jonnu Smith (15356204),Derrick Henry (15355598),Texans (15356406),,WR,Justin Jefferson (15355934),Justin Jefferson,15355934,WR/FLEX,4400,MIN@IND 09/20/2020 01:00PM ET,MIN,4.6
2222901891,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Derrick Henry (15355598),T.Y. Hilton (15355876),Breshad Perriman (15355972),Adam Thielen (15355836),Irv Smith Jr. (15356252),Kenyan Drake (15355616),Broncos (15356402),,RB,Peyton Barber (15355678),Peyton Barber,15355678,RB/FLEX,4400,WAS@ARI 09/20/2020 04:05PM ET,WAS,14.9
2222901892,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Keenan Allen (15355878),Diontae Johnson (15355932),Sammy Watkins (15355910),Hunter Henry (15356190),David Johnson (15355618),Cowboys (15356399),,WR,Randall Cobb (15355936),Randall Cobb,15355936,WR/FLEX,4400,BAL@HOU 09/20/2020 04:25PM ET,HOU,4.3
2222901893,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Chris Conley (15355994),Allen Robinson II (15355850),Jonnu Smith (15356204),Kenyan Drake (15355616),Packers (15356393),,WR,Brandon Aiyuk (15355944),Brandon Aiyuk,15355944,WR/FLEX,4300,SF@NYJ 09/20/2020 01:00PM ET,SF,0
2222901894,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Zach Ertz (15356184),Kenyan Drake (15355616),Ravens (15356390),,WR,Keelan Cole (15355942),Keelan Cole,15355942,WR/FLEX,4300,JAX@TEN 09/20/2020 01:00PM ET,JAX,15.7
